mol_id,conf_id,scan,wb97m
115,10,-30,3.413851
115,11,-15,3.543367
115,12,0,3.483127
115,13,15,3.177409
115,14,30,2.707035
115,15,45,1.7242445
115,16,60,0.51222825
115,17,75,0
115,18,90,0.44671725
115,19,105,0.28582625
115,20,120,1.150333
115,21,135,2.37966825
115,22,150,3.35367375
115,23,165,3.54230025
115,24,180,3.47465575
116,1,-165,5.5778475
116,2,-150,5.98126725
116,3,-135,6.75560225
116,4,-120,7.51148875
116,5,-105,8.07561125
116,6,-90,7.97533675
116,7,-75,6.856316
116,8,-60,4.97475725
116,9,-45,2.96399625
116,10,-30,1.3126045
116,11,-15,0.32874725
116,12,0,0
116,13,15,0.327304
116,14,30,1.31693425
116,15,45,2.95621525
116,16,60,4.97638875
116,17,75,6.8559395
116,18,90,7.98926725
116,19,105,8.0755485
116,20,120,7.51098675
116,21,135,6.75359425
116,22,150,5.98063975
116,23,165,5.5914015
116,24,180,5.52745925
117,1,-165,0.22841
117,2,-150,1.046168
117,3,-135,2.43827675
117,4,-120,4.26856875
117,5,-105,6.3228155
117,6,-90,8.174819
117,7,-75,9.2118255
117,8,-60,9.59453775
117,9,-45,10.0054875
117,10,-30,10.70370675
117,11,-15,10.92270425
117,12,0,10.51784125
117,13,15,9.912994
117,14,30,9.43402325
117,15,45,9.23761575
117,16,60,9.23447825
117,17,75,9.08299975
117,18,90,8.157751
117,19,105,6.3765295
117,20,120,4.414839
117,21,135,2.64008075
117,22,150,1.24991725
117,23,165,0.356671
117,24,180,0
118,1,-165,0.32121725
118,2,-150,0
118,3,-135,0.01223625
118,4,-120,0.762287
118,5,-105,1.96903225
118,6,-90,3.126456
118,7,-75,4.105105
118,8,-60,5.38263225
118,9,-45,7.17251325
118,10,-30,9.38809025
118,11,-15,11.6076205
118,12,0,12.65887125
118,13,15,11.59814525
118,14,30,9.3965615
118,15,45,7.17163475
118,16,60,5.38275775
118,17,75,4.10466575
118,18,90,3.1248245
118,19,105,1.9689695
118,20,120,0.762287
118,21,135,0.0126755
118,22,150,0.00031375
118,23,165,0.3201505
118,24,180,0.3695975
119,1,-165,3.20269725
119,2,-150,2.2608825
119,3,-135,1.07760575
119,4,-120,0.33401825
119,5,-105,0.0003765
119,6,-90,0.24102275
119,7,-75,1.0096475
119,8,-60,1.96351025
119,9,-45,2.69392025
119,10,-30,3.259988
119,11,-15,3.77849125
119,12,0,4.2759105
119,13,15,3.77874225
119,14,30,3.26218425
119,15,45,2.6958655
119,16,60,1.9604355
119,17,75,1.009522
119,18,90,0.23845
119,19,105,0
119,20,120,0.33376725
119,21,135,1.0819355
119,22,150,2.26056875
119,23,165,3.2033875
119,24,180,3.66591775
120,1,-165,0.1158365
120,2,-150,0.64776825
120,3,-135,1.5028625
120,4,-120,2.61209425
120,5,-105,3.78501725
120,6,-90,4.93033025
120,7,-75,3.729609
120,8,-60,2.49261825
120,9,-45,1.36136125
120,10,-30,0.5535805
120,11,-15,0.08427325
120,12,0,0.00495725
120,13,15,0.08515175
120,14,30,0.55552575
120,15,45,1.35998075
120,16,60,2.48998275
120,17,75,3.72766375
120,18,90,4.930393
120,19,105,3.78564475
120,20,120,2.61560825
120,21,135,1.50418025
120,22,150,0.6441915
120,23,165,0.117217
120,24,180,0
121,1,-165,0.81129475
121,2,-150,0.43667725
121,3,-135,0.158883
121,4,-120,0.00169425
121,5,-105,0.04398775
121,6,-90,1.04874075
121,7,-75,0.88144925
121,8,-60,0.821523
121,9,-45,0.82572725
121,10,-30,0.90165475
121,11,-15,1.057463
121,12,0,1.54509325
121,13,15,1.05664725
121,14,30,0.898078
121,15,45,0.82547625
121,16,60,0.8183855
121,17,75,0.880508
121,18,90,1.047674
121,19,105,0.04122675
121,20,120,0
121,21,135,0.15743975
121,22,150,0.440254
121,23,165,0.805961
121,24,180,1.04334425
122,1,-165,0.12380575
122,2,-150,1.15303125
122,3,-135,2.0666085
122,4,-120,2.389269
122,5,-105,2.021303
122,6,-90,1.14198725
122,7,-75,0.151102
122,8,-60,0
122,9,-45,0.131022
122,10,-30,1.161126
122,11,-15,2.06127475
122,12,0,2.39610875
122,13,15,2.06516525
122,14,30,1.170915
122,15,45,0.130771
122,16,60,0.0023845
122,17,75,0.14990975
122,18,90,1.140293
122,19,105,2.0239385
122,20,120,2.38795125
122,21,135,2.06993425
122,22,150,1.15190175
122,23,165,0.1263785
122,24,180,0.030371
123,1,-165,1.21076125
123,2,-150,0.4905795
123,3,-135,0.273088
123,4,-120,0.6351555
123,5,-105,1.32684875
123,6,-90,1.92121675
123,7,-75,2.028331
123,8,-60,1.55776875
123,9,-45,0.7626635
123,10,-30,0.140811
123,11,-15,0
123,12,0,0.081826
123,13,15,0.0006275
123,14,30,0.1404345
123,15,45,0.76247525
123,16,60,1.5565765
123,17,75,2.028582
123,18,90,1.922911
123,19,105,1.3269115
123,20,120,0.63860675
123,21,135,0.27302525
123,22,150,0.49051675
123,23,165,1.21339675
123,24,180,1.6865945
124,1,-165,2.33875525
124,2,-150,0.64325025
124,3,-135,0.0759275
124,4,-120,0.39488575
124,5,-105,1.00117625
124,6,-90,1.15541575
124,7,-75,0.65228625
124,8,-60,6.27E-05
124,9,-45,0.3495175
124,10,-30,2.3969245
124,11,-15,6.0336635
124,12,0,10.93751325
124,13,15,6.10576325
124,14,30,2.39472825
124,15,45,0.34744675
124,16,60,0
124,17,75,0.64576025
124,18,90,1.15679625
124,19,105,1.0016155
124,20,120,0.39739575
124,21,135,0.07147225
124,22,150,0.85873375
124,23,165,2.33681
124,24,180,4.491394
125,1,-165,1.92824475
125,2,-150,1.09241475
125,3,-135,0.3936935
125,4,-120,0.149094
125,5,-105,0.49704275
125,6,-90,1.48046075
125,7,-75,2.55135225
125,8,-60,2.81377275
125,9,-45,2.17384825
125,10,-30,1.15139975
125,11,-15,0.3123695
125,12,0,0
125,13,15,0.3123695
125,14,30,1.1517135
125,15,45,2.17366
125,16,60,2.8135845
125,17,75,2.5530465
125,18,90,1.484665
125,19,105,0.49698
125,20,120,0.1492195
125,21,135,0.39363075
125,22,150,1.09254025
125,23,165,1.92811925
125,24,180,2.33662175
126,1,-165,0.00119225
126,2,-150,0.13409675
126,3,-135,0.86362825
126,4,-120,2.18790425
126,5,-105,3.79543375
126,6,-90,5.042088
126,7,-75,3.88579375
126,8,-60,2.2664045
126,9,-45,0.904604
126,10,-30,0.14765075
126,11,-15,0.00056475
126,12,0,0.0801945
126,13,15,0
126,14,30,0.148592
126,15,45,0.904604
126,16,60,2.2684125
126,17,75,3.8866095
126,18,90,5.0429665
126,19,105,3.79468075
126,20,120,2.1837
126,21,135,0.86312625
126,22,150,0.1359165
126,23,165,0.000753
126,24,180,0.0811985
127,1,-165,2.064977
127,2,-150,2.467581
127,3,-135,3.5593055
127,4,-120,3.7701455
127,5,-105,2.72014975
127,6,-90,1.42448775
127,7,-75,0.29523875
127,8,-60,0.1534865
127,9,-45,1.3748525
127,10,-30,3.47277325
127,11,-15,5.23429125
127,12,0,5.70253175
127,13,15,4.460019
127,14,30,2.56227075
127,15,45,0.777096
127,16,60,0.32824525
127,17,75,0.694768
127,18,90,2.03316275
127,19,105,3.3313975
127,20,120,3.7786795
127,21,135,3.10028925
127,22,150,1.70861975
127,23,165,0.447784
127,24,180,0
128,1,-165,1.75430175
128,2,-150,1.1848455
128,3,-135,0.6921325
128,4,-120,0.467111
128,5,-105,0.72457425
128,6,-90,1.31022
128,7,-75,1.83499825
128,8,-60,2.21476125
128,9,-45,2.4895435
128,10,-30,2.6903435
128,11,-15,2.78992775
128,12,0,2.80373275
128,13,15,2.8236245
128,14,30,2.33348425
128,15,45,1.990179
128,16,60,1.56981675
128,17,75,1.1138125
128,18,90,0.55803575
128,19,105,0.15380025
128,20,120,0
128,21,135,0.253008
128,22,150,0.82811175
128,23,165,1.43766525
128,24,180,2.06202775
129,1,-165,1.02853525
129,2,-150,0.471378
129,3,-135,0.56267925
129,4,-120,1.0995055
129,5,-105,0.57347225
129,6,-90,0.9955915
129,7,-75,0.850639
129,8,-60,0.346129
129,9,-45,0
129,10,-30,0.214856
129,11,-15,1.0698875
129,12,0,2.4764915
129,13,15,1.294658
129,14,30,0.58752825
129,15,45,0.503506
129,16,60,0.98649275
129,17,75,0.53644975
129,18,90,0.971119
129,19,105,0.88734775
129,20,120,0.45324325
129,21,135,0.05766725
129,22,150,0.07611575
129,23,165,0.79259525
129,24,180,2.20308975
130,1,-165,3.824738
130,2,-150,5.65672425
130,3,-135,3.77422425
130,4,-120,7.7218895
130,5,-105,7.635671
130,6,-90,6.836487
130,7,-75,5.7053555
130,8,-60,4.91627425
130,9,-45,4.49020175
130,10,-30,5.90923025
130,11,-15,4.09475125
130,12,0,0
130,13,15,3.751948
130,14,30,2.72554625
130,15,45,3.52146725
130,16,60,7.71015525
130,17,75,7.6239995
130,18,90,6.86880325
130,19,105,5.839264
130,20,120,5.017239
130,21,135,4.55508525
130,22,150,5.8750315
130,23,165,4.0035755
130,24,180,0.004267
131,1,-165,6.10312775
131,2,-150,6.5075515
131,3,-135,7.4658695
131,4,-120,8.93058
131,5,-105,10.58435625
131,6,-90,8.39551075
131,7,-75,5.69926875
131,8,-60,3.57467925
131,9,-45,1.9150045
131,10,-30,0.646325
131,11,-15,0.00119225
131,12,0,0.0330065
131,13,15,0
131,14,30,0.6472035
131,15,45,1.91262
131,16,60,3.57756575
131,17,75,5.6827655
131,18,90,8.39563625
131,19,105,10.591698
131,20,120,8.92838375
131,21,135,7.47032475
131,22,150,6.505418
131,23,165,6.10275125
131,24,180,6.793064
132,1,-165,0.08534
132,2,-150,2.0299625
132,3,-135,4.78908
132,4,-120,6.2053475
132,5,-105,8.62185
132,6,-90,9.6691475
132,7,-75,7.2093475
132,8,-60,6.2128775
132,9,-45,7.40199
132,10,-30,6.823435
132,11,-15,6.82218
132,12,0,5.51447
132,13,15,4.8813225
132,14,30,4.4031675
132,15,45,3.6024775
132,16,60,1.903835
132,17,75,1.6810725
132,18,90,3.0954575
132,19,105,4.2952375
132,20,120,4.8694
132,21,135,4.3328875
132,22,150,4.1634625
132,23,165,1.83481
132,24,180,0
133,1,-165,7.826933
133,2,-150,3.7159295
133,3,-135,1.5590865
133,4,-120,0.65190975
133,5,-105,0.42211925
133,6,-90,0.3289355
133,7,-75,0.00144325
133,8,-60,0.24591725
133,9,-45,1.63369625
133,10,-30,4.19176275
133,11,-15,8.36225325
133,12,0,14.28133525
133,13,15,8.357798
133,14,30,4.20606975
133,15,45,1.637775
133,16,60,0.2435955
133,17,75,0
133,18,90,0.3289355
133,19,105,0.42450375
133,20,120,0.65128225
133,21,135,1.55990225
133,22,150,3.7191925
133,23,165,7.820156
133,24,180,14.66787525
134,1,-165,0.6095535
134,2,-150,2.29734025
134,3,-135,4.55094375
134,4,-120,6.54501325
134,5,-105,7.9922165
134,6,-90,8.5321175
134,7,-75,7.89200475
134,8,-60,6.3381265
134,9,-45,4.3092935
134,10,-30,2.15150925
134,11,-15,0.56224
134,12,0,6.28E-05
134,13,15,0.56224
134,14,30,2.1511955
134,15,45,4.30885425
134,16,60,6.32727075
134,17,75,7.891942
134,18,90,8.5321175
134,19,105,7.99215375
134,20,120,6.5386755
134,21,135,4.55295175
134,22,150,2.29558325
134,23,165,0.60949075
134,24,180,0
135,1,-165,1.86160425
135,2,-150,1.050184
135,3,-135,0.328057
135,4,-120,0
135,5,-105,0.17814725
135,6,-90,0.81505975
135,7,-75,1.692493
135,8,-60,1.857651
135,9,-45,1.31844025
135,10,-30,0.62091125
135,11,-15,0.23964225
135,12,0,0.42864525
135,13,15,0.239705
135,14,30,0.62091125
135,15,45,1.31818925
135,16,60,1.856647
135,17,75,1.69243025
135,18,90,0.81493425
135,19,105,0.180469
135,20,120,0
135,21,135,0.328559
135,22,150,1.050184
135,23,165,1.8610395
135,24,180,2.2729305
136,1,-165,4.58909575
136,2,-150,4.151289
136,3,-135,4.26179175
136,4,-120,4.8647565
136,5,-105,5.96055975
136,6,-90,7.64740525
136,7,-75,9.483031
136,8,-60,10.790741
136,9,-45,3.11058025
136,10,-30,0.817256
136,11,-15,0.21717775
136,12,0,0
136,13,15,0.21491875
136,14,30,1.25255275
136,15,45,3.11020375
136,16,60,10.78779175
136,17,75,9.48296825
136,18,90,7.648221
136,19,105,5.96055975
136,20,120,4.86481925
136,21,135,4.26128975
136,22,150,4.149281
136,23,165,4.589033
136,24,180,4.91238375
137,1,-165,4.0083445
137,2,-150,2.08838275
137,3,-135,1.15190175
137,4,-120,0.92022875
137,5,-105,1.32245625
137,6,-90,1.62227575
137,7,-75,0.815248
137,8,-60,0.0001255
137,9,-45,0.12895125
137,10,-30,1.38552
137,11,-15,3.700242
137,12,0,6.81716
137,13,15,3.70055575
137,14,30,1.385771
137,15,45,0.1271315
137,16,60,0
137,17,75,0.81531075
137,18,90,1.62428375
137,19,105,1.32735075
137,20,120,0.91985225
137,21,135,1.14989375
137,22,150,2.09013975
137,23,165,4.0003125
137,24,180,6.986334
138,1,-165,1.0663735
138,2,-150,1.3971915
138,3,-135,2.16192575
138,4,-120,2.66053725
138,5,-105,1.92749175
138,6,-90,0.8480035
138,7,-75,0.061244
138,8,-60,0
138,9,-45,0.10937325
138,10,-30,1.13947725
138,11,-15,2.18828075
138,12,0,2.79971675
138,13,15,2.801913
138,14,30,2.28755125
138,15,45,1.892791
138,16,60,2.462059
138,17,75,3.67809125
138,18,90,5.8923505
138,19,105,8.7577665
138,20,120,10.47642625
138,21,135,9.319128
138,22,150,6.68080425
138,23,165,3.78966075
138,24,180,1.99802275
139,1,-165,1.77074225
139,2,-150,1.13169625
139,3,-135,1.6303705
139,4,-120,1.69293225
139,5,-105,0.70825925
139,6,-90,0.00131775
139,7,-75,0.26913475
139,8,-60,0.439752
139,9,-45,1.78492375
139,10,-30,3.690955
139,11,-15,5.63112225
139,12,0,4.9636505
139,13,15,5.64869225
139,14,30,3.6945945
139,15,45,1.785363
139,16,60,0.049196
139,17,75,0.369472
139,18,90,0
139,19,105,0.70775725
139,20,120,1.69293225
139,21,135,2.35557225
139,22,150,2.51395325
139,23,165,1.7714325
139,24,180,1.45071725
140,1,-165,0.3372185
140,2,-150,1.19708175
140,3,-135,2.66311
140,4,-120,4.712525
140,5,-105,6.9713995
140,6,-90,9.09856175
140,7,-75,10.743804
140,8,-60,10.3029225
140,9,-45,9.830917
140,10,-30,10.07394775
140,11,-15,10.97164925
140,12,0,10.33260325
140,13,15,10.3920275
140,14,30,9.37177525
140,15,45,8.77389325
140,16,60,8.6109315
140,17,75,8.7720735
140,18,90,7.692899
140,19,105,5.45868525
140,20,120,3.61007025
140,21,135,2.6541995
140,22,150,1.047674
140,23,165,0.1730645
140,24,180,0
141,1,-165,0.2990665
141,2,-150,1.05991025
141,3,-135,1.91054925
141,4,-120,2.273558
141,5,-105,1.58073525
141,6,-90,0.789897
141,7,-75,0.343619
141,8,-60,0.504259
141,9,-45,1.33801825
141,10,-30,2.56678875
141,11,-15,3.721577
141,12,0,4.24560225
141,13,15,3.72138875
141,14,30,2.567981
141,15,45,1.33776725
141,16,60,0.50451
141,17,75,0.3437445
141,18,90,0.78744975
141,19,105,1.583559
141,20,120,2.2739345
141,21,135,1.9114905
141,22,150,1.07409175
141,23,165,0.298941
141,24,180,0
142,1,-165,0.49817225
142,2,-150,1.5590865
142,3,-135,4.1569365
142,4,-120,6.79111875
142,5,-105,9.26472375
142,6,-90,10.21074275
142,7,-75,9.41996725
142,8,-60,7.58779275
142,9,-45,5.824204
142,10,-30,4.6647095
142,11,-15,4.17984025
142,12,0,4.16390175
142,13,15,4.499426
142,14,30,5.2379935
142,15,45,6.54212675
142,16,60,7.58271
142,17,75,10.207919
142,18,90,10.13330925
142,19,105,8.817128
142,20,120,6.30480625
142,21,135,3.6328485
142,22,150,1.55362725
142,23,165,0.35158825
142,24,180,0
143,1,-165,4.8429195
143,2,-150,4.59637475
143,3,-135,4.4117015
143,4,-120,4.73994675
143,5,-105,5.82451775
143,6,-90,8.21416325
143,7,-75,9.6104135
143,8,-60,10.5900665
143,9,-45,3.2493205
143,10,-30,1.22720175
143,11,-15,0.17199775
143,12,0,0
143,13,15,0.1748215
143,14,30,1.24163425
143,15,45,3.2473125
143,16,60,10.58912525
143,17,75,9.61047625
143,18,90,8.21202975
143,19,105,5.82426675
143,20,120,4.73994675
143,21,135,4.4109485
143,22,150,4.597065
143,23,165,4.84197825
143,24,180,5.0221335
144,1,-165,1.50254875
144,2,-150,0.41898175
144,3,-135,0
144,4,-120,0.34004225
144,5,-105,0.9222995
144,6,-90,1.1941325
144,7,-75,0.93353175
144,8,-60,0.37380175
144,9,-45,0.0051455
144,10,-30,0.334081
144,11,-15,1.39060275
144,12,0,2.1579725
144,13,15,1.39060275
144,14,30,0.334081
144,15,45,0.00558475
144,16,60,0.376249
144,17,75,0.93353175
144,18,90,1.1938815
144,19,105,0.92223675
144,20,120,0.34004225
144,21,135,0.0006275
144,22,150,0.41898175
144,23,165,1.502737
144,24,180,2.1609845
145,1,-165,4.13039325
145,2,-150,2.7932535
145,3,-135,1.9860375
145,4,-120,1.51246325
145,5,-105,1.2807275
145,6,-90,1.43452775
145,7,-75,2.31704375
145,8,-60,3.78024825
145,9,-45,4.93836225
145,10,-30,5.26892925
145,11,-15,4.2944845
145,12,0,2.923899
145,13,15,1.6150595
145,14,30,0.67738625
145,15,45,0.20600825
145,16,60,0.052961
145,17,75,0
145,18,90,0.347635
145,19,105,0.94878
145,20,120,1.56191025
145,21,135,2.154584
145,22,150,3.03377425
145,23,165,4.4337895
145,24,180,5.2058655
146,1,-165,0.043423
146,2,-150,0.000502
146,3,-135,0.50632975
146,4,-120,1.46778525
146,5,-105,2.43902975
146,6,-90,2.85857625
146,7,-75,2.4340725
146,8,-60,1.46113375
146,9,-45,0.5023765
146,10,-30,0.0008785
146,11,-15,0.0360185
146,12,0,0.20688675
146,13,15,0.03683425
146,14,30,0
146,15,45,0.50068225
146,16,60,1.46113375
146,17,75,2.433947
146,18,90,2.85895275
146,19,105,2.439971
146,20,120,1.46690675
146,21,135,0.50632975
146,22,150,0.00043925
146,23,165,0.043423
146,24,180,0.20324725
147,1,-165,8.43830625
147,2,-150,7.89727575
147,3,-135,7.99905625
147,4,-120,8.54648725
147,5,-105,8.9748815
147,6,-90,8.46466125
147,7,-75,7.06721875
147,8,-60,5.02696525
147,9,-45,2.85167375
147,10,-30,1.11098875
147,11,-15,0.104667
147,12,0,0
147,13,15,0.10542
147,14,30,1.11023575
147,15,45,2.855627
147,16,60,5.02934975
147,17,75,7.067909
147,18,90,8.46177475
147,19,105,8.97933675
147,20,120,8.53996125
147,21,135,8.00583325
147,22,150,7.89451475
147,23,165,8.439875
147,24,180,9.38168975
148,1,-165,0
148,2,-150,0.46152625
148,3,-135,1.75241925
148,4,-120,3.2455555
148,5,-105,1.5779115
148,6,-90,0.3926895
148,7,-75,0.018574
148,8,-60,1.004502
148,9,-45,3.3421905
148,10,-30,6.102814
148,11,-15,3.127711
148,12,0,1.00971025
148,13,15,0.06456975
148,14,30,0.252255
148,15,45,1.322268
148,16,60,2.850858
148,17,75,1.18917525
148,18,90,0.20437675
148,19,105,0.0970115
148,20,120,1.19168525
148,21,135,3.537845
148,22,150,5.99180925
148,23,165,2.944983
148,24,180,0.8336965
149,1,-165,5.6719725
149,2,-150,3.73739
149,3,-135,1.8630475
149,4,-120,0.53463
149,5,-105,0.03012
149,6,-90,0
149,7,-75,0.23845
149,8,-60,0.6431875
149,9,-45,1.073025
149,10,-30,1.344105
149,11,-15,1.5016075
149,12,0,1.564985
149,13,15,1.5016075
149,14,30,1.344105
149,15,45,1.0723975
149,16,60,0.6431875
149,17,75,0.23845
149,18,90,0.0006275
149,19,105,0.0282375
149,20,120,0.5340025
149,21,135,1.863675
149,22,150,3.73739
149,23,165,5.6719725
149,24,180,6.617615
150,1,-165,0.38308875
150,2,-150,0.0719115
150,3,-135,0.4940935
150,4,-120,1.33513175
150,5,-105,2.1903515
150,6,-90,2.85644275
150,7,-75,2.29232025
150,8,-60,1.02728025
150,9,-45,0.16434225
150,10,-30,0.1188485
150,11,-15,1.026088
150,12,0,2.831782
150,13,15,0.88684575
150,14,30,0.10460425
150,15,45,0.1815985
150,16,60,1.027092
150,17,75,2.2531015
150,18,90,2.78189575
150,19,105,2.147556
150,20,120,1.2895125
150,21,135,0.43454375
150,22,150,0
150,23,165,0.3889245
150,24,180,1.67912725
151,1,-165,4.58608375
151,2,-150,3.8449435
151,3,-135,3.52899725
151,4,-120,3.088053
151,5,-105,1.60621175
151,6,-90,0.987434
151,7,-75,0.454561
151,8,-60,0.0018825
151,9,-45,0.36024775
151,10,-30,1.585065
151,11,-15,2.87551875
151,12,0,5.34987675
151,13,15,2.8750795
151,14,30,1.58186475
151,15,45,0.3615655
151,16,60,0
151,17,75,0.45361975
151,18,90,0.990948
151,19,105,1.607404
151,20,120,3.03452725
151,21,135,3.5301895
151,22,150,3.84688875
151,23,165,4.58633475
151,24,180,5.97662375
152,1,-165,2.236661
152,2,-150,1.45259975
152,3,-135,0.743964
152,4,-120,0.525594
152,5,-105,0.81455775
152,6,-90,1.414385
152,7,-75,1.979386
152,8,-60,2.16832625
152,9,-45,2.0535565
152,10,-30,1.68389625
152,11,-15,1.550678
152,12,0,1.54471675
152,13,15,1.651831
152,14,30,2.1381435
152,15,45,2.3848765
152,16,60,2.094846
152,17,75,1.49250875
152,18,90,0.468115
152,19,105,0
152,20,120,0.056475
152,21,135,0.53582225
152,22,150,1.320511
152,23,165,2.103631
152,24,180,2.50880775
153,1,-165,3.030072
153,2,-150,1.70698825
153,3,-135,0.40662
153,4,-120,0.0008785
153,5,-105,0.27741775
153,6,-90,0.617711
153,7,-75,1.32484075
153,8,-60,1.86913425
153,9,-45,2.010259
153,10,-30,1.40880025
153,11,-15,0.65780825
153,12,0,0.34757225
153,13,15,0.65893775
153,14,30,1.40792175
153,15,45,2.010761
153,16,60,1.869197
153,17,75,1.324276
153,18,90,0.619217
153,19,105,0.27616275
153,20,120,0
153,21,135,0.40668275
153,22,150,1.70698825
153,23,165,3.03026025
153,24,180,3.78006
154,1,-165,4.91928625
154,2,-150,4.17557325
154,3,-135,3.361894
154,4,-120,2.76821625
154,5,-105,2.842826
154,6,-90,3.233131
154,7,-75,3.71398425
154,8,-60,5.1114895
154,9,-45,7.55177425
154,10,-30,9.31530025
154,11,-15,8.32686225
154,12,0,4.8629995
154,13,15,2.43727275
154,14,30,1.022323
154,15,45,0.2094595
154,16,60,0
154,17,75,0.79083825
154,18,90,2.1075215
154,19,105,3.76493725
154,20,120,4.9179685
154,21,135,6.94498175
154,22,150,9.10056975
154,23,165,8.74339675
154,24,180,6.47372925
155,1,-165,1.716087
155,2,-150,3.21574925
155,3,-135,3.77987175
155,4,-120,4.1222985
155,5,-105,3.82040825
155,6,-90,2.5234285
155,7,-75,1.38897125
155,8,-60,1.3025645
155,9,-45,1.7603885
155,10,-30,2.95859975
155,11,-15,3.96887475
155,12,0,4.14331975
155,13,15,3.6993635
155,14,30,3.09439075
155,15,45,1.542144
155,16,60,0.33627725
155,17,75,0.15882025
155,18,90,0.04185425
155,19,105,0.488948
155,20,120,0.70210975
155,21,135,0.33885
155,22,150,0
155,23,165,0.31933475
155,24,180,0.410636
156,1,-165,0.49026575
156,2,-150,1.87603675
156,3,-135,4.24572775
156,4,-120,6.859579
156,5,-105,9.3365725
156,6,-90,9.3121
156,7,-75,7.5584885
156,8,-60,5.69487625
156,9,-45,4.164592
156,10,-30,2.75390925
156,11,-15,1.757502
156,12,0,3.51556875
156,13,15,1.75449
156,14,30,2.7400415
156,15,45,4.167102
156,16,60,5.683644
156,17,75,7.54336575
156,18,90,9.30764475
156,19,105,9.334188
156,20,120,6.84395425
156,21,135,4.2465435
156,22,150,1.93615125
156,23,165,0.5272255
156,24,180,0
157,1,-165,1.73183725
157,2,-150,0.42462925
157,3,-135,0.00232175
157,4,-120,0.2732135
157,5,-105,0.85973775
157,6,-90,1.21138875
157,7,-75,0.8763665
157,8,-60,0.2717075
157,9,-45,0.0061495
157,10,-30,0.477402
157,11,-15,1.8223855
157,12,0,3.9071915
157,13,15,1.82207175
157,14,30,0.477402
157,15,45,0.0061495
157,16,60,0.27202125
157,17,75,0.8763665
157,18,90,1.206557
157,19,105,0.86011425
157,20,120,0.27453125
157,21,135,0
157,22,150,0.42111525
157,23,165,1.73208825
157,24,180,3.896022
158,1,-165,0.4453995
158,2,-150,1.86925975
158,3,-135,4.16465475
158,4,-120,7.08453775
158,5,-105,10.1919805
158,6,-90,10.4725985
158,7,-75,7.63397675
158,8,-60,5.57339225
158,9,-45,4.476083
158,10,-30,4.18962925
158,11,-15,4.4887585
158,12,0,5.24088
158,13,15,4.4945315
158,14,30,4.1895665
158,15,45,4.47514175
158,16,60,5.570945
158,17,75,7.63585925
158,18,90,10.4720965
158,19,105,10.1862075
158,20,120,7.085981
158,21,135,4.1637135
158,22,150,1.86913425
158,23,165,0.44521125
158,24,180,0
159,1,-165,0.08126125
159,2,-150,0.4732605
159,3,-135,1.08802225
159,4,-120,1.87151875
159,5,-105,2.6198125
159,6,-90,3.136747
159,7,-75,1.457055
159,8,-60,1.1574865
159,9,-45,1.709812
159,10,-30,2.84062975
159,11,-15,4.16911
159,12,0,5.28022425
159,13,15,4.1694865
159,14,30,2.84062975
159,15,45,1.71000025
159,16,60,1.1572355
159,17,75,1.4576825
159,18,90,3.1371235
159,19,105,2.6190595
159,20,120,1.871958
159,21,135,1.08764575
159,22,150,0.47257025
159,23,165,0.081575
159,24,180,0
160,1,-165,0.00144325
160,2,-150,1.21051025
160,3,-135,2.91542775
160,4,-120,4.826981
160,5,-105,6.423592
160,6,-90,7.194413
160,7,-75,6.941907
160,8,-60,5.62685525
160,9,-45,3.74385325
160,10,-30,1.908604
160,11,-15,0.661636
160,12,0,1.40453325
160,13,15,0.6617615
160,14,30,1.9109885
160,15,45,3.7367625
160,16,60,5.62685525
160,17,75,6.936887
160,18,90,7.19573075
160,19,105,6.42277625
160,20,120,4.82829875
160,21,135,2.92007125
160,22,150,1.21051025
160,23,165,0
160,24,180,0.7260175
161,1,-165,2.79268875
161,2,-150,1.95886675
161,3,-135,0.8613065
161,4,-120,0.14250525
161,5,-105,0.000753
161,6,-90,0.35893
161,7,-75,0.040913
161,8,-60,0.0711585
161,9,-45,1.014793
161,10,-30,2.35406625
161,11,-15,3.1471635
161,12,0,3.1795425
161,13,15,3.153815
161,14,30,2.367181
161,15,45,1.01033775
161,16,60,0.104416
161,17,75,0.044929
161,18,90,0.359683
161,19,105,0
161,20,120,0.14250525
161,21,135,0.85735325
161,22,150,1.99450875
161,23,165,2.75089725
161,24,180,3.42520875
162,1,-165,1.87465625
162,2,-150,2.5723735
162,3,-135,3.3426925
162,4,-120,0.21767975
162,5,-105,0
162,6,-90,0.28921475
162,7,-75,1.115946
162,8,-60,0.958067
162,9,-45,2.45823125
162,10,-30,3.6541835
162,11,-15,4.85427725
162,12,0,8.75481725
162,13,15,4.84862975
162,14,30,3.633476
162,15,45,2.4598
162,16,60,0.94783875
162,17,75,1.11437725
162,18,90,0.282877
162,19,105,0.00018825
162,20,120,0.21642475
162,21,135,3.342567
162,22,150,2.575762
162,23,165,1.8843825
162,24,180,1.69142625
163,1,-165,2.559447
163,2,-150,0.93453575
163,3,-135,0.30201575
163,4,-120,0
163,5,-105,0.08113575
163,6,-90,2.42246375
163,7,-75,3.61019575
163,8,-60,5.09762175
163,9,-45,4.9362915
163,10,-30,4.850575
163,11,-15,4.69727675
163,12,0,4.6937
163,13,15,3.088053
163,14,30,1.3748525
163,15,45,0.77552725
163,16,60,0.97921375
163,17,75,2.00730975
163,18,90,3.847077
