smile,scan,qm_relative_energy,wb97m_relative_energy
c1ccc(cc1)c2ncco2,-110,4.714,4.424131328
c1ccc(cc1)c2ncco2,-100,5.504,5.092254725
c1ccc(cc1)c2ncco2,-90,5.799,5.346136924
c1ccc(cc1)c2ncco2,-80,5.522,5.108849784
c1ccc(cc1)c2ncco2,-70,4.769,4.469238514
c1ccc(cc1)c2ncco2,-60,3.761,3.57216992
c1ccc(cc1)c2ncco2,-50,2.766,2.605736238
c1ccc(cc1)c2ncco2,-40,1.82,1.695475503
c1ccc(cc1)c2ncco2,-30,1.035,0.94673519
c1ccc(cc1)c2ncco2,-20,0.471,0.418017126
c1ccc(cc1)c2ncco2,-10,0.186,0.164710365
c1ccc(cc1)c2ncco2,0,0,0
c1ccc(cc1)c2ncco2,10,0.186,0.164718301
c1ccc(cc1)c2ncco2,20,0.471,0.418056263
c1ccc(cc1)c2ncco2,30,1.035,0.946902071
c1ccc(cc1)c2ncco2,40,1.82,1.695475504
c1ccc(cc1)c2ncco2,50,2.766,2.605736236
c1ccc(cc1)c2ncco2,60,3.761,3.572212032
c1ccc(cc1)c2ncco2,70,4.769,4.469238513
c1ccc(cc1)c2ncco2,80,5.522,5.108849784
c1ccc(cc1)c2ncco2,90,5.799,5.346054891
c1ccc(cc1)c2ncco2,100,5.504,5.092254725
c1ccc(cc1)c2ncco2,110,4.714,4.424131328
c1ccc(cc1)c2ncco2,120,3.689,3.498427497
c1ccc(cc1)c2ncco2,130,2.675,2.516052346
c1ccc(cc1)c2ncco2,140,1.749,1.627951672
c1ccc(cc1)c2ncco2,150,0.993,0.903429243
c1ccc(cc1)c2ncco2,160,0.455,0.400668521
c1ccc(cc1)c2ncco2,170,0.143,0.123500137
c1ccc(cc1)c2ncco2,180,0.003,0.001941989
c1ccnc(c1)c2cccs2,-170,0.057,0.023738903
c1ccnc(c1)c2cccs2,-160,0.34,0.240346077
c1ccnc(c1)c2cccs2,-150,0.818,0.643845309
c1ccnc(c1)c2cccs2,-140,1.511,1.275803712
c1ccnc(c1)c2cccs2,-130,2.372,2.092915215
c1ccnc(c1)c2cccs2,-120,3.457,3.004619148
c1ccnc(c1)c2cccs2,-110,4.519,3.865274195
c1ccnc(c1)c2cccs2,-100,5.321,4.532150221
c1ccnc(c1)c2cccs2,-90,5.672,4.815554392
c1ccnc(c1)c2cccs2,-80,5.472,4.630960397
c1ccnc(c1)c2cccs2,-70,4.796,4.084072159
c1ccnc(c1)c2cccs2,-60,3.849,3.312690227
c1ccnc(c1)c2cccs2,-50,2.847,2.482177908
c1ccnc(c1)c2cccs2,-40,1.98,1.748714378
c1ccnc(c1)c2cccs2,-30,1.325,1.177593454
c1ccnc(c1)c2cccs2,-20,0.949,0.860926638
c1ccnc(c1)c2cccs2,-10,0.877,0.811283659
c1ccnc(c1)c2cccs2,0,0.947,0.867548712
c1ccnc(c1)c2cccs2,10,0.877,0.811284076
c1ccnc(c1)c2cccs2,20,0.949,0.860988589
c1ccnc(c1)c2cccs2,30,1.325,1.177593451
c1ccnc(c1)c2cccs2,40,1.98,1.748714309
c1ccnc(c1)c2cccs2,50,2.847,2.482158163
c1ccnc(c1)c2cccs2,60,3.849,3.312690226
c1ccnc(c1)c2cccs2,70,4.796,4.084118931
c1ccnc(c1)c2cccs2,80,5.472,4.630876711
c1ccnc(c1)c2cccs2,90,5.672,4.815697293
c1ccnc(c1)c2cccs2,100,5.321,4.532104894
c1ccnc(c1)c2cccs2,110,4.517,3.865360672
c1ccnc(c1)c2cccs2,120,3.457,3.004619151
c1ccnc(c1)c2cccs2,130,2.372,2.092915214
c1ccnc(c1)c2cccs2,140,1.511,1.275772458
c1ccnc(c1)c2cccs2,150,0.818,0.643846122
c1ccnc(c1)c2cccs2,160,0.34,0.240421763
c1ccnc(c1)c2cccs2,170,0.057,0.023737529
c1ccnc(c1)c2cccs2,180,0,0
CC(=O)Nc1nccs1,-170,0.209,0.233420979
CC(=O)Nc1nccs1,-160,0.74,0.71484262
CC(=O)Nc1nccs1,-150,1.562,1.526428534
CC(=O)Nc1nccs1,-140,2.59,2.553445028
CC(=O)Nc1nccs1,-130,3.717,3.686084666
CC(=O)Nc1nccs1,-120,4.808,4.770754368
CC(=O)Nc1nccs1,-110,5.749,5.717442139
CC(=O)Nc1nccs1,-100,6.506,6.491718992
CC(=O)Nc1nccs1,-90,6.822,6.467589231
CC(=O)Nc1nccs1,-80,6.681,6.323170802
CC(=O)Nc1nccs1,-70,6.427,6.09102044
CC(=O)Nc1nccs1,-60,6.161,5.835663928
CC(=O)Nc1nccs1,-50,5.812,5.494800352
CC(=O)Nc1nccs1,-40,5.417,5.086770305
CC(=O)Nc1nccs1,-30,5.132,4.777088842
CC(=O)Nc1nccs1,-20,5.341,4.59293646
CC(=O)Nc1nccs1,-10,5.794,4.371563908
CC(=O)Nc1nccs1,0,5.794,4.488417571
CC(=O)Nc1nccs1,10,5.794,4.371563908
CC(=O)Nc1nccs1,20,5.341,4.592931543
CC(=O)Nc1nccs1,30,5.132,4.777040505
CC(=O)Nc1nccs1,40,5.417,5.086786508
CC(=O)Nc1nccs1,50,5.812,5.494800351
CC(=O)Nc1nccs1,60,6.161,5.835663927
CC(=O)Nc1nccs1,70,6.427,6.091020439
CC(=O)Nc1nccs1,80,6.681,6.32318186
CC(=O)Nc1nccs1,90,6.822,6.467589231
CC(=O)Nc1nccs1,100,6.506,6.491744263
CC(=O)Nc1nccs1,110,5.749,5.717442137
CC(=O)Nc1nccs1,120,4.808,4.770754368
CC(=O)Nc1nccs1,130,3.717,3.686045075
CC(=O)Nc1nccs1,140,2.59,2.553445026
CC(=O)Nc1nccs1,150,1.562,1.526428534
CC(=O)Nc1nccs1,160,0.74,0.714789819
CC(=O)Nc1nccs1,170,0.209,0.233420978
CC(=O)Nc1nccs1,180,0,0
CNc1ccccc1,-170,0.149,0.133038381
CNc1ccccc1,-160,0.031,0.048005125
CNc1ccccc1,-150,0.284,0.31371236
CNc1ccccc1,-140,0.803,0.906933979
CNc1ccccc1,-130,1.428,1.573321667
CNc1ccccc1,-120,2.007,2.207474083
CNc1ccccc1,-110,2.549,2.82113319
CNc1ccccc1,-100,3.138,3.464477864
CNc1ccccc1,-90,3.759,4.124246734
CNc1ccccc1,-80,3.11,3.425339217
CNc1ccccc1,-70,2.456,2.729321265
CNc1ccccc1,-60,1.867,2.094393041
CNc1ccccc1,-50,1.285,1.48329483
CNc1ccccc1,-40,0.723,0.848964046
CNc1ccccc1,-30,0.25,0.3057907
CNc1ccccc1,-20,0,0
CNc1ccccc1,-10,0.135,0.030120664
CNc1ccccc1,0,0.649,0.513312871
CNc1ccccc1,10,0.133,0.028865728
CNc1ccccc1,20,0,0.000314563
CNc1ccccc1,30,0.25,0.305509109
CNc1ccccc1,40,0.723,0.849494837
CNc1ccccc1,50,1.287,1.48392748
CNc1ccccc1,60,1.867,2.094302761
CNc1ccccc1,70,2.456,2.7284775
CNc1ccccc1,80,3.11,3.423955847
CNc1ccccc1,90,3.757,4.123646053
CNc1ccccc1,100,3.136,3.464193221
CNc1ccccc1,110,2.551,2.822518278
CNc1ccccc1,120,2.007,2.20760959
CNc1ccccc1,130,1.43,1.574887447
CNc1ccccc1,140,0.807,0.909000672
CNc1ccccc1,150,0.284,0.313824941
CNc1ccccc1,160,0.031,0.049284103
CNc1ccccc1,170,0.149,0.131395807
CNc1ccccc1,180,0.593,0.551220464
c1ccc(cc1)c2ccco2,-170,0.158,0.138544223
c1ccc(cc1)c2ccco2,-160,0.23,0.164946818
c1ccc(cc1)c2ccco2,-150,0.497,0.382841412
c1ccc(cc1)c2ccco2,-140,0.97,0.815856527
c1ccc(cc1)c2ccco2,-130,1.633,1.451570017
c1ccc(cc1)c2ccco2,-120,2.432,2.230694115
c1ccc(cc1)c2ccco2,-110,3.383,3.02237041
c1ccc(cc1)c2ccco2,-100,4.163,3.630153696
c1ccc(cc1)c2ccco2,-90,4.482,3.860335998
c1ccc(cc1)c2ccco2,-80,4.189,3.647612747
c1ccc(cc1)c2ccco2,-70,3.454,3.072443478
c1ccc(cc1)c2ccco2,-60,2.519,2.310179314
c1ccc(cc1)c2ccco2,-50,1.71,1.53785443
c1ccc(cc1)c2ccco2,-40,1.018,0.871625396
c1ccc(cc1)c2ccco2,-30,0.513,0.400462463
c1ccc(cc1)c2ccco2,-20,0.233,0.165736743
c1ccc(cc1)c2ccco2,-10,0.205,0.186035683
c1ccc(cc1)c2ccco2,0,0,0
c1ccc(cc1)c2ccco2,10,0.205,0.185980804
c1ccc(cc1)c2ccco2,20,0.233,0.165736744
c1ccc(cc1)c2ccco2,30,0.513,0.400462462
c1ccc(cc1)c2ccco2,40,1.018,0.871825045
c1ccc(cc1)c2ccco2,50,1.71,1.537856465
c1ccc(cc1)c2ccco2,60,2.519,2.310179315
c1ccc(cc1)c2ccco2,70,3.454,3.072383577
c1ccc(cc1)c2ccco2,80,4.189,3.647790821
c1ccc(cc1)c2ccco2,90,4.482,3.860313044
c1ccc(cc1)c2ccco2,100,4.163,3.630153697
c1ccc(cc1)c2ccco2,110,3.383,3.022370409
c1ccc(cc1)c2ccco2,120,2.432,2.230823998
c1ccc(cc1)c2ccco2,130,1.633,1.451570017
c1ccc(cc1)c2ccco2,140,0.97,0.815987276
c1ccc(cc1)c2ccco2,150,0.497,0.382988528
c1ccc(cc1)c2ccco2,160,0.23,0.164873736
c1ccc(cc1)c2ccco2,170,0.158,0.138544223
c1ccc(cc1)c2ccco2,180,0.244,0.254652052
CC(=O)c1ncco1,-170,3.029,4.588004625
CC(=O)c1ncco1,-160,3.415,5.086368255
CC(=O)c1ncco1,-150,4.071,5.887676632
CC(=O)c1ncco1,-140,4.975,6.94849257
CC(=O)c1ncco1,-130,6.075,8.240044024
CC(=O)c1ncco1,-120,7.267,9.694239925
CC(=O)c1ncco1,-110,8.422,11.19558367
CC(=O)c1ncco1,-100,9.264,12.51340059
CC(=O)c1ncco1,-90,9.367,13.13063347
CC(=O)c1ncco1,-80,8.506,11.47316333
CC(=O)c1ncco1,-70,7.063,9.172898846
CC(=O)c1ncco1,-60,5.418,6.843467194
CC(=O)c1ncco1,-50,3.834,4.769814755
CC(=O)c1ncco1,-40,2.458,3.048126639
CC(=O)c1ncco1,-30,1.366,1.71358179
CC(=O)c1ncco1,-20,0.594,0.773736239
CC(=O)c1ncco1,-10,0.143,0.199755611
CC(=O)c1ncco1,0,0,0
CC(=O)c1ncco1,10,0.143,0.199755612
CC(=O)c1ncco1,20,0.594,0.773736239
CC(=O)c1ncco1,30,1.366,1.713581789
CC(=O)c1ncco1,40,2.458,3.048126639
CC(=O)c1ncco1,50,3.834,4.769767516
CC(=O)c1ncco1,60,5.418,6.843436022
CC(=O)c1ncco1,70,7.063,9.172898846
CC(=O)c1ncco1,80,8.506,11.47316333
CC(=O)c1ncco1,90,9.367,13.13064414
CC(=O)c1ncco1,100,9.264,12.51339806
CC(=O)c1ncco1,110,8.424,11.19558367
CC(=O)c1ncco1,120,7.267,9.694248486
CC(=O)c1ncco1,130,6.075,8.240039647
CC(=O)c1ncco1,140,4.975,6.948482211
CC(=O)c1ncco1,150,4.071,5.887680362
CC(=O)c1ncco1,160,3.415,5.086368255
CC(=O)c1ncco1,170,3.029,4.588047113
CC(=O)c1ncco1,180,2.907,4.410437484
CC(=O)Nc1ccc[nH]1,-170,0.21,0.174168873
CC(=O)Nc1ccc[nH]1,-160,0.721,0.553752439
CC(=O)Nc1ccc[nH]1,-150,1.444,1.127454055
CC(=O)Nc1ccc[nH]1,-140,2.327,1.870366619
CC(=O)Nc1ccc[nH]1,-130,3.222,2.693313149
CC(=O)Nc1ccc[nH]1,-120,3.951,3.449269905
CC(=O)Nc1ccc[nH]1,-110,3.954,3.459715438
CC(=O)Nc1ccc[nH]1,-100,3.734,3.224270409
CC(=O)Nc1ccc[nH]1,-90,3.605,3.096916188
CC(=O)Nc1ccc[nH]1,-80,3.556,3.074380651
CC(=O)Nc1ccc[nH]1,-70,3.64,3.187631995
CC(=O)Nc1ccc[nH]1,-60,3.884,3.460867114
CC(=O)Nc1ccc[nH]1,-50,4.283,3.890685658
CC(=O)Nc1ccc[nH]1,-40,4.826,4.460150861
CC(=O)Nc1ccc[nH]1,-30,5.478,5.115311999
CC(=O)Nc1ccc[nH]1,-20,6.197,5.823080192
CC(=O)Nc1ccc[nH]1,-10,7.051,6.493834442
CC(=O)Nc1ccc[nH]1,0,7.214,6.575339762
CC(=O)Nc1ccc[nH]1,10,7.051,6.493834442
CC(=O)Nc1ccc[nH]1,20,6.197,5.821726687
CC(=O)Nc1ccc[nH]1,30,5.478,5.115326531
CC(=O)Nc1ccc[nH]1,40,4.826,4.460143248
CC(=O)Nc1ccc[nH]1,50,4.283,3.890685657
CC(=O)Nc1ccc[nH]1,60,3.884,3.460867114
CC(=O)Nc1ccc[nH]1,70,3.64,3.187657421
CC(=O)Nc1ccc[nH]1,80,3.556,3.074380651
CC(=O)Nc1ccc[nH]1,90,3.605,3.096916188
CC(=O)Nc1ccc[nH]1,100,3.734,3.224222183
CC(=O)Nc1ccc[nH]1,110,3.954,3.459730753
CC(=O)Nc1ccc[nH]1,120,3.951,3.449269906
CC(=O)Nc1ccc[nH]1,130,3.222,2.69331315
CC(=O)Nc1ccc[nH]1,140,2.327,1.870366619
CC(=O)Nc1ccc[nH]1,150,1.444,1.127413565
CC(=O)Nc1ccc[nH]1,160,0.721,0.553752439
CC(=O)Nc1ccc[nH]1,170,0.21,0.174158082
CC(=O)Nc1ccc[nH]1,180,0,0
c1ccnc(c1)c2nccs2,-170,0.231,0.196519547
c1ccnc(c1)c2nccs2,-160,0.835,0.71273951
c1ccnc(c1)c2nccs2,-150,1.79,1.51963629
c1ccnc(c1)c2nccs2,-140,3.043,2.564797155
c1ccnc(c1)c2nccs2,-130,4.479,3.750798085
c1ccnc(c1)c2nccs2,-120,5.988,4.966765356
c1ccnc(c1)c2nccs2,-110,7.379,6.053504691
c1ccnc(c1)c2nccs2,-100,8.473,6.903360128
c1ccnc(c1)c2nccs2,-90,9.126,7.389906892
c1ccnc(c1)c2nccs2,-80,9.245,7.486371096
c1ccnc(c1)c2nccs2,-70,8.892,7.266969492
c1ccnc(c1)c2nccs2,-60,8.284,6.890371535
c1ccnc(c1)c2nccs2,-50,7.678,6.515360226
c1ccnc(c1)c2nccs2,-40,7.217,6.265271505
c1ccnc(c1)c2nccs2,-30,6.989,6.203912112
c1ccnc(c1)c2nccs2,-20,6.991,6.324096119
c1ccnc(c1)c2nccs2,-10,7.118,6.500376494
c1ccnc(c1)c2nccs2,0,7.015,6.372537362
c1ccnc(c1)c2nccs2,10,7.118,6.500376492
c1ccnc(c1)c2nccs2,20,6.991,6.324111058
c1ccnc(c1)c2nccs2,30,6.989,6.203912112
c1ccnc(c1)c2nccs2,40,7.217,6.26527124
c1ccnc(c1)c2nccs2,50,7.678,6.515360227
c1ccnc(c1)c2nccs2,60,8.284,6.890371534
c1ccnc(c1)c2nccs2,70,8.892,7.266969492
c1ccnc(c1)c2nccs2,80,9.245,7.486386366
c1ccnc(c1)c2nccs2,90,9.126,7.389906894
c1ccnc(c1)c2nccs2,100,8.473,6.903360128
c1ccnc(c1)c2nccs2,110,7.379,6.053540831
c1ccnc(c1)c2nccs2,120,5.988,4.966793124
c1ccnc(c1)c2nccs2,130,4.479,3.750798084
c1ccnc(c1)c2nccs2,140,3.043,2.564797155
c1ccnc(c1)c2nccs2,150,1.79,1.51963629
c1ccnc(c1)c2nccs2,160,0.835,0.712836733
c1ccnc(c1)c2nccs2,170,0.231,0.196519546
c1ccnc(c1)c2nccs2,180,0,0
c1ccnc(c1)c2ncco2,-170,0.124,0.103997284
c1ccnc(c1)c2ncco2,-160,0.504,0.398837595
c1ccnc(c1)c2ncco2,-150,1.136,0.885563295
c1ccnc(c1)c2ncco2,-140,2.014,1.582659952
c1ccnc(c1)c2ncco2,-130,3.081,2.425786866
c1ccnc(c1)c2ncco2,-120,4.271,3.354017806
c1ccnc(c1)c2ncco2,-110,5.434,4.256362252
c1ccnc(c1)c2ncco2,-100,6.368,4.986265478
c1ccnc(c1)c2ncco2,-90,6.909,5.407299595
c1ccnc(c1)c2ncco2,-80,6.924,5.466465242
c1ccnc(c1)c2ncco2,-70,6.423,5.139485468
c1ccnc(c1)c2ncco2,-60,5.607,4.578026587
c1ccnc(c1)c2ncco2,-50,4.724,3.923778302
c1ccnc(c1)c2ncco2,-40,3.96,3.327507919
c1ccnc(c1)c2ncco2,-30,3.369,2.862421512
c1ccnc(c1)c2ncco2,-20,2.974,2.546938145
c1ccnc(c1)c2ncco2,-10,2.776,2.394582198
c1ccnc(c1)c2ncco2,0,2.675,2.299341641
c1ccnc(c1)c2ncco2,10,2.776,2.394557107
c1ccnc(c1)c2ncco2,20,2.974,2.546938145
c1ccnc(c1)c2ncco2,30,3.365,2.860090677
c1ccnc(c1)c2ncco2,40,3.96,3.327472911
c1ccnc(c1)c2ncco2,50,4.724,3.923751013
c1ccnc(c1)c2ncco2,60,5.607,4.578026587
c1ccnc(c1)c2ncco2,70,6.423,5.139530936
c1ccnc(c1)c2ncco2,80,6.924,5.466465243
c1ccnc(c1)c2ncco2,90,6.907,5.407253462
c1ccnc(c1)c2ncco2,100,6.368,4.986340447
c1ccnc(c1)c2ncco2,110,5.434,4.256332083
c1ccnc(c1)c2ncco2,120,4.271,3.354017806
c1ccnc(c1)c2ncco2,130,3.081,2.425771793
c1ccnc(c1)c2ncco2,140,2.014,1.582659953
c1ccnc(c1)c2ncco2,150,1.136,0.885563295
c1ccnc(c1)c2ncco2,160,0.504,0.398837595
c1ccnc(c1)c2ncco2,170,0.124,0.103997285
c1ccnc(c1)c2ncco2,180,0,0
CCCCF,-170,0.449,0.310209437
CCCCF,-160,1.011,0.852110151
CCCCF,-150,1.811,1.618786323
CCCCF,-140,2.666,2.415081155
CCCCF,-130,3.349,3.025134522
CCCCF,-120,3.627,3.258684735
CCCCF,-110,3.345,3.026443579
CCCCF,-100,2.58,2.389275113
CCCCF,-90,1.596,1.513076945
CCCCF,-80,0.682,0.669825687
CCCCF,-70,0.104,0.102953978
CCCCF,-60,0.002,0
CCCCF,-50,0.463,0.422839277
CCCCF,-40,1.388,1.301345169
CCCCF,-30,2.602,2.434308974
CCCCF,-20,3.835,3.546918508
CCCCF,-10,4.765,4.354274887
CCCCF,0,5.113,4.646614899
CCCCF,10,4.765,4.354581018
CCCCF,20,3.835,3.547478425
CCCCF,30,2.604,2.434044717
CCCCF,40,1.39,1.301263638
CCCCF,50,0.461,0.422993178
CCCCF,60,0,0.000389773
CCCCF,70,0.104,0.10261253
CCCCF,80,0.68,0.669050772
CCCCF,90,1.598,1.512983537
CCCCF,100,2.582,2.388989189
CCCCF,110,3.345,3.026001658
CCCCF,120,3.625,3.258114025
CCCCF,130,3.349,3.025167966
CCCCF,140,2.666,2.41463057
CCCCF,150,1.809,1.618589352
CCCCF,160,1.011,0.852114361
CCCCF,170,0.447,0.310456605
CCCCF,180,0.245,0.120286944
CC(=O)Nc1[nH]ccn1,-170,0.279,0.211578279
CC(=O)Nc1[nH]ccn1,-160,0.863,0.68618822
CC(=O)Nc1[nH]ccn1,-150,1.742,1.434648423
CC(=O)Nc1[nH]ccn1,-140,2.854,2.441759926
CC(=O)Nc1[nH]ccn1,-130,4.093,3.641478646
CC(=O)Nc1[nH]ccn1,-120,5.295,4.8951858
CC(=O)Nc1[nH]ccn1,-110,6.318,6.056156296
CC(=O)Nc1[nH]ccn1,-100,7.13,7.027526609
CC(=O)Nc1[nH]ccn1,-90,7.82,7.401590015
CC(=O)Nc1[nH]ccn1,-80,7.667,7.271895216
CC(=O)Nc1[nH]ccn1,-70,7.548,7.193333192
CC(=O)Nc1[nH]ccn1,-60,7.503,7.179625096
CC(=O)Nc1[nH]ccn1,-50,7.541,7.243310866
CC(=O)Nc1[nH]ccn1,-40,7.639,7.340950297
CC(=O)Nc1[nH]ccn1,-30,7.79,7.474974692
CC(=O)Nc1[nH]ccn1,-20,8.144,7.658566538
CC(=O)Nc1[nH]ccn1,-10,8.72,7.857107263
CC(=O)Nc1[nH]ccn1,0,9.215,8.042146244
CC(=O)Nc1[nH]ccn1,10,8.72,7.857134408
CC(=O)Nc1[nH]ccn1,20,8.144,7.658566539
CC(=O)Nc1[nH]ccn1,30,7.79,7.474971089
CC(=O)Nc1[nH]ccn1,40,7.639,7.340950297
CC(=O)Nc1[nH]ccn1,50,7.541,7.243285947
CC(=O)Nc1[nH]ccn1,60,7.503,7.179606711
CC(=O)Nc1[nH]ccn1,70,7.548,7.193333191
CC(=O)Nc1[nH]ccn1,80,7.667,7.271895216
CC(=O)Nc1[nH]ccn1,90,7.82,7.400431982
CC(=O)Nc1[nH]ccn1,100,7.13,7.027537343
CC(=O)Nc1[nH]ccn1,110,6.318,6.056156296
CC(=O)Nc1[nH]ccn1,120,5.295,4.895191756
CC(=O)Nc1[nH]ccn1,130,4.093,3.641478646
CC(=O)Nc1[nH]ccn1,140,2.854,2.44178878
CC(=O)Nc1[nH]ccn1,150,1.742,1.434648423
CC(=O)Nc1[nH]ccn1,160,0.863,0.686176201
CC(=O)Nc1[nH]ccn1,170,0.279,0.211561452
CC(=O)Nc1[nH]ccn1,180,0,0
COc1ccccc1,-170,0.15,0.141925828
COc1ccccc1,-160,0.595,0.587266659
COc1ccccc1,-150,1.223,1.188339468
COc1ccccc1,-140,1.936,1.879063832
COc1ccccc1,-130,2.521,2.473087433
COc1ccccc1,-120,2.79,2.783063373
COc1ccccc1,-110,2.879,2.917905864
COc1ccccc1,-100,2.923,3.009943913
COc1ccccc1,-90,2.95,3.035339997
COc1ccccc1,-80,2.924,3.002493505
COc1ccccc1,-70,2.865,2.90169976
COc1ccccc1,-60,2.736,2.73330861
COc1ccccc1,-50,2.4,2.380020907
COc1ccccc1,-40,1.797,1.786338468
COc1ccccc1,-30,1.133,1.122835749
COc1ccccc1,-20,0.561,0.554203165
COc1ccccc1,-10,0.135,0.125540429
COc1ccccc1,0,0,0
COc1ccccc1,10,0.135,0.126172432
COc1ccccc1,20,0.561,0.555953688
COc1ccccc1,30,1.133,1.123180389
COc1ccccc1,40,1.795,1.78671292
COc1ccccc1,50,2.4,2.38044621
COc1ccccc1,60,2.736,2.733080509
COc1ccccc1,70,2.865,2.901178982
COc1ccccc1,80,2.924,3.003176298
COc1ccccc1,90,2.95,3.036290813
COc1ccccc1,100,2.923,3.007530968
COc1ccccc1,110,2.881,2.918125679
COc1ccccc1,120,2.788,2.780861831
COc1ccccc1,130,2.521,2.472341253
COc1ccccc1,140,1.936,1.879588615
COc1ccccc1,150,1.223,1.187857216
COc1ccccc1,160,0.595,0.587278606
COc1ccccc1,170,0.15,0.142920029
COc1ccccc1,180,0.002,0.002036757
CCNC(=O)C,-170,0.626,0.493793071
CCNC(=O)C,-160,0.628,0.481211846
CCNC(=O)C,-150,0.636,0.483851361
CCNC(=O)C,-140,0.624,0.475249834
CCNC(=O)C,-130,0.577,0.451526488
CCNC(=O)C,-120,0.498,0.396486052
CCNC(=O)C,-110,0.378,0.300395067
CCNC(=O)C,-100,0.226,0.176660339
CCNC(=O)C,-90,0.074,0.048818946
CCNC(=O)C,-80,0,7.00E-06
CCNC(=O)C,-70,0.163,0.176166199
CCNC(=O)C,-60,0.705,0.723722983
CCNC(=O)C,-50,1.634,1.617065878
CCNC(=O)C,-40,2.786,2.697548259
CCNC(=O)C,-30,3.955,3.736369729
CCNC(=O)C,-20,4.908,4.597406184
CCNC(=O)C,-10,5.545,5.185375271
CCNC(=O)C,0,5.74,5.372949002
CCNC(=O)C,10,5.543,5.184897025
CCNC(=O)C,20,4.908,4.598341508
CCNC(=O)C,30,3.955,3.737571245
CCNC(=O)C,40,2.788,2.697993456
CCNC(=O)C,50,1.632,1.616457622
CCNC(=O)C,60,0.707,0.723462474
CCNC(=O)C,70,0.163,0.17585185
CCNC(=O)C,80,0,0
CCNC(=O)C,90,0.072,0.048476085
CCNC(=O)C,100,0.226,0.176612734
CCNC(=O)C,110,0.376,0.300320691
CCNC(=O)C,120,0.498,0.396373124
CCNC(=O)C,130,0.577,0.451280667
CCNC(=O)C,140,0.622,0.474606311
CCNC(=O)C,150,0.636,0.485145178
CCNC(=O)C,160,0.628,0.480947161
CCNC(=O)C,170,0.626,0.492821568
CCNC(=O)C,180,0.634,0.494916933
CC/C=C/C,-170,2.288,1.948515037
CC/C=C/C,-160,1.81,1.494716492
CC/C=C/C,-150,1.203,0.968935863
CC/C=C/C,-140,0.63,0.476617757
CC/C=C/C,-130,0.204,0.13510487
CC/C=C/C,-120,0,0
CC/C=C/C,-110,0.075,0.079071307
CC/C=C/C,-100,0.357,0.364362128
CC/C=C/C,-90,0.8,0.818727471
CC/C=C/C,-80,1.323,1.33771704
CC/C=C/C,-70,1.861,1.819607795
CC/C=C/C,-60,2.241,2.129615366
CC/C=C/C,-50,2.312,2.182426738
CC/C=C/C,-40,1.999,1.936577393
CC/C=C/C,-30,1.397,1.462128334
CC/C=C/C,-20,0.781,0.908955799
CC/C=C/C,-10,0.387,0.477149508
CC/C=C/C,0,0.244,0.284746737
CC/C=C/C,10,0.387,0.385290621
CC/C=C/C,20,0.781,0.751589415
CC/C=C/C,30,1.397,1.292601955
CC/C=C/C,40,1.999,1.84923096
CC/C=C/C,50,2.314,2.250112305
CC/C=C/C,60,2.243,2.409121069
CC/C=C/C,70,1.861,2.346715482
CC/C=C/C,80,1.323,2.053480469
CC/C=C/C,90,0.8,1.548721372
CC/C=C/C,100,0.357,0.98154527
CC/C=C/C,110,0.075,0.525288424
CC/C=C/C,120,0.002,0.294495649
CC/C=C/C,130,0.206,0.350053147
CC/C=C/C,140,0.63,0.684502066
CC/C=C/C,150,1.203,1.211317053
CC/C=C/C,160,1.812,1.76046219
CC/C=C/C,170,2.286,2.125171376
CC/C=C/C,180,2.473,2.183818242
c1ccnc(c1)c2ccccn2,-170,0.169,0.152854078
c1ccnc(c1)c2ccccn2,-160,0.515,0.434316843
c1ccnc(c1)c2ccccn2,-150,1.194,0.987017942
c1ccnc(c1)c2ccccn2,-140,2.222,1.830395954
c1ccnc(c1)c2ccccn2,-130,3.548,2.929944335
c1ccnc(c1)c2ccccn2,-120,5.04,4.151852351
c1ccnc(c1)c2ccccn2,-110,6.496,5.311902501
c1ccnc(c1)c2ccccn2,-100,7.67,6.226895843
c1ccnc(c1)c2ccccn2,-90,8.344,6.723518711
c1ccnc(c1)c2ccccn2,-80,8.418,6.785762803
c1ccnc(c1)c2ccccn2,-70,8.01,6.538723055
c1ccnc(c1)c2ccccn2,-60,7.388,6.138990145
c1ccnc(c1)c2ccccn2,-50,6.848,5.824225926
c1ccnc(c1)c2ccccn2,-40,6.606,5.751184107
c1ccnc(c1)c2ccccn2,-30,6.746,5.998339364
c1ccnc(c1)c2ccccn2,-20,7.242,6.53213684
c1ccnc(c1)c2ccccn2,-10,7.898,7.142516673
c1ccnc(c1)c2ccccn2,0,8.142,7.266781916
c1ccnc(c1)c2ccccn2,10,7.902,7.146364792
c1ccnc(c1)c2ccccn2,20,7.244,6.532185074
c1ccnc(c1)c2ccccn2,30,6.742,5.99652236
c1ccnc(c1)c2ccccn2,40,6.608,5.753256746
c1ccnc(c1)c2ccccn2,50,6.85,5.824800412
c1ccnc(c1)c2ccccn2,60,7.388,6.139030178
c1ccnc(c1)c2ccccn2,70,8.012,6.538133393
c1ccnc(c1)c2ccccn2,80,8.416,6.785453788
c1ccnc(c1)c2ccccn2,90,8.344,6.720820205
c1ccnc(c1)c2ccccn2,100,7.67,6.226634368
c1ccnc(c1)c2ccccn2,110,6.498,5.314082544
c1ccnc(c1)c2ccccn2,120,5.04,4.153462806
