mol_name,Reference Energy,resff_Energy,scan,wb97m Energy,mol_base,wb97m_relative_energy,resff_relative_energy
MeNH2MeOH110,-2.69,4386.6157,1.1,-211.720898,MeNH2MeOH,0.34481125001912005,0.20470000000022992
MeNH2MeOH125,-1.98,4387.8267,1.25,-211.7197665,MeNH2MeOH,1.0548275000182912,1.4156999999995605
MeNH2MeOH150,-1.1,4388.7407,1.5,-211.7183695,MeNH2MeOH,1.931445000023814,2.32970000000023
MeNH2MeOH200,-0.39,4389.216,2.0,-211.7172129,MeNH2MeOH,2.657211500016274,2.805000000000291
MeNH2Peptide090,-4.95,7768.953,0.9,-344.6196207,MeNH2Peptide,0.4871282500389498,0.5233000000007451
MeNH2Peptide095,-5.36,7768.4927,0.95,-344.6203087,MeNH2Peptide,0.05540825001662597,0.06300000000010186
MeNH2Peptide100,-5.41,7768.4297,1.0,-344.620397,MeNH2Peptide,0.0,0.0
MeNH2Peptide105,-5.24,7768.6934,1.05,-344.6201205,MeNH2Peptide,0.17350375003297813,0.26370000000042637
MeNH2Peptide110,-4.94,7769.0684,1.1,-344.6196283,MeNH2Peptide,0.48235925001790747,0.6387000000004264
MeNH2Peptide125,-3.21,7770.762,1.25,-344.6167813,MeNH2Peptide,2.2688517500064336,2.332300000000032
MeNH2Peptide150,-1.4,7771.801,1.5,-344.6138593,MeNH2Peptide,4.102406750025693,3.3713000000007014
MeNH2Peptide200,-0.46,7772.658,2.0,-344.6122806,MeNH2Peptide,5.093041000014637,4.228300000000672
MeNH2Pyridine090,-3.45,7835.105,0.9,-344.3797045,MeNH2Pyridine,0.5393362499889918,0.504399999999805
MeNH2Pyridine095,-3.88,7834.7085,0.95,-344.380422,MeNH2Pyridine,0.0891049999918323,0.10789999999997235
MeNH2Pyridine100,-3.97,7834.6006,1.0,-344.380564,MeNH2Pyridine,0.0,0.0
MeNH2Pyridine105,-3.85,7834.648,1.05,-344.3803661,MeNH2Pyridine,0.12418224997236393,0.047400000000379805
MeNH2Pyridine110,-3.62,7834.803,1.1,-344.3799701,MeNH2Pyridine,0.3726722499995958,0.20240000000012515
MeNH2Pyridine125,-2.71,7835.635,1.25,-344.3784608,MeNH2Pyridine,1.319757999968715,1.0344000000004598
MeNH2Pyridine150,-1.5,7836.2153,1.5,-344.3765116,MeNH2Pyridine,2.5428809999721125,1.6147000000000844
MeNH2Pyridine200,-0.49,7837.205,2.0,-344.3748745,MeNH2Pyridine,3.570161250012461,2.604400000000169
MeNH2Water090,-6.75,2699.6843,0.9,-172.4101104,MeNH2Water,0.5691424999968149,0.0
MeNH2Water095,-7.2,2699.736,0.95,-172.4109058,MeNH2Water,0.0700290000095265,0.05169999999998254
MeNH2Water100,-7.25,2699.75,1.0,-172.4110174,MeNH2Water,0.0,0.06570000000010623
MeNH2Water105,-7.03,2700.077,1.05,-172.4106924,MeNH2Water,0.2039375000022119,0.3927000000003318
MeNH2Water110,-6.66,2700.9321,1.1,-172.4101044,MeNH2Water,0.5729074999981094,1.2478000000000975
MeNH2Water125,-5.22,2702.5244,1.25,-172.4077638,MeNH2Water,2.0416340000083437,2.840099999999893
MeNH2Water150,-3.15,2704.5686,1.5,-172.4043593,MeNH2Water,4.177957749998313,4.884300000000167
MeNH2Water200,-1.2,2705.7976,2.0,-172.4011652,MeNH2Water,6.182255499996245,6.113299999999981
MeOHMeNH2090,-6.97,4381.4067,0.9,-211.727549,MeOHMeNH2,0.6103064999915659,0.0
MeOHMeNH2095,-7.47,4381.438,0.95,-211.7283855,MeOHMeNH2,0.0854027499735821,0.03130000000055588
MeOHMeNH2100,-7.54,4381.931,1.0,-211.7285216,MeOHMeNH2,0.0,0.5243000000000393
MeOHMeNH2105,-7.34,4382.566,1.05,-211.7282069,MeOHMeNH2,0.197474249987863,1.1593000000002576
MeOHMeNH2110,-6.97,4383.0464,1.1,-211.7276186,MeOHMeNH2,0.5666324999765493,1.63970000000063
MeOHMeNH2125,-5.5,4384.235,1.25,-211.7252404,MeOHMeNH2,2.0589529999997467,2.8283000000001266
MeOHMeNH2150,-3.35,4387.433,1.5,-211.7217081,MeOHMeNH2,4.275471249973634,6.026300000000447
MeOHMeNH2200,-1.27,4389.064,2.0,-211.7183294,MeOHMeNH2,6.395605500001693,7.65730000000076
MeOHMeOH090,-5.28,3975.373,0.9,-231.6020419,MeOHMeOH,0.5266607500088867,0.8110000000001492
MeOHMeOH095,-5.69,3974.9016,0.95,-231.6027559,MeOHMeOH,0.07862575000035577,0.3396000000002459
MeOHMeOH100,-5.75,3974.562,1.0,-231.6028812,MeOHMeOH,0.0,0.0
MeOHMeOH105,-5.58,3974.5693,1.05,-231.6026391,MeOHMeOH,0.15191775001585484,0.007300000000213913
MeOHMeOH110,-5.28,3974.808,1.1,-231.6021831,MeOHMeOH,0.43805775002692826,0.2460000000000946
MeOHMeOH125,-4.14,3975.8706,1.25,-231.6003829,MeOHMeOH,1.5676832500030287,1.3086000000002969
MeOHMeOH150,-2.52,3978.2622,1.5,-231.597823,MeOHMeOH,3.1740205000096466,3.7002000000002226
MeOHMeOH200,-1.01,3979.315,2.0,-231.5954213,MeOHMeOH,4.681087250006385,4.753000000000156
MeOHPeptide090,-7.63,7355.767,0.9,-364.5008281,MeOHPeptide,0.6235467500227969,0.18739999999979773
MeOHPeptide095,-8.14,7355.5796,0.95,-364.5016764,MeOHPeptide,0.09123849999741651,0.0
MeOHPeptide100,-8.22,7355.716,1.0,-364.5018218,MeOHPeptide,0.0,0.1364000000003216
MeOHPeptide105,-8.02,7356.0337,1.05,-364.5015122,MeOHPeptide,0.19427400000859052,0.4540999999999258
MeOHPeptide110,-7.66,7356.448,1.1,-364.5009235,MeOHPeptide,0.5636832500167657,0.8684000000002925
MeOHPeptide125,-6.18,7358.386,1.25,-364.4985161,MeOHPeptide,2.074326750007458,2.8064000000003944
MeOHPeptide150,-3.65,7361.238,1.5,-364.4944039,MeOHPeptide,4.654732249997323,5.658400000000256
MeOHPeptide200,-1.1,7363.009,2.0,-364.4902845,MeOHPeptide,7.239655750017846,7.429399999999987
MeOHPyridine090,-6.78,7421.6035,0.9,-364.2619274,MeOHPyridine,0.6594397499866318,0.35789999999997235
MeOHPyridine095,-7.31,7421.2456,0.95,-364.2628012,MeOHPyridine,0.11113024997757748,0.0
MeOHPyridine100,-7.4,7421.5073,1.0,-364.2629783,MeOHPyridine,0.0,0.2617000000000189
MeOHPyridine105,-7.23,7422.2935,1.05,-364.2627068,MeOHPyridine,0.17036624997854233,1.0478999999995722
MeOHPyridine110,-6.88,7423.12,1.1,-364.2621592,MeOHPyridine,0.5139852499996778,1.8743999999996959
MeOHPyridine125,-5.48,7424.837,1.25,-364.2598847,MeOHPyridine,1.9412339999980759,3.591400000000249
MeOHPyridine150,-3.38,7426.6914,1.5,-364.2564732,MeOHPyridine,4.081950249965303,5.445799999999508
MeOHPyridine200,-1.33,7427.8076,2.0,-364.2532003,MeOHPyridine,6.135694999975385,6.561999999999898
MeOHWater090,-4.59,2291.9216,0.9,-192.2837943,MeOHWater,0.3916227499867091,0.09520000000020445
MeOHWater095,-4.95,2291.8264,0.95,-192.2844184,MeOHWater,0.0,0.0
MeOHWater105,-4.85,2292.4885,1.05,-192.2842928,MeOHWater,0.07881399999314453,0.6621000000000095
MeOHWater110,-4.59,2292.661,1.1,-192.2838835,MeOHWater,0.3356497499917168,0.8346000000001368
MeOHWater125,-3.59,2293.163,1.25,-192.2823031,MeOHWater,1.3273507499834523,1.3366000000000895
MeOHWater150,-2.2,2295.1624,1.5,-192.2801067,MeOHWater,2.705591749981977,3.33600000000024
MeOHWater200,-0.91,2296.1335,2.0,-192.2780516,MeOHWater,3.9951669999863952,4.307099999999991
NeopentaneNeopentane090,-1.45,14283.051,0.9,-395.7956851,NeopentaneNeopentane,0.1803434999892488,0.4609999999993306
NeopentaneNeopentane095,-1.74,14282.772,0.95,-395.7959725,NeopentaneNeopentane,0.0,0.1820000000006985
NeopentaneNeopentane100,-1.77,14282.59,1.0,-395.7958702,NeopentaneNeopentane,0.06419324997114018,0.0
NeopentaneNeopentane105,-1.68,14282.672,1.05,-395.7955432,NeopentaneNeopentane,0.26938574999803677,0.0820000000003347
NeopentaneNeopentane110,-1.54,14282.846,1.1,-395.7952817,NeopentaneNeopentane,0.43347700001322664,0.25599999999940337
NeopentaneNeopentane125,-1.05,14283.757,1.25,-395.794463,NeopentaneNeopentane,0.9472112499934155,1.1669999999994616
NeopentaneNeopentane150,-0.5,14284.743,1.5,-395.7935265,NeopentaneNeopentane,1.53486499999417,2.1530000000002474
NeopentaneNeopentane200,-0.14,14284.592,2.0,-395.7929852,NeopentaneNeopentane,1.8745307500066701,2.0020000000004075
NeopentanePentane090,-1.85,14281.882,0.9,-395.7914601,NeopentanePentane,0.472382000007201,0.7809999999990396
NeopentanePentane095,-2.49,14281.181,0.95,-395.7922129,NeopentanePentane,0.0,0.07999999999992724
NeopentanePentane100,-2.61,14281.101,1.0,-395.7921565,NeopentanePentane,0.03539100001216866,0.0
NeopentanePentane105,-2.48,14281.491,1.05,-395.7917634,NeopentanePentane,0.2820612500072457,0.3899999999994179
NeopentanePentane110,-2.25,14282.035,1.1,-395.7912603,NeopentanePentane,0.5977565000066534,0.933999999999287
NeopentanePentane125,-1.5,14283.366,1.25,-395.7899026,NeopentanePentane,1.4497132500109728,2.264999999999418
NeopentanePentane150,-0.7,14284.511,1.5,-395.7886232,NeopentanePentane,2.2525367499911226,3.4099999999998545
NeopentanePentane200,-0.18,14284.432,2.0,-395.787761,NeopentanePentane,2.7935672500170767,3.331000000000131
PentaneAcNH2090,-3.15,11025.585,0.9,-407.2580512,PentaneAcNH2,0.2767902499763295,1.201999999999316
PentaneAcNH2095,-3.5,11024.713,0.95,-407.2584923,PentaneAcNH2,0.0,0.32999999999992724
PentaneAcNH2100,-3.51,11024.383,1.0,-407.2583895,PentaneAcNH2,0.06450699997367337,0.0
PentaneAcNH2105,-3.32,11024.53,1.05,-407.2579923,PentaneAcNH2,0.3137499999720603,0.147000000000844
PentaneAcNH2110,-3.04,11024.866,1.1,-407.2574809,PentaneAcNH2,0.6346534999611322,0.4830000000001746
PentaneAcNH2125,-2.12,11025.803,1.25,-407.2559224,PentaneAcNH2,1.6126122499990743,1.4200000000000728
PentaneAcNH2150,-1.04,11027.032,1.5,-407.2542492,PentaneAcNH2,2.662545249972027,2.6489999999994325
PentaneAcNH2200,-0.27,11027.723,2.0,-407.2529416,PentaneAcNH2,3.4830642500019167,3.3400000000001455
PentaneAcOH090,-2.7,10463.882,0.9,-427.1403432,PentaneAcOH,0.14501525001833215,0.6219999999993888
PentaneAcOH095,-2.9,10463.378,0.95,-427.1405743,PentaneAcOH,0.0,0.1180000000003929
PentaneAcOH100,-2.88,10463.26,1.0,-427.1404494,PentaneAcOH,0.07837474998086691,0.0
PentaneAcOH105,-2.73,10463.506,1.05,-427.1401312,PentaneAcOH,0.27804525004466996,0.2459999999991851
PentaneAcOH110,-2.52,10463.931,1.1,-427.1397387,PentaneAcOH,0.5243389999959618,0.6710000000002765
PentaneAcOH125,-1.79,10464.968,1.25,-427.1385099,PentaneAcOH,1.2954110000282526,1.7080000000005384
PentaneAcOH150,-0.78,10465.926,1.5,-427.1369321,PentaneAcOH,2.2854805000242777,2.665999999999258
PentaneAcOH200,-0.17,10466.619,2.0,-427.1359049,PentaneAcOH,2.930048500013072,3.3590000000003783
PentanePentane090,-2.86,14281.357,0.9,-395.788235,PentanePentane,0.5567180000070948,1.7099999999991269
PentanePentane095,-3.62,14280.095,0.95,-395.7891222,PentanePentane,0.0,0.44799999999850115
PentanePentane100,-3.77,14279.647,1.0,-395.7890523,PentanePentane,0.04386225002235733,0.0
PentanePentane105,-3.61,14279.846,1.05,-395.7885404,PentanePentane,0.3650795000139624,0.19899999999870488
PentanePentane110,-3.3,14280.366,1.1,-395.7878642,PentanePentane,0.7893949999997858,0.7189999999991414
PentanePentane125,-2.24,14282.268,1.25,-395.7859098,PentanePentane,2.015780999994604,2.620999999999185
PentanePentane150,-1.05,14284.147,1.5,-395.7839824,PentanePentane,3.2252244999981485,4.5
PentanePentane200,-0.27,14284.286,2.0,-395.7826406,PentanePentane,4.067204000020865,4.638999999999214
PeptideEthene090,-2.6,7195.2734,0.9,-327.3335617,PeptideEthene,0.34123449999606237,0.2863999999999578
PeptideEthene095,-2.95,7194.987,0.95,-327.3340894,PeptideEthene,0.010102750005898997,0.0
PeptideEthene100,-2.99,7195.199,1.0,-327.3341055,PeptideEthene,0.0,0.21199999999953434
PeptideEthene105,-2.85,7195.6562,1.05,-327.3338426,PeptideEthene,0.16496974998153746,0.6692000000002736
PeptideEthene110,-2.63,7196.0947,1.1,-327.3334475,PeptideEthene,0.4128950000158511,1.1076999999995678
PeptideEthene125,-1.86,7196.6987,1.25,-327.3321508,PeptideEthene,1.2265742500021588,1.711699999999837
PeptideEthene150,-0.88,7197.4893,1.5,-327.3305804,PeptideEthene,2.212000250030542,2.5023000000001048
PeptideEthene200,-0.19,7198.006,2.0,-327.3293842,PeptideEthene,2.962615750002442,3.019000000000233
PeptideMeNH2090,-6.81,7765.639,0.9,-344.622406,PeptideMeNH2,0.6719897500006482,0.3045000000001892
PeptideMeNH2095,-7.34,7765.3345,0.95,-344.6232857,PeptideMeNH2,0.11997800000244752,0.0
PeptideMeNH2100,-7.45,7765.5186,1.0,-344.6234769,PeptideMeNH2,0.0,0.18410000000039872
PeptideMeNH2105,-7.29,7765.975,1.05,-344.6232221,PeptideMeNH2,0.1598869999870658,0.6405000000004293
PeptideMeNH2110,-6.97,7766.515,1.1,-344.6226945,PeptideMeNH2,0.4909559999941848,1.180500000000393
PeptideMeNH2125,-5.61,7768.374,1.25,-344.6204725,PeptideMeNH2,1.8852610000176355,3.0394999999998618
PeptideMeNH2150,-3.55,7770.881,1.5,-344.6171106,PeptideMeNH2,3.994853250012966,5.546500000000378
PeptideMeNH2200,-1.49,7772.167,2.0,-344.6137947,PeptideMeNH2,6.075580500008073,6.832500000000437
PeptideMeOH090,-5.67,7358.061,0.9,-364.4977784,PeptideMeOH,0.5724682500003837,0.4745999999995547
PeptideMeOH095,-6.11,7357.5864,0.95,-364.4985317,PeptideMeOH,0.09977249999064952,0.0
PeptideMeOH100,-6.18,7357.763,1.0,-364.4986907,PeptideMeOH,0.0,0.17659999999978027
PeptideMeOH105,-6.03,7358.0684,1.05,-364.4984747,PeptideMeOH,0.13554000001749955,0.4819999999999709
PeptideMeOH110,-5.74,7358.3735,1.1,-364.498034,PeptideMeOH,0.4120792499743402,0.7870999999995547
PeptideMeOH125,-4.6,7359.5654,1.25,-364.4962489,PeptideMeOH,1.5322294999787118,1.9790000000002692
PeptideMeOH150,-2.95,7361.4814,1.5,-364.4936487,PeptideMeOH,3.1638549999915995,3.894999999999527
PeptideMeOH200,-1.3,7362.6426,2.0,-364.4910536,PeptideMeOH,4.792280249996111,5.05619999999999
PeptidePentane090,-3.75,12513.315,0.9,-446.5896608,PeptidePentane,0.34958025004016235,1.4170000000012806
PeptidePentane095,-4.21,12512.365,0.95,-446.5902179,PeptidePentane,0.0,0.467000000000553
PeptidePentane100,-4.24,12511.898,1.0,-446.5901283,PeptidePentane,0.05622399999992922,0.0
PeptidePentane105,-4.05,12512.07,1.05,-446.5897032,PeptidePentane,0.32297425001161173,0.1720000000004802
PeptidePentane110,-3.73,12512.633,1.1,-446.5891061,PeptidePentane,0.6976545000215992,0.7350000000005821
PeptidePentane125,-2.63,12514.246,1.25,-446.5872167,PeptidePentane,1.8832530000363477,2.3479999999999563
PeptidePentane150,-1.19,12515.516,1.5,-446.5849166,PeptidePentane,3.326565750001464,3.618000000000393
PeptidePentane200,-0.29,12516.1875,2.0,-446.5833805,PeptidePentane,4.290468500053976,4.289500000000771
PeptidePeptide090,-8.02,10740.655,0.9,-497.396228,PeptidePeptide,0.6330847500357777,0.7579999999998108
PeptidePeptide095,-8.53,10740.027,0.95,-497.3970789,PeptidePeptide,0.09914500004379079,0.12999999999919964
PeptidePeptide100,-8.62,10739.897,1.0,-497.3972369,PeptidePeptide,0.0,0.0
PeptidePeptide105,-8.45,10740.204,1.05,-497.3969476,PeptidePeptide,0.1815357500454411,0.3069999999988795
PeptidePeptide110,-8.1,10740.724,1.1,-497.3963817,PeptidePeptide,0.5366379999904893,0.8269999999993161
PeptidePeptide125,-6.66,10742.645,1.25,-497.3940366,PeptidePeptide,2.0081882500089705,2.7479999999995925
PeptidePeptide150,-4.42,10744.913,1.5,-497.3904163,PeptidePeptide,4.279926499992143,5.015999999999622
PeptidePeptide200,-1.77,10746.814,2.0,-497.3861955,PeptidePeptide,6.928478500049096,6.916999999999462
PeptideWater090,-4.7,5675.558,0.9,-325.1786651,PeptideWater,0.4919600000139326,0.16499999999996362
PeptideWater095,-5.06,5675.393,0.95,-325.1793152,PeptideWater,0.08402224999736063,0.0
PeptideWater100,-5.12,5675.4834,1.0,-325.1794491,PeptideWater,0.0,0.09040000000004511
PeptideWater105,-4.98,5675.6577,1.05,-325.1792692,PeptideWater,0.11288724999758415,0.2646999999997206
PeptideWater110,-4.74,5675.868,1.1,-325.1789087,PeptideWater,0.33910099999047816,0.4750000000003638
PeptideWater125,-3.79,5677.1597,1.25,-325.1774591,PeptideWater,1.2487249999830965,1.766700000000128
PeptideWater150,-2.45,5678.9453,1.5,-325.1753936,PeptideWater,2.54482624999946,3.5523000000002867
PeptideWater200,-1.13,5679.7993,2.0,-325.1733293,PeptideWater,3.8401745000155643,4.406299999999646
PyridineEthene090,-0.89,7261.635,0.9,-327.0936495,PyridineEthene,0.8250997499853838,0.9239999999999782
PyridineEthene095,-1.62,7260.9272,0.95,-327.0947117,PyridineEthene,0.15856924999388866,0.2161999999998443
PyridineEthene100,-1.86,7260.711,1.0,-327.0949644,PyridineEthene,0.0,0.0
PyridineEthene105,-1.83,7260.7627,1.05,-327.0948117,PyridineEthene,0.09581925001111813,0.05169999999998254
PyridineEthene110,-1.67,7261.014,1.1,-327.09447,PyridineEthene,0.31023599999025464,0.3029999999998836
PyridineEthene125,-1.03,7261.644,1.25,-327.093383,PyridineEthene,0.9923284999968018,0.9329999999999927
PyridineEthene150,-0.37,7262.0913,1.5,-327.092381,PyridineEthene,1.621083500009263,1.3802999999998065
PyridineEthene200,-0.05,7262.6377,2.0,-327.0918158,PyridineEthene,1.9757464999856893,1.9266999999999825
PyridineEthyne090,-3.54,6821.109,0.9,-325.8451328,PyridineEthyne,0.39130900002783164,1.211500000000342
PyridineEthyne095,-3.91,6820.348,0.95,-325.845678,PyridineEthyne,0.049196000007214025,0.45049999999991996
PyridineEthyne100,-3.99,6819.8975,1.0,-325.8457564,PyridineEthyne,0.0,0.0
PyridineEthyne105,-3.89,6819.9424,1.05,-325.8455479,PyridineEthyne,0.13083375003770925,0.04489999999987049
PyridineEthyne110,-3.68,6820.1484,1.1,-325.8451742,PyridineEthyne,0.36533050003345124,0.25090000000000146
PyridineEthyne125,-2.84,6820.5664,1.25,-325.8437486,PyridineEthyne,1.2598945000208914,0.6688999999996668
PyridineEthyne150,-1.67,6821.348,1.5,-325.84182,PyridineEthyne,2.470091000024695,1.45049999999992
PyridineEthyne200,-0.62,6821.3545,2.0,-325.8401333,PyridineEthyne,3.52849525003694,1.4570000000003347
PyridinePyridineCHN090,-2.8,10876.833,0.9,-496.9126987,PyridinePyridineCHN,1.504054749966599,2.335000000000946
PyridinePyridineCHN095,-3.82,10875.569,0.95,-496.9144642,PyridinePyridineCHN,0.3962034999858588,1.0709999999999127
PyridinePyridineCHN100,-4.15,10874.6455,1.0,-496.9150956,PyridinePyridineCHN,0.0,0.14750000000094587
PyridinePyridineCHN105,-3.89,10874.498,1.05,-496.9147202,PyridinePyridineCHN,0.23556350002763793,0.0
PyridinePyridineCHN110,-3.45,10874.701,1.1,-496.9140399,PyridinePyridineCHN,0.6624517500167713,0.2029999999995198
PyridinePyridineCHN125,-2.18,10875.509,1.25,-496.9120938,PyridinePyridineCHN,1.8836294999928214,1.011000000000422
PyridinePyridineCHN150,-1.01,10875.903,1.5,-496.9103477,PyridinePyridineCHN,2.9793072500033304,1.4050000000006548
PyridinePyridineCHN200,-0.28,10876.402,2.0,-496.9092236,PyridinePyridineCHN,3.6846800000057556,1.904000000000451
PyridinePyridinepipi090,-1.32,10874.442,0.9,-496.9132532,PyridinePyridinepipi,0.9707424999796785,2.1859999999996944
PyridinePyridinepipi095,-3.17,10872.365,0.95,-496.9145012,PyridinePyridinepipi,0.1876224999432452,0.10900000000037835
PyridinePyridinepipi100,-3.83,10872.256,1.0,-496.9148002,PyridinePyridinepipi,0.0,0.0
PyridinePyridinepipi105,-3.86,10872.991,1.05,-496.9146004,PyridinePyridinepipi,0.12537449999945238,0.7350000000005821
PyridinePyridinepipi110,-3.58,10873.797,1.1,-496.9141568,PyridinePyridinepipi,0.4037334999884479,1.5410000000010768
PyridinePyridinepipi125,-2.36,10874.986,1.25,-496.9125858,PyridinePyridinepipi,1.3895359999733046,2.7300000000013824
PyridinePyridinepipi150,-0.96,10875.93,1.5,-496.910848,PyridinePyridinepipi,2.4800054999650456,3.6740000000008877
PyridinePyridinepipi200,-0.24,10876.55,2.0,-496.909522,PyridinePyridinepipi,3.312070499989204,4.293999999999869
PyridinePyridineTS090,-2.53,10874.884,0.9,-496.9114978,PyridinePyridineTS,2.4338842499419115,1.5949999999993452
PyridinePyridineTS095,-3.31,10874.014,0.95,-496.9144387,PyridinePyridineTS,0.5884694999549538,0.7249999999985448
PyridinePyridineTS100,-3.53,10873.454,1.0,-496.9153765,PyridinePyridineTS,0.0,0.16499999999905413
PyridinePyridineTS105,-3.45,10873.289,1.05,-496.9152934,PyridinePyridineTS,0.05214524996699765,0.0
PyridinePyridineTS110,-3.22,10873.41,1.1,-496.9147504,PyridinePyridineTS,0.39287774998228997,0.12099999999918509
PyridinePyridineTS125,-2.29,10874.498,1.25,-496.9127114,PyridinePyridineTS,1.6723502499517053,1.2089999999989232
PyridinePyridineTS150,-1.18,10875.866,1.5,-496.9105609,PyridinePyridineTS,3.0217889999621548,2.576999999999316
PyridinePyridineTS200,-0.37,10876.256,2.0,-496.9093191,PyridinePyridineTS,3.8010184999438934,2.966999999998734
PyridineUracilpipi090,-3.74,12305.434,0.9,-663.5752184,PyridineUracilpipi,3.2090349999489263,3.459999999999127
PyridineUracilpipi095,-6.17,12302.564,0.95,-663.5793174,PyridineUracilpipi,0.6369124999619089,0.5900000000001455
PyridineUracilpipi100,-6.81,12301.974,1.0,-663.5803324,PyridineUracilpipi,0.0,0.0
PyridineUracilpipi105,-6.58,12302.642,1.05,-663.5798813,PyridineUracilpipi,0.2830652499687858,0.6679999999996653
PyridineUracilpipi110,-5.97,12303.6455,1.1,-663.5788521,PyridineUracilpipi,0.9288882500259206,1.6715000000003783
PyridineUracilpipi125,-3.87,12305.917,1.25,-663.5755377,PyridineUracilpipi,3.008674249984324,3.9429999999993015
PyridineUracilpipi150,-1.78,12307.392,1.5,-663.572349,PyridineUracilpipi,5.00958349998109,5.417999999999665
PyridineUracilpipi200,-0.53,12308.458,2.0,-663.5702582,PyridineUracilpipi,6.321560500015039,6.484000000000378
UracilCyclopentane090,-3.05,14275.805,0.9,-611.8033009,UracilCyclopentane,0.985175000037998,1.768000000000029
UracilCyclopentane095,-3.97,14274.38,0.95,-611.8047159,UracilCyclopentane,0.09726249997038394,0.3429999999989377
UracilCyclopentane100,-4.13,14274.037,1.0,-611.8048709,UracilCyclopentane,0.0,0.0
UracilCyclopentane105,-3.92,14274.637,1.05,-611.804422,UracilCyclopentane,0.28168474993435666,0.6000000000003638
UracilCyclopentane110,-3.54,14275.594,1.1,-611.803749,UracilCyclopentane,0.703992249967996,1.5569999999988795
UracilCyclopentane125,-2.29,14276.828,1.25,-611.8017426,UracilCyclopentane,1.963008249993436,2.790999999999258
UracilCyclopentane150,-1.02,14278.138,1.5,-611.7997908,UracilCyclopentane,3.1877627500216477,4.1010000000005675
UracilCyclopentane200,-0.25,14278.976,2.0,-611.798476,UracilCyclopentane,4.0127997499657795,4.939000000000306
UracilEthene090,-2.57,8691.08,0.9,-493.7568842,UracilEthene,0.7218132500420325,0.0
UracilEthene095,-3.24,8691.197,0.95,-493.7578996,UracilEthene,0.08464975003153086,0.11700000000018917
UracilEthene100,-3.38,8691.248,1.0,-493.7580345,UracilEthene,0.0,0.1679999999996653
UracilEthene105,-3.24,8691.166,1.05,-493.7577144,UracilEthene,0.20086275000358,0.08599999999933061
UracilEthene110,-2.96,8691.289,1.1,-493.7571975,UracilEthene,0.5252174999914132,0.20900000000074215
UracilEthene125,-1.99,8692.474,1.25,-493.7555781,UracilEthene,1.541391000035219,1.3940000000002328
UracilEthene150,-0.93,8693.593,1.5,-493.7538971,UracilEthene,2.5962184999953024,2.5130000000008295
UracilEthene200,-0.25,8694.411,2.0,-493.7527135,UracilEthene,3.3389275000081398,3.331000000000131
UracilEthyne090,-2.79,8250.803,0.9,-492.5044712,UracilEthyne,0.9408107499475591,0.43399999999928696
UracilEthyne095,-3.56,8250.548,0.95,-492.5057221,UracilEthyne,0.1558709999662824,0.1790000000000873
UracilEthyne100,-3.74,8250.396,1.0,-492.5059705,UracilEthyne,0.0,0.027000000000043656
UracilEthyne105,-3.59,8250.369,1.05,-492.5056722,UracilEthyne,0.18718324997462332,0.0
UracilEthyne110,-3.29,8250.504,1.1,-492.5051459,UracilEthyne,0.5174364999984391,0.13500000000021828
UracilEthyne125,-2.23,8251.4795,1.25,-492.5033835,UracilEthyne,1.6233425000100397,1.110499999998865
UracilEthyne150,-1.04,8252.625,1.5,-492.5014976,UracilEthyne,2.8067447500070557,2.2559999999994034
UracilEthyne200,-0.27,8253.121,2.0,-492.5001805,UracilEthyne,3.633224999997765,2.7519999999985885
UracilNeopentane090,-2.87,14008.932,0.9,-613.0166131,UracilNeopentane,0.6693542500725016,1.4260000000012951
UracilNeopentane095,-3.6,14007.837,0.95,-613.0176596,UracilNeopentane,0.012675500009208918,0.33100000000013097
UracilNeopentane100,-3.7,14007.506,1.0,-613.0176798,UracilNeopentane,0.0,0.0
UracilNeopentane105,-3.49,14007.92,1.05,-613.0172261,UracilNeopentane,0.28469674999359995,0.4140000000006694
UracilNeopentane110,-3.15,14008.727,1.1,-613.0165913,UracilNeopentane,0.6830337500432506,1.2210000000013679
UracilNeopentane125,-2.05,14010.191,1.25,-613.0147756,UracilNeopentane,1.8223855000105686,2.6850000000013097
UracilNeopentane150,-0.92,14011.616,1.5,-613.013019,UracilNeopentane,2.924652000016067,4.110000000000582
UracilNeopentane200,-0.23,14012.256,2.0,-613.0118256,UracilNeopentane,3.673510500055272,4.75
UracilPentane090,-3.83,14008.601,0.9,-613.012998,UracilPentane,0.8295550000038929,2.2560000000012224
UracilPentane095,-4.69,14007.046,0.95,-613.0142423,UracilPentane,0.048756750009488314,0.7010000000009313
UracilPentane100,-4.84,14006.345,1.0,-613.01432,UracilPentane,0.0,0.0
UracilPentane105,-4.6,14006.5625,1.05,-613.0137892,UracilPentane,0.3330769999884069,0.21750000000065484
UracilPentane110,-4.08,14007.555,1.1,-613.0128236,UracilPentane,0.9389910000027157,1.2100000000009459
UracilPentane125,-2.44,14009.67,1.25,-613.01011,UracilPentane,2.6417749999673106,3.3250000000007276
UracilPentane150,-0.98,14011.466,1.5,-613.0078187,UracilPentane,4.079565750027541,5.121000000001004
UracilPentane200,-0.21,14012.3545,2.0,-613.0064851,UracilPentane,4.916399750043638,6.009500000000116
UracilUracilBP090,-15.7,13726.782,0.9,-830.2527079,UracilUracilBP,1.5904614999890327,0.4110000000000582
UracilUracilBP095,-16.9,13726.371,0.95,-830.2547113,UracilUracilBP,0.3333279999787919,0.0
