scan,mol_name,wb97m_energy,MACE_energy,wb97m_relative_energy,MACE_relative_energy
0.9,PentaneAcNH2090,-407.2580512,-255995.3915,0.27679024999315516,0.6045000000158325
0.95,PentaneAcNH2095,-407.2584923,-255995.8812,0,0.11480000001029111
1,PentaneAcNH2100,-407.2583895,-255995.996,0.06450699998694631,0
1.05,PentaneAcNH2105,-407.2579923,-255995.867,0.3137499999925808,0.12900000001536682
1.1,PentaneAcNH2110,-407.2574809,-255995.578,0.6346534999885023,0.4180000000051223
1.25,PentaneAcNH2125,-407.2559224,-255994.4485,1.612612250016241,1.547500000015134
1.5,PentaneAcNH2150,-407.2542492,-255992.7957,2.6625452499978053,3.2003000000258908
2,PentaneAcNH2200,-407.2529416,-255992.2098,3.483064250009278,3.7862000000022817
0.9,PentaneAcOH090,-427.1403432,-268493.0747,0.14501525000483184,0.46020000003045425
0.95,PentaneAcOH095,-427.1405743,-268493.4297,0,0.1052000000490807
1,PentaneAcOH100,-427.1404494,-268493.5349,0.07837475000187055,0
1.05,PentaneAcOH105,-427.1401312,-268493.4316,0.27804525002565583,0.1033000000170432
1.1,PentaneAcOH110,-427.1397387,-268493.1672,0.5243390000102011,0.36770000000251457
1.25,PentaneAcOH125,-427.1385099,-268492.2307,1.2954110000323737,1.3042000000132248
1.5,PentaneAcOH150,-427.1369321,-268490.8142,2.2854805000010003,2.7207000000053085
2,PentaneAcOH200,-427.1359049,-268490.5322,2.930048500007274,3.002700000011828
0.9,PentanePentane090,-395.788235,-248785.5466,0.5567180000140581,0.8510999999998603
0.95,PentanePentane095,-395.7891222,-248786.3614,0,0.036300000007031485
1,PentanePentane100,-395.7890523,-248786.3977,0.04386225001766775,0
1.05,PentanePentane105,-395.7885404,-248786.0594,0.3650795000127971,0.33830000000307336
1.1,PentanePentane110,-395.7878642,-248785.6802,0.789395000004447,0.7174999999988358
1.25,PentanePentane125,-395.7859098,-248784.5081,2.0157809999970766,1.8895999999949709
1.5,PentanePentane150,-395.7839824,-248782.8647,3.2252244999968127,3.532999999995809
2,PentanePentane200,-395.7826406,-248782.4151,4.067204000018307,3.9825999999884516
0.9,PeptideEthene090,-327.3335617,-205756.0936,0.34123450000166144,0.43340000000898726
0.95,PeptideEthene095,-327.3340894,-205756.4589,0.010102750024429952,0.06810000000405125
1,PeptideEthene100,-327.3341055,-205756.527,0,0
1.05,PeptideEthene105,-327.3338426,-205756.4201,0.16496974999725467,0.10690000001341105
1.1,PeptideEthene110,-327.3334475,-205756.1947,0.4128950000276177,0.33230000000912696
1.25,PeptideEthene125,-327.3321508,-205755.3371,1.2265742499992882,1.1898999999975786
1.5,PeptideEthene150,-327.3305804,-205754.0843,2.2120002500295755,2.442700000014156
2,PeptideEthene200,-327.3293842,-205753.7209,2.9626157500177897,2.8061000000161584
0.9,PeptideMeNH2090,-344.622406,-216623.4831,0.6719897500012451,0.8185999999986961
0.95,PeptideMeNH2095,-344.6232857,-216624.1258,0.11997800001097403,0.17590000000200234
1,PeptideMeNH2100,-344.6234769,-216624.3017,0,0
1.05,PeptideMeNH2105,-344.6232221,-216624.1788,0.15988699999581968,0.12290000001667067
1.1,PeptideMeNH2110,-344.6226945,-216623.8236,0.49095599999461115,0.4781000000075437
1.25,PeptideMeNH2125,-344.6204725,-216622.3713,1.8852610000055847,1.930400000012014
1.5,PeptideMeNH2150,-344.6171106,-216620.1443,3.9948532500154954,4.157399999996414
2,PeptideMeNH2200,-344.6137947,-216617.3612,6.0755804999912755,6.940499999996973
0.9,PeptideMeOH090,-364.4977784,-229116.4034,0.5724682499885603,0.8614999999990687
0.95,PeptideMeOH095,-364.4985317,-229117.031,0.09977249999778337,0.23390000002109446
1,PeptideMeOH100,-364.4986907,-229117.2649,0,0
1.05,PeptideMeOH105,-364.4984747,-229117.2498,0.13554000001448685,0.015100000018719584
1.1,PeptideMeOH110,-364.498034,-229117.0435,0.4120792499868742,0.22140000000945292
1.25,PeptideMeOH125,-364.4962489,-229115.9108,1.5322294999909047,1.3540999999968335
1.5,PeptideMeOH150,-364.4936487,-229114.3184,3.163855000001945,2.9465000000200234
2,PeptideMeOH200,-364.4910536,-229112.2618,4.792280250006797,5.003100000001723
0.9,PeptidePentane090,-446.5896608,-280718.4339,0.34958025002339355,0.6193000000203028
0.95,PeptidePentane095,-446.5902179,-280718.9273,0,0.1259000000427477
1,PeptidePentane100,-446.5901283,-280719.0532,0.056224000014992725,0
1.05,PeptidePentane105,-446.5897032,-280718.941,0.32297425003349645,0.1122000000323169
1.1,PeptidePentane110,-446.5891061,-280718.6315,0.6976545000291878,0.42170000000623986
1.25,PeptidePentane125,-446.5872167,-280717.3818,1.8832530000177883,1.6714000000501983
1.5,PeptidePentane150,-446.5849166,-280715.3658,3.3265657500263046,3.6873999999952503
2,PeptidePentane200,-446.5833805,-280714.7896,4.2904685000324605,4.263600000005681
0.9,PeptidePeptide090,-497.396228,-312655.4339,0.633084749992463,0.5926999999792315
0.95,PeptidePeptide095,-497.3970789,-312655.9537,0.09914499999936766,0.07289999997010455
1,PeptidePeptide100,-497.3972369,-312656.0266,0,0
1.05,PeptidePeptide105,-497.3969476,-312655.7709,0.18153575001250033,0.25569999997969717
1.1,PeptidePeptide110,-497.3963817,-312655.2817,0.5366379999934168,0.7448999999905936
1.25,PeptidePeptide125,-497.3940366,-312653.5045,2.0081882500019788,2.5221000000019558
1.5,PeptidePeptide150,-497.3904163,-312651.0556,4.279926499980604,4.97099999996135
2,PeptidePeptide200,-497.3861955,-312647.2525,6.928478500006605,8.774099999980535
0.9,PeptideWater090,-325.1786651,-204401.8304,0.491960000006344,0.5479999999806751
0.95,PeptideWater095,-325.1793152,-204402.2699,0.08402224998761199,0.10849999997299165
1,PeptideWater100,-325.1794491,-204402.3784,0,0
1.05,PeptideWater105,-325.1792692,-204402.2263,0.11288724998607336,0.15209999997750856
1.1,PeptideWater110,-325.1789087,-204401.935,0.33910099998564647,0.44339999998919666
1.25,PeptideWater125,-325.1774591,-204401.1259,1.248724999986166,1.2524999999732245
1.5,PeptideWater150,-325.1753936,-204399.8017,2.5448262499953955,2.576699999975972
2,PeptideWater200,-325.1733293,-204397.6534,3.84017450001366,4.724999999976717
0.9,PyridineEthene090,-327.0936495,-205605.7343,0.8250997499713719,1.5271999999822583
0.95,PyridineEthene095,-327.0947117,-205606.9311,0.15856924998487898,0.3304000000061933
1,PyridineEthene100,-327.0949644,-205607.2615,0,0
1.05,PyridineEthene105,-327.0948117,-205607.0039,0.09581925000063052,0.25759999998263083
1.1,PyridineEthene110,-327.09447,-205606.3941,0.3102359999871851,0.8673999999882653
1.25,PyridineEthene125,-327.093383,-205604.751,0.9923284999771909,2.510500000003958
1.5,PyridineEthene150,-327.092381,-205604.4676,1.6210834999948531,2.7938999999896623
2,PyridineEthene200,-327.0918158,-205604.4676,1.9757464999840124,2.7938999999896623
0.9,PyridineEthyne090,-325.8451328,-204822.37,0.3913090000250463,0
0.95,PyridineEthyne095,-325.845678,-204821.6115,0.04919600000420132,0.7584999999962747
1,PyridineEthyne100,-325.8457564,-204820.9014,0,1.4685999999928754
1.05,PyridineEthyne105,-325.8455479,-204820.5593,0.130833750026369,1.810700000001816
1.1,PyridineEthyne110,-325.8451742,-204820.4627,0.36533050003356493,1.9072999999916647
1.25,PyridineEthyne125,-325.8437486,-204819.5176,1.2598945000007689,2.8524000000033993
1.5,PyridineEthyne150,-325.84182,-204817.9589,2.470091000027139,4.411099999997532
2,PyridineEthyne200,-325.8401333,-204817.1521,3.528495250022985,5.217899999988731
0.9,PyridinePyridineCHN090,-496.9126987,-312349.2995,1.504054749969299,2.4505999999819323
0.95,PyridinePyridineCHN095,-496.9144642,-312350.9767,0.3962034999841535,0.7734000000054948
1,PyridinePyridineCHN100,-496.9150956,-312351.7501,0,0
1.05,PyridinePyridineCHN105,-496.9147202,-312351.4775,0.2355634999973688,0.2726000000257045
1.1,PyridinePyridineCHN110,-496.9140399,-312351.1239,0.6624517499967908,0.6261999999987893
1.25,PyridinePyridineCHN125,-496.9120938,-312349.8406,1.8836294999954362,1.9095000000088476
1.5,PyridinePyridineCHN150,-496.9103477,-312348.8587,2.9793072499899154,2.8914000000222586
2,PyridinePyridineCHN200,-496.9092236,-312348.6099,3.684679999971081,3.1402000000234693
0.9,PyridinePyridinepipi090,-496.9132532,-312351.5195,0.9707425000102887,1.8171999999904074
0.95,PyridinePyridinepipi095,-496.9145012,-312353.0023,0.18762249998999891,0.3343999999924563
1,PyridinePyridinepipi100,-496.9148002,-312353.3367,0,0
1.05,PyridinePyridinepipi105,-496.9146004,-312353.1074,0.12537450001161687,0.229300000006333
1.1,PyridinePyridinepipi110,-496.9141568,-312352.317,0.4037335000008113,1.0197000000043772
1.25,PyridinePyridinepipi125,-496.9125858,-312349.1036,1.3895360000087464,4.2331000000122
1.5,PyridinePyridinepipi150,-496.910848,-312348.6762,2.4800055000092414,4.660499999998137
2,PyridinePyridinepipi200,-496.909522,-312348.6762,3.3120705000129647,4.660499999998137
0.9,PyridinePyridineTS090,-496.9114978,-312350.5923,2.4338842499830093,1.1137999999918975
0.95,PyridinePyridineTS095,-496.9144387,-312351.4067,0.5884694999838302,0.29940000001806766
1,PyridinePyridineTS100,-496.9153765,-312351.7061,0,0
1.05,PyridinePyridineTS105,-496.9152934,-312351.6924,0.052145249989621334,0.013700000010430813
1.1,PyridinePyridineTS110,-496.9147504,-312351.5792,0.39287774998541636,0.1269000000320375
1.25,PyridinePyridineTS125,-496.9127114,-312350.8895,1.6723502500009602,0.8166000000201166
1.5,PyridinePyridineTS150,-496.9105609,-312349.1114,3.021788999982533,2.5947000000160187
2,PyridinePyridineTS200,-496.9093191,-312348.6611,3.80101849998411,3.044999999983702
0.9,PyridineUracilpipi090,-663.5752184,-417110.9271,3.209034999959215,4.2946000000229105
0.95,PyridineUracilpipi095,-663.5793174,-417114.4636,0.6369124999613973,0.7580999999772757
1,PyridineUracilpipi100,-663.5803324,-417115.2217,0,0
1.05,PyridineUracilpipi105,-663.5798813,-417114.6254,0.2830652499773123,0.5962999999755993
1.1,PyridineUracilpipi110,-663.5788521,-417113.4664,0.9288882500160867,1.7553000000189058
1.25,PyridineUracilpipi125,-663.5755377,-417109.0519,3.008674249958574,6.169799999974202
1.5,PyridineUracilpipi150,-663.572349,-417108.2794,5.009583499964663,6.942299999995157
2,PyridineUracilpipi200,-663.5702582,-417108.2794,6.321560499976613,6.942299999995157
0.9,UracilCyclopentane090,-611.8033009,-384568.7835,0.9851750000095194,1.4033000000054017
0.95,UracilCyclopentane095,-611.8047159,-384569.905,0.09726249996845127,0.28179999999701977
1,UracilCyclopentane100,-611.8048709,-384570.1868,0,0
1.05,UracilCyclopentane105,-611.804422,-384569.923,0.28168474995226234,0.26380000001518056
1.1,UracilCyclopentane110,-611.803749,-384569.3667,0.7039922499561158,0.8201000000117347
1.25,UracilCyclopentane125,-611.8017426,-384567.8671,1.9630082499733703,2.3197000000509433
1.5,UracilCyclopentane150,-611.7997908,-384565.7413,3.1877627499915206,4.445500000030734
2,UracilCyclopentane200,-611.798476,-384565.6684,4.012799749948783,4.518400000000838
0.9,UracilEthene090,-493.7568842,-310366.288,0.7218132500038621,1.7587000000057742
0.95,UracilEthene095,-493.7578996,-310367.6349,0.08464975002169695,0.4118000000016764
1,UracilEthene100,-493.7580345,-310368.0467,0,0
1.05,UracilEthene105,-493.7577144,-310367.7945,0.20086275000650744,0.25219999998807907
1.1,UracilEthene110,-493.7571975,-310367.1757,0.5252174999937154,0.8709999999846332
1.25,UracilEthene125,-493.7555781,-310365.0674,1.5413910000177111,2.979300000006333
1.5,UracilEthene150,-493.7538971,-310364.14,2.596218499994052,3.90669999999227
2,UracilEthene200,-493.7527135,-310364.14,3.3389274999879603,3.90669999999227
0.9,UracilEthyne090,-492.5044712,-309579.8552,0.9408107499859852,1.242900000012014
0.95,UracilEthyne095,-492.5057221,-309580.9156,0.15587099998455756,0.1824999999953434
1,UracilEthyne100,-492.5059705,-309581.0981,0,0
1.05,UracilEthyne105,-492.5056722,-309580.7017,0.18718324999824176,0.3964000000269152
1.1,UracilEthyne110,-492.5051459,-309579.9917,0.517436499991959,1.1063999999896623
1.25,UracilEthyne125,-492.5033835,-309577.8265,1.6233425000034174,3.271599999978207
1.5,UracilEthyne150,-492.5014976,-309576.8292,2.806744749997563,4.268900000024587
2,UracilEthyne200,-492.5001805,-309576.8265,3.6332249999939847,4.271599999978207
0.9,UracilNeopentane090,-613.0166131,-385331.5099,0.6693542500150329,1.106099999975413
0.95,UracilNeopentane095,-613.0176596,-385332.459,0.012675499996532835,0.15700000000651926
1,UracilNeopentane100,-613.0176798,-385332.616,0,0
1.05,UracilNeopentane105,-613.0172261,-385332.375,0.28469674998746086,0.24099999997997656
1.1,UracilNeopentane110,-613.0165913,-385331.9142,0.6830337500232986,0.7017999999807216
1.25,UracilNeopentane125,-613.0147756,-385330.2439,1.8223854999931177,2.3720999999786727
1.5,UracilNeopentane150,-613.013019,-385328.537,2.924652000006631,4.078999999968801
2,UracilNeopentane200,-613.0118256,-385328.5224,3.6735105000278168,4.0935999999637716
0.9,UracilPentane090,-613.012998,-385329.4747,0.8295549999743912,1.1234999999869615
0.95,UracilPentane095,-613.0142423,-385330.5137,0.04875675001244417,0.08449999999720603
1,UracilPentane100,-613.01432,-385330.5982,0,0
1.05,UracilPentane105,-613.0137892,-385330.2102,0.3330769999865879,0.38800000003539026
1.1,UracilPentane110,-613.0128236,-385329.4592,0.9389909999691781,1.13900000002468
1.25,UracilPentane125,-613.01011,-385327.3549,2.641774999964639,3.243300000031013
1.5,UracilPentane150,-613.0078187,-385325.2679,4.079565749979963,5.330300000030547
2,UracilPentane200,-613.0064851,-385325.2538,4.916399750021583,5.3444000000017695
0.9,UracilUracilBP090,-830.2527079,-521883.1304,1.590461499993694,0.8180999999749474
0.95,UracilUracilBP095,-830.2547113,-521883.9444,0.3333279999716865,0.004100000020116568
1,UracilUracilBP100,-830.2552425,-521883.9485,0,0
1.05,UracilUracilBP105,-830.2548,-521883.5286,0.27766874997666946,0.4198999999789521
1.1,UracilUracilBP110,-830.2537395,-521882.825,0.9431324999729895,1.1234999999869615
1.25,UracilUracilBP125,-830.2489816,-521879.4069,3.9287147500184005,4.5415999999968335
1.5,UracilUracilBP150,-830.2413533,-521874.0971,8.715472999996337,9.851399999985006
2,UracilUracilBP200,-830.2333969,-521869.2219,13.708114000003775,14.726599999994505
0.9,UracilUracilpipi090,-830.2416691,-521874.2769,2.0768995000068458,3.565699999977369
0.95,UracilUracilpipi095,-830.2444326,-521876.8856,0.34280324999770073,0.9569999999948777
1,UracilUracilpipi100,-830.2449789,-521877.8426,0,0
1.05,UracilUracilpipi105,-830.2443435,-521877.7645,0.39871349997781635,0.07809999998426065
1.1,UracilUracilpipi110,-830.2431239,-521876.8067,1.164012499986029,1.0358999999589287
1.25,UracilUracilpipi125,-830.2389718,-521871.6293,3.7694552500209966,6.213300000003073
1.5,UracilUracilpipi150,-830.2343427,-521867.6219,6.674215500013645,10.2206999999471
2,UracilUracilpipi200,-830.2308242,-521867.4212,8.88207424996807,10.42139999999199
0.9,WaterMeNH2090,-172.4098741,-108373.851,0.40072150000128204,0.49539999999979045
0.95,WaterMeNH2095,-172.4104977,-108374.3134,0.009412499994070345,0.03299999999580905
1,WaterMeNH2100,-172.4105127,-108374.3464,0,0
1.05,WaterMeNH2105,-172.4101435,-108374.0938,0.2316729999964906,0.25259999999252614
1.1,WaterMeNH2110,-172.4095476,-108373.6401,0.605600250001217,0.7062999999907333
1.25,WaterMeNH2125,-172.4072948,-108372.1042,2.0192322500061977,2.2421999999933178
1.5,WaterMeNH2150,-172.4040931,-108370.1047,4.028298999991691,4.241699999998673
2,WaterMeNH2200,-172.4011125,-108367.8587,5.898625499992178,6.487699999997858
0.9,WaterMeOH090,-192.2848637,-120866.7088,0.41929550000432414,0.53870000000461
0.95,WaterMeOH095,-192.2854767,-120867.1497,0.03463799999458672,0.09780000000318978
1,WaterMeOH100,-192.2855319,-120867.2475,0,0
1.05,WaterMeOH105,-192.2852457,-120867.1237,0.17959050000314392,0.12380000000121072
1.1,WaterMeOH110,-192.2847632,-120866.8378,0.4823592500056151,0.40970000000379514
1.25,WaterMeOH125,-192.2829554,-120865.6099,1.6167537500022178,1.6376000000018394
1.5,WaterMeOH150,-192.2804676,-120863.9596,3.177848249991584,3.287899999995716
2,WaterMeOH200,-192.278173,-120862.5209,4.617709749990979,4.726599999994505
0.9,WaterPeptide090,-325.1836441,-204404.6384,0.478907999996494,0.6626000000105705
0.95,WaterPeptide095,-325.1843533,-204405.2027,0.03388499998578709,0.09830000001238659
1,WaterPeptide100,-325.1844073,-204405.301,0,0
1.05,WaterPeptide105,-325.1840472,-204405.0632,0.22596274997880528,0.2378000000026077
1.1,WaterPeptide110,-325.1834397,-204404.6114,0.6071689999794216,0.6896000000124332
1.25,WaterPeptide125,-325.1810784,-204402.9437,2.0888847499908536,2.357300000003306
1.5,WaterPeptide150,-325.1775839,-204400.8518,4.281683499983302,4.449200000002747
2,WaterPeptide200,-325.1737049,-204398.0078,6.71575599997297,7.293200000014622
0.9,WaterPyridine090,-324.9444591,-204254.8725,0.45368249999597765,0.2474999999976717
0.95,WaterPyridine095,-324.945132,-204255.12,0.0314377500062335,0
1,WaterPyridine100,-324.9451821,-204255.091,0,0.029000000009546056
1.05,WaterPyridine105,-324.9448403,-204254.9194,0.21447950000066385,0.20059999998193234
1.1,WaterPyridine110,-324.9442631,-204254.5377,0.576672500006481,0.582300000009127
1.25,WaterPyridine125,-324.9420478,-204252.8858,1.9667732499995338,2.23420000000624
1.5,WaterPyridine150,-324.9388986,-204250.8091,3.9428962499968634,4.310899999982212
2,WaterPyridine200,-324.9359743,-204248.7077,5.777894500008074,6.412299999996321
0.9,WaterWater090,-152.9667311,-96152.08422,0.3424894999984929,0.42423999999300577
0.95,WaterWater095,-152.9672509,-96152.46655,0.01631499999447783,0.04190999999991618
1,WaterWater100,-152.9672769,-96152.50846,0,0
1.05,WaterWater105,-152.9670046,-96152.31509,0.17086825000376393,0.1933699999935925
1.1,WaterWater110,-152.9665673,-96151.98796,0.4452739999958055,0.5204999999987194
1.25,WaterWater125,-152.9649673,-96150.90968,1.4492739999934656,1.5987800000002608
1.5,WaterWater150,-152.9628146,-96149.69503,2.8000932500000886,2.813429999994696
2,WaterWater200,-152.960832,-96148.28002,4.044174749994411,4.228439999991679
