mol_id,conf_id,scan,b3lyp_relative_energy,wb97m_relative_energy,MACE_relative_energy
94,23,165,0.15625,0.08640675,0.3566
94,24,180,0,0,0.2862
95,1,-165,2.5625,1.96978525,2.3642
95,2,-150,4.21875,3.543618,4.1248
95,3,-135,8.5,6.06547775,6.8947
95,4,-120,9.9375,7.36038675,8.5026
95,5,-105,11.65625,9.003621,10.1239
95,6,-90,13.46875,10.76946875,11.7002
95,7,-75,12.5,11.0760025,10.9159
95,8,-60,8.46875,7.41133975,7.4841
95,9,-45,4.625,3.901795,4.079
95,10,-30,1.8125,1.417146,1.5815
95,11,-15,0.28125,0.1489685,0.2422
95,12,0,0,0,0
95,13,15,0.28125,0.14827825,0.2423
95,14,30,1.8125,1.41633025,1.5764
95,15,45,4.625,3.90474425,4.0831
95,16,60,8.46875,7.41849325,7.4896
95,17,75,12.5,11.077634,10.9163
95,18,90,13.46875,10.7630055,11.6976
95,19,105,11.65625,9.0009855,10.1212
95,20,120,9.9375,7.35938275,8.5024
95,21,135,8.5,6.08894625,6.8662
95,22,150,1.84375,0.97532325,1.0868
95,23,165,2.5625,1.97053825,2.3649
95,24,180,1.5625,0.94670925,1.1888
96,1,-165,4.59375,4.6365975,4.7413
96,2,-150,3.0625,2.9699575,2.8899
96,3,-135,1.71875,1.68565325,1.6525
96,4,-120,0.65625,0.6504665,0.7201
96,5,-105,0,0.01650325,0.2413
96,6,-90,0.4375,0.32899825,0.2926
96,7,-75,0.53125,1.01749125,0.5091
96,8,-60,0.25,0.64437975,0.0392
96,9,-45,0.46875,0.7594005,0
96,10,-30,1.3125,1.41564,0.7388
96,11,-15,2.40625,2.266781,1.9064
96,12,0,3.90625,3.59250025,3.5368
96,13,15,2.40625,2.266781,1.9064
96,14,30,1.3125,1.4155145,0.7388
96,15,45,0.46875,0.7594005,0
96,16,60,0.25,0.64425425,0.0392
96,17,75,0.53125,1.0171775,0.5088
96,18,90,0.4375,0.330567,0.2943
96,19,105,0,0,0.2184
96,20,120,0.65625,0.66759725,0.7386
96,21,135,1.71875,1.682202,1.6476
96,22,150,3.0625,2.969832,2.8921
96,23,165,4.59375,4.635719,4.7391
96,24,180,6.21875,6.588248,6.8104
97,1,-165,7,6.37621575,6.7206
97,2,-150,7.4375,6.623388,6.743
97,3,-135,8.21875,7.12883925,6.9871
97,4,-120,9.40625,8.0351375,7.7541
97,5,-105,10.90625,9.333435,8.9863
97,6,-90,12.5,10.82029625,10.3337
97,7,-75,7.0625,5.9049005,5.7721
97,8,-60,4.40625,3.6401275,3.6573
97,9,-45,2.34375,1.92171875,1.977
97,10,-30,1,0.8018195,0.8344
97,11,-15,0.25,0.19132475,0.1974
97,12,0,0,0,0
97,13,15,0.25,0.19396025,0.2002
97,14,30,1,0.80489425,0.8371
97,15,45,2.34375,1.92460525,1.9796
97,16,60,4.40625,3.6391235,3.6528
97,17,75,7.0625,5.90458675,5.776
97,18,90,12.5,10.81703325,10.3314
97,19,105,10.90625,9.333686,8.9866
97,20,120,9.40625,8.0351375,7.7541
97,21,135,8.21875,7.12695675,6.9856
97,22,150,7.46875,6.6217565,6.7439
97,23,165,7,6.37696875,6.7218
97,24,180,6.84375,6.3047435,6.7305
98,1,-165,0.375,0.07599025,0
98,2,-150,1.625,0.73323375,0.5778
98,3,-135,3.3125,1.701278,1.786
98,4,-120,5.15625,2.86911825,3.4336
98,5,-105,6.6875,4.00614825,5.0463
98,6,-90,7.21875,4.60679125,5.9685
98,7,-75,6.40625,3.87085925,4.9075
98,8,-60,4.8125,2.6707655,3.1997
98,9,-45,3,1.50480775,1.5271
98,10,-30,1.40625,0.60698075,0.4314
98,11,-15,0,0,0.6255
98,12,0,0.375,0.67023275,1.328
98,13,15,0,0.0003765,0.6254
98,14,30,1.40625,0.60742,0.4323
98,15,45,3,1.50907475,1.5303
98,16,60,4.8125,2.66618475,3.192
98,17,75,6.40625,3.870922,4.9075
98,18,90,7.21875,4.60679125,5.9685
98,19,105,6.6875,3.993912,5.0178
98,20,120,5.15625,2.8652905,3.4295
98,21,135,3.3125,1.69676,1.7828
98,22,150,1.625,0.734175,0.5795
98,23,165,0.0625,0.02691975,0.6737
98,24,180,0.375,0.6720525,1.3303
99,1,-165,0.28125,0.199294,0.2319
99,2,-150,1.125,0.7990585,0.9114
99,3,-135,2.46875,1.7646555,1.9625
99,4,-120,4.03125,2.91254125,3.125
99,5,-105,5.40625,3.927397,4.0238
99,6,-90,6.125,4.44521,4.3571
99,7,-75,5.75,4.2934805,4.1366
99,8,-60,4.59375,3.58371525,3.4596
99,9,-45,3.28125,2.73219775,2.5902
99,10,-30,2.25,2.0713775,1.8547
99,11,-15,1.65625,1.72116975,1.4278
99,12,0,1.46875,1.62792325,1.2988
99,13,15,1.65625,1.7212325,1.4278
99,14,30,2.25,2.07131475,1.8547
99,15,45,3.28125,2.7300015,2.5885
99,16,60,4.59375,3.58371525,3.4596
99,17,75,5.75,4.3015125,4.1491
99,18,90,6.125,4.44740625,4.3533
99,19,105,5.40625,3.9265185,4.0248
99,20,120,4.03125,2.912855,3.1253
99,21,135,2.46875,1.76471825,1.9625
99,22,150,1.125,0.79899575,0.9114
99,23,165,0.28125,0.199294,0.2319
99,24,180,0,0,0
100,1,-165,15.875,14.41172975,13.3844
100,2,-150,14.65625,13.2105065,12.1524
100,3,-135,14.25,12.84536425,11.7405
100,4,-120,14.46875,12.86205575,11.7918
100,5,-105,14.78125,12.82980225,11.7147
100,6,-90,14.28125,12.1327125,10.9539
100,7,-75,12.34375,10.411229,9.3764
100,8,-60,9.1875,7.85033875,7.005
100,9,-45,5.65625,4.95367325,4.3104
100,10,-30,2.625,2.356388,1.9907
100,11,-15,0.65625,0.60610225,0.5071
100,12,0,0,0,0
100,13,15,0.65625,0.603906,0.5015
100,14,30,2.625,2.35632525,1.9927
100,15,45,5.65625,4.96685075,4.3189
100,16,60,9.1875,7.85222125,7.0079
100,17,75,12.34375,10.41116625,9.3764
100,18,90,14.3125,12.12361375,10.9531
100,19,105,14.78125,12.82967675,11.7147
100,20,120,14.46875,12.86117725,11.7915
100,21,135,14.25,12.8458035,11.7405
100,22,150,14.65625,13.210632,12.1524
100,23,165,15.875,14.415181,13.3885
100,24,180,17.875,16.30928975,15.2362
101,1,-165,4.8125,4.23744475,3.8008
101,2,-150,5.0625,4.57742425,4.1533
101,3,-135,5.4375,4.990884,4.5769
101,4,-120,5.78125,5.350818,4.9428
101,5,-105,6.03125,5.60213175,5.1283
101,6,-90,6.21875,5.80657125,5.1649
101,7,-75,6.40625,6.1029395,5.2036
101,8,-60,6.84375,6.5477115,5.3118
101,9,-45,7.46875,7.1784745,5.6431
101,10,-30,8.1875,7.77905475,6.1027
101,11,-15,8.6875,8.18969075,6.4265
101,12,0,3.09375,2.77210675,2.565
101,13,15,2.46875,2.3085725,2.0211
101,14,30,2.0625,2.04533625,1.7421
101,15,45,1.03125,1.1873555,1.0671
101,16,60,0,0.152106,0.1483
101,17,75,0.03125,0,0
101,18,90,1.03125,0.6800845,0.5768
101,19,105,2.5625,1.843595,1.7133
101,20,120,3.84375,2.85117175,2.7372
101,21,135,4.53125,3.47063975,3.5808
101,22,150,5.0625,4.5773615,4.1532
101,23,165,4.8125,4.23706825,3.8004
101,24,180,4.71875,4.10636,3.667
102,1,-165,2.78125,2.3005405,2.186
102,2,-150,2.0625,1.6946265,1.7523
102,3,-135,1.1875,0.947776,1.2931
102,4,-120,0.375,0.21717775,0.6372
102,5,-105,0,0,0
102,6,-90,0.5,0.49202275,0.1381
102,7,-75,1.34375,1.316997,0.5783
102,8,-60,2.0625,1.940732,1.2039
102,9,-45,2.3125,2.09365375,1.4492
102,10,-30,2.1875,1.8429675,1.2934
102,11,-15,1.96875,1.507757,1.1573
102,12,0,1.71875,1.33783,1.1578
102,13,15,1.9375,1.5043685,1.1553
102,14,30,2.1875,1.84290475,1.2934
102,15,45,2.3125,2.07545625,1.4342
102,16,60,2.0625,1.941485,1.2046
102,17,75,1.34375,1.31216525,0.5728
102,18,90,0.5,0.49202275,0.1381
102,19,105,0,0.001004,0.001
102,20,120,0.375,0.2177425,0.6393
102,21,135,1.1875,0.947776,1.2931
102,22,150,2.0625,1.69368525,1.7513
102,23,165,2.78125,2.30097975,2.1865
102,24,180,2.96875,2.4867825,2.3644
103,1,-165,2.03125,2.2297585,2.0037
103,2,-150,3.25,3.47791875,3.152
103,3,-135,3.9375,4.26951,4.0776
103,4,-120,3.84375,4.15197925,3.9644
103,5,-105,2.6875,3.10104225,2.825
103,6,-90,1.125,1.703788,1.4123
103,7,-75,0.15625,0.9463955,0.6536
103,8,-60,0.0625,0.74967425,0.475
103,9,-45,0.15625,0.93240225,0.637
103,10,-30,1.0625,1.61487125,1.3076
103,11,-15,2.59375,2.9907905,2.6873
103,12,0,3.78125,4.06362725,3.8348
103,13,15,3.9375,4.3040225,4.1206
103,14,30,3.40625,3.64633975,3.3338
103,15,45,2.25,2.50039925,2.2584
103,16,60,1.6875,1.8509995,1.4818
103,17,75,0.09375,0.30873,0.3777
103,18,90,0.09375,0,0
103,19,105,0.8125,0.435987,0.3542
103,20,120,1.375,0.969111,0.787
103,21,135,1,0.5796845,0.4727
103,22,150,0.21875,0.06645225,0.0431
103,23,165,0,0.17475875,0.238
103,24,180,1.46875,1.71690275,1.3237
104,1,-165,1.1875,1.1604985,0.4253
104,2,-150,1.78125,1.78467275,1.1569
104,3,-135,2.40625,2.389269,1.7325
104,4,-120,2.5625,2.530582,1.7925
104,5,-105,2.03125,2.01873025,1.2726
104,6,-90,1.09375,1.1484505,0.4427
104,7,-75,0,0.1185975,0.1821
104,8,-60,0.1875,0,0.2191
104,9,-45,1.03125,0.61815025,0.9242
104,10,-30,2.25,1.7887515,2.065
104,11,-15,3.3125,2.850105,2.978
104,12,0,3.6875,3.23595475,3.1289
104,13,15,3.3125,2.850858,2.9787
104,14,30,2.25,1.789379,2.0655
104,15,45,1.03125,0.61865225,0.9246
104,16,60,0.1875,0,0.2191
104,17,75,0,0.11928775,0.1825
104,18,90,1.09375,1.15001925,0.4443
104,19,105,2.03125,2.0199225,1.2739
104,20,120,2.5625,2.53252725,1.7941
104,21,135,2.40625,2.3881395,1.732
104,22,150,1.78125,1.78668075,1.1593
104,23,165,1.1875,1.15943175,0.4247
104,24,180,0.96875,0.8886655,0
105,1,-165,0.90625,0.577049,1.3276
105,2,-150,2.375,1.80638425,2.5424
105,3,-135,3.34375,2.64321825,3.2799
105,4,-120,4.03125,3.2736675,3.6098
105,5,-105,4.125,3.499693,3.4696
105,6,-90,1.8125,1.54245775,1.383
105,7,-75,0.125,0.46089875,0
105,8,-60,0,0.7802335,0.1604
105,9,-45,1.40625,2.32093425,1.6903
105,10,-30,3.6875,4.1893155,3.804
105,11,-15,4.09375,4.6119995,4.5757
105,12,0,5.40625,5.258701,5.2195
105,13,15,4.0625,3.82831475,4.0613
105,14,30,2.40625,2.1486855,2.5091
105,15,45,1.375,1.162381,1.4749
105,16,60,1.375,1.09944275,1.3837
105,17,75,0.8125,1.1409205,1.3873
105,18,90,2.53125,2.79168475,2.9331
105,19,105,4.53125,4.682656,4.7336
105,20,120,5.5,5.46972925,5.5748
105,21,135,4.53125,4.43159325,4.7524
105,22,150,2.40625,2.370444,2.94
105,23,165,0.6875,0.6371635,1.305
105,24,180,0.125,0,0.7279
106,1,-165,12.8125,12.0365795,10.8216
106,2,-150,13.09375,12.16452675,11.1992
106,3,-135,13.78125,12.63239075,11.9772
106,4,-120,14.703125,13.28649675,12.9417
106,5,-105,13.203125,11.696851,11.8896
106,6,-90,11.171875,9.7989145,10.0275
106,7,-75,8.375,7.4405185,7.6495
106,8,-60,5.265625,4.8002495,4.9205
106,9,-45,2.734375,2.52537375,2.6304
106,10,-30,1.09375,0.98084525,1.074
106,11,-15,0.234375,0.20663575,0.2689
106,12,0,0,0,0
106,13,15,0.234375,0.192266,0.2868
106,14,30,1.09375,0.98097075,1.0811
106,15,45,2.75,2.51909875,2.6279
106,16,60,5.265625,4.805897,4.9222
106,17,75,8.375,7.4405185,7.643
106,18,90,11.171875,9.804813,10.0237
106,19,105,13.203125,11.6967255,11.8887
106,20,120,14.484375,12.988246,12.9354
106,21,135,13.78125,12.63653225,11.9847
106,22,150,13.09375,12.16590725,11.2008
106,23,165,12.8125,12.0325635,10.8178
106,24,180,13.21875,12.741262,11.5524
107,1,-165,0,0,0.3512
107,2,-150,0,0.1163385,0.1897
107,3,-135,0.1875,0.38785775,0.1597
107,4,-120,0.5,0.7340495,0.1787
107,5,-105,0.6875,1.04221475,0.1079
107,6,-90,0.8125,1.18578675,0
107,7,-75,0.625,1.00293325,0.1519
107,8,-60,0.4375,0.689497,0.2285
107,9,-45,0.125,0.3306925,0.1598
107,10,-30,0,0.08326925,0.2172
107,11,-15,0.0625,0.0008785,0.3646
107,12,0,0.1875,0.09255625,0.4529
107,13,15,0.0625,0.00094125,0.3646
107,14,30,0,0.0827045,0.2161
107,15,45,0.125,0.3299395,0.1591
107,16,60,0.4375,0.6911285,0.2302
107,17,75,0.625,1.00318425,0.1519
107,18,90,0.8125,1.18917525,0.0032
107,19,105,0.6875,1.038136,0.105
107,20,120,0.5,0.733924,0.1787
107,21,135,0.1875,0.38785775,0.1597
107,22,150,0,0.115962,0.1897
107,23,165,0,0.00031375,0.3514
107,24,180,0.1875,0.09079925,0.4548
108,1,-165,0.5,1.354145,1.2246
108,2,-150,0.875,1.913373,2.0782
108,3,-135,1.125,2.20735675,2.809
108,4,-120,1.03125,1.7689225,2.4562
108,5,-105,0.5625,0.7312885,0.631
108,6,-90,0,0.095882,0.0819
108,7,-75,0.03125,0,0
108,8,-60,0.65625,0.22684125,0.1322
108,9,-45,1.5625,1.12027575,0.9448
108,10,-30,2.90625,2.4147455,2.3972
108,11,-15,4.25,3.82630675,3.9705
108,12,0,5.34375,5.06687425,5.1713
108,13,15,4.28125,4.02447125,3.8358
108,14,30,2.9375,2.63907675,2.3661
108,15,45,1.6875,1.37729975,1.0584
108,16,60,0.78125,0.5927365,0.39
108,17,75,0.28125,0.385787,0.2418
108,18,90,0.3125,0.63270825,0.5546
108,19,105,0.8125,1.30777275,1.5927
108,20,120,1.125,2.039375,2.5719
108,21,135,1.15625,2.3309115,2.885
108,22,150,0.90625,1.90188975,2.0712
108,23,165,0.53125,1.3462385,1.1854
108,24,180,0.34375,1.1050275,0.8591
109,1,-165,4.15625,4.34449625,3.4191
109,2,-150,4.15625,4.41389775,3.6736
109,3,-135,4.1875,4.46911775,4.0396
109,4,-120,4.3125,4.48894675,4.2886
109,5,-105,4.5,4.5181255,4.4692
109,6,-90,4.75,4.65674025,4.5659
109,7,-75,5.03125,4.9603875,4.6578
109,8,-60,5.46875,5.400516,4.9192
109,9,-45,5.96875,5.85049625,5.3419
109,10,-30,5.96875,5.7046025,5.2608
109,11,-15,6.0625,5.7407465,5.2236
109,12,0,1.34375,1.07020125,0.9639
109,13,15,0.4375,0.34594075,0.2945
109,14,30,0,0,0
109,15,45,0,0.08276725,0.1724
109,16,60,0.6875,0.69307375,0.7871
109,17,75,2.15625,1.89260275,1.9274
109,18,90,4.75,4.65510875,4.5624
109,19,105,4.5,4.51555275,4.4646
109,20,120,4.3125,4.491645,4.292
109,21,135,4.1875,4.47012175,4.0419
109,22,150,4.15625,4.41402325,3.6736
109,23,165,4.15625,4.3444335,3.4191
109,24,180,4.09375,4.24823775,3.3805
110,1,-165,7.40625,6.82186625,4.0064
110,2,-150,7.9375,7.52077575,5.0719
110,3,-135,7.59375,7.087236,4.7297
110,4,-120,6.3125,5.72750625,3.5654
110,5,-105,5.0625,4.40009275,2.5091
110,6,-90,4.40625,3.85868575,2.2912
110,7,-75,4.78125,4.50915225,2.7629
110,8,-60,3.25,3.0731185,1.8627
110,9,-45,1.96875,1.84943075,0.8669
110,10,-30,1.53125,1.499976,0.455
110,11,-15,1.09375,1.665385,1.334
110,12,0,0.90625,1.296917,1.0417
110,13,15,0.03125,0.1718095,0
110,14,30,0,0,0.0675
110,15,45,0.875,0.7907755,0.9263
110,16,60,2.4375,2.233147,2.0852
110,17,75,3.8125,3.63215825,3.1635
110,18,90,6.625,6.572686,4.4266
110,19,105,6.875,6.6016765,4.9674
110,20,120,6.5,6.4254745,4.5014
110,21,135,6.375,6.2723645,3.8531
110,22,150,6.3125,6.048347,3.1267
110,23,165,6.4375,6.00900275,2.8393
110,24,180,6.78125,6.22298025,3.1833
111,1,-165,2.6875,3.03264475,3.0369
111,2,-150,1.4375,1.70297225,1.6249
111,3,-135,0.375,0.47633525,0.4417
111,4,-120,0,0.0006275,0.0007
111,5,-105,0.3125,0.38898725,0.3688
111,6,-90,1.3125,1.551682,1.4982
111,7,-75,2.5625,2.89522225,2.904
111,8,-60,3.34375,3.5944455,3.6953
111,9,-45,2.78125,3.106878,3.1306
111,10,-30,1.46875,1.742944,1.6795
111,11,-15,0.375,0.477904,0.4457
111,12,0,0,0,0
111,13,15,0.375,0.47796675,0.4457
111,14,30,1.46875,1.7458305,1.6815
111,15,45,2.78125,3.1067525,3.1306
111,16,60,3.34375,3.59463375,3.6953
111,17,75,2.5625,2.8954105,2.904
111,18,90,1.3125,1.54936025,1.4969
111,19,105,0.3125,0.38886175,0.3688
111,20,120,0,0.0006275,0.0007
111,21,135,0.375,0.4762725,0.4417
111,22,150,1.4375,1.70146625,1.6237
111,23,165,2.6875,3.032582,3.0369
111,24,180,3.34375,3.60630525,3.7095
112,1,-165,6.03125,7.7720895,6.4268
112,2,-150,5.65625,7.219011,5.2152
112,3,-135,4.84375,6.07388625,4.1946
112,4,-120,4.25,4.74396275,3.001
112,5,-105,4.09375,3.83019725,2.456
112,6,-90,4.21875,3.40607,2.4633
112,7,-75,4.65625,3.858874,4.2398
112,8,-60,3.3125,2.71582,2.8275
112,9,-45,2.09375,1.7480895,1.7237
112,10,-30,1.28125,0.9940855,1.0855
112,11,-15,0.8125,0.483175,0.8269
112,12,0,0.46875,0.482422,0.8846
112,13,15,0,0,0.1246
112,14,30,0.25,0.127006,0
112,15,45,1.28125,0.86475775,0.8015
112,16,60,2.6875,1.95108575,2.3212
112,17,75,4.09375,3.12815025,3.9654
112,18,90,4.21875,3.40625825,2.4633
112,19,105,4.09375,3.83019725,2.456
112,20,120,4.25,4.744653,3.0047
112,21,135,4.84375,6.072694,4.1906
112,22,150,5.65625,7.22032875,5.2161
112,23,165,6.03125,7.771964,6.4268
112,24,180,6.25,8.2073235,6.5662
113,1,-165,0,0.109687,0.0252
113,2,-150,0.0625,0.56907975,0.161
113,3,-135,0.1875,0.92010325,0.34
113,4,-120,0.25,0.96465575,0.3517
113,5,-105,0.3125,0.74603475,0.2246
113,6,-90,0.5625,0.68453975,0.2593
113,7,-75,1.6875,1.42637025,0.7745
113,8,-60,2.1875,1.7345355,1.1332
113,9,-45,3.6875,3.16278825,2.5282
113,10,-30,5.5,4.9852365,4.3234
113,11,-15,6.875,6.27895325,5.6419
113,12,0,7.375,6.6596575,6.1268
113,13,15,6.875,6.2783885,5.6419
113,14,30,5.5,4.9852365,4.3231
113,15,45,3.6875,3.14659875,2.5092
113,16,60,2.4375,2.07068725,1.3221
113,17,75,1.25,1.160373,0.5397
113,18,90,0.5625,0.6851045,0.2592
113,19,105,0.3125,0.7455955,0.224
113,20,120,0.25,0.964593,0.352
113,21,135,0.1875,0.91935025,0.3397
113,22,150,0.0625,0.56977,0.1626
113,23,165,0,0.1100635,0.0268
113,24,180,0.125,0,0
114,1,-165,2.75,3.482123,3.6682
114,2,-150,2,2.51382775,3.1394
114,3,-135,1.21875,1.6002505,2.4667
114,4,-120,0.53125,0.88069625,1.4277
114,5,-105,0.0625,0.15856925,0.3795
114,6,-90,0,0.003765,0.0037
114,7,-75,0.125,0.256522,0.5464
114,8,-60,0.71875,1.095615,1.7633
114,9,-45,1.375,1.75957275,2.6
114,10,-30,2.15625,2.68864925,3.2347
114,11,-15,2.8125,3.5535325,3.7018
114,12,0,3.0625,3.903301,3.8682
114,13,15,2.8125,3.552403,3.7004
114,14,30,2.15625,2.69002975,3.2362
114,15,45,1.375,1.75982375,2.6004
114,16,60,0.71875,1.092101,1.7596
114,17,75,0.125,0.25853,0.5481
114,18,90,0,0,0
114,19,105,0.0625,0.1575025,0.3781
114,20,120,0.53125,0.87919025,1.4276
114,21,135,1.21875,1.6010035,2.4673
114,22,150,2,2.5136395,3.139
114,23,165,2.75,3.4814955,3.6675
114,24,180,3.0625,3.90261075,3.8666
115,1,-165,3.3125,3.12978175,3.432
115,2,-150,3,2.641273,2.7863
115,3,-135,1.65625,1.63903,1.6983
115,4,-120,0.53125,0.54749375,0.7131
115,5,-105,0,0.015311,0.0208
115,6,-90,0.5,0.3620675,0.3994
115,7,-75,0.40625,0.20814175,0.5127
115,8,-60,1.6875,1.13452,1.2921
115,9,-45,3.15625,2.5302055,2.5808
115,10,-30,4.0625,3.413851,3.4567
115,11,-15,4.125,3.543367,3.4963
115,12,0,3.875,3.483127,3.4728
115,13,15,3.34375,3.177409,3.4528
115,14,30,3.09375,2.707035,2.8215
115,15,45,1.78125,1.7242445,1.7442
115,16,60,0.53125,0.51222825,0.646
115,17,75,0,0,0
115,18,90,0.59375,0.44671725,0.4588
115,19,105,0.5,0.28582625,0.572
115,20,120,1.6875,1.150333,1.3066
115,21,135,3,2.37966825,2.4358
115,22,150,4,3.35367375,3.3899
115,23,165,4.125,3.54230025,3.5062
115,24,180,3.875,3.47465575,3.4583
116,1,-165,6.5,5.5778475,5.5423
116,2,-150,7.09375,5.98126725,5.9612
116,3,-135,8.15625,6.75560225,6.8202
116,4,-120,9.3125,7.51148875,7.4834
116,5,-105,10.1875,8.07561125,7.9269
116,6,-90,10.125,7.97533675,7.8315
116,7,-75,8.46875,6.856316,6.8213
116,8,-60,6.03125,4.97475725,5.0478
116,9,-45,3.59375,2.96399625,3.1302
116,10,-30,1.625,1.3126045,1.4889
116,11,-15,0.40625,0.32874725,0.3962
116,12,0,0,0,0
116,13,15,0.40625,0.327304,0.3932
116,14,30,1.625,1.31693425,1.4923
116,15,45,3.59375,2.95621525,3.1279
116,16,60,6.03125,4.97638875,5.0535
116,17,75,8.5,6.8559395,6.8176
116,18,90,10.09375,7.98926725,7.8405
116,19,105,10.1875,8.0755485,7.9267
116,20,120,9.3125,7.51098675,7.4821
116,21,135,8.15625,6.75359425,6.8199
116,22,150,7.09375,5.98063975,5.9606
116,23,165,6.46875,5.5914015,5.5398
116,24,180,6.34375,5.52745925,5.4619
117,1,-165,0.34375,0.22841,0.2996
117,2,-150,1.3125,1.046168,1.2644
117,3,-135,2.84375,2.43827675,2.8459
117,4,-120,4.90625,4.26856875,4.8517
117,5,-105,7.25,6.3228155,6.9651
117,6,-90,9.28125,8.174819,8.7252
117,7,-75,10.1875,9.2118255,9.2922
117,8,-60,10.34375,9.59453775,9.1227
117,9,-45,10.5625,10.0054875,9.2311
117,10,-30,11.15625,10.70370675,9.4295
117,11,-15,11.59375,10.92270425,8.9367
117,12,0,11.25,10.51784125,8.4973
117,13,15,10.625,9.912994,8.3233
117,14,30,10.15625,9.43402325,8.338
117,15,45,10.03125,9.23761575,8.5502
117,16,60,10.15625,9.23447825,8.887
117,17,75,10.09375,9.08299975,9.3278
117,18,90,9.21875,8.157751,8.7219
117,19,105,7.1875,6.3765295,6.9482
117,20,120,4.96875,4.414839,4.9091
117,21,135,2.96875,2.64008075,2.9554
117,22,150,1.40625,1.24991725,1.3807
117,23,165,0.40625,0.356671,0.3731
117,24,180,0,0,0
118,1,-165,0.0625,0.32121725,0.2952
118,2,-150,0.125,0,0
118,3,-135,0.5625,0.01223625,0.1564
118,4,-120,1.75,0.762287,0.9874
118,5,-105,3.25,1.96903225,2.3852
118,6,-90,4.625,3.126456,3.5795
118,7,-75,5.625,4.105105,4.5786
118,8,-60,6.75,5.38263225,5.9865
118,9,-45,8.25,7.17251325,7.8527
118,10,-30,9.9375,9.38809025,9.923
118,11,-15,11.5,11.6076205,11.9709
118,12,0,12.1875,12.65887125,12.9646
118,13,15,11.5,11.59814525,11.9608
118,14,30,9.9375,9.3965615,9.9354
118,15,45,8.25,7.17163475,7.8505
118,16,60,6.75,5.38275775,5.9865
118,17,75,5.625,4.10466575,4.5779
118,18,90,4.625,3.1248245,3.5778
118,19,105,3.25,1.9689695,2.3825
118,20,120,1.75,0.762287,0.9877
118,21,135,0.5625,0.0126755,0.1564
118,22,150,0.125,0.00031375,0.0001
118,23,165,0.0625,0.3201505,0.2939
118,24,180,0,0.3695975,0.3974
119,1,-165,4.90625,3.20269725,3.4723
119,2,-150,3.34375,2.2608825,2.6792
119,3,-135,1.75,1.07760575,1.2963
119,4,-120,0.5625,0.33401825,0.2825
119,5,-105,0,0.0003765,0
119,6,-90,0.25,0.24102275,0.4835
119,7,-75,1.28125,1.0096475,1.5511
119,8,-60,2.65625,1.96351025,2.7305
119,9,-45,3.65625,2.69392025,3.5948
119,10,-30,4.28125,3.259988,4.2787
119,11,-15,4.875,3.77849125,4.7939
119,12,0,5.5,4.2759105,5.031
119,13,15,4.875,3.77874225,4.7943
119,14,30,4.28125,3.26218425,4.2813
119,15,45,3.625,2.6958655,3.5952
119,16,60,2.65625,1.9604355,2.728
119,17,75,1.28125,1.009522,1.5511
119,18,90,0.25,0.23845,0.4809
119,19,105,0,0,0.0017
119,20,120,0.5625,0.33376725,0.2826
119,21,135,1.75,1.0819355,1.2936
119,22,150,3.34375,2.26056875,2.6785
119,23,165,4.90625,3.2033875,3.4728
119,24,180,5.375,3.66591775,3.7809
120,1,-165,0,0.1158365,0.0494
120,2,-150,0.28125,0.64776825,0.462
120,3,-135,1,1.5028625,1.1076
120,4,-120,2.0625,2.61209425,1.8985
120,5,-105,3.3125,3.78501725,2.6969
120,6,-90,4.6875,4.93033025,3.4621
120,7,-75,3.15625,3.729609,2.6551
120,8,-60,1.875,2.49261825,1.7897
120,9,-45,0.84375,1.36136125,0.9695
120,10,-30,0.21875,0.5535805,0.367
120,11,-15,0,0.08427325,0.0253
120,12,0,0.09375,0.00495725,0.0281
120,13,15,0,0.08515175,0.0265
120,14,30,0.21875,0.55552575,0.3702
120,15,45,0.84375,1.35998075,0.9658
120,16,60,1.875,2.48998275,1.7883
120,17,75,3.15625,3.72766375,2.6503
120,18,90,4.6875,4.930393,3.4622
120,19,105,3.3125,3.78564475,2.6966
120,20,120,2.0625,2.61560825,1.9029
120,21,135,1,1.50418025,1.1108
120,22,150,0.28125,0.6441915,0.4587
120,23,165,0,0.117217,0.0504
120,24,180,0.09375,0,0
121,1,-165,1.125,0.81129475,1.0522
121,2,-150,0.5625,0.43667725,0.723
121,3,-135,0.21875,0.158883,0.4188
121,4,-120,0,0.00169425,0.1702
121,5,-105,0.0625,0.04398775,0.0053
121,6,-90,1.1875,1.04874075,0.5808
121,7,-75,0.90625,0.88144925,0.5372
121,8,-60,0.78125,0.821523,0.7105
121,9,-45,0.8125,0.82572725,0.7696
121,10,-30,1.03125,0.90165475,0.9168
121,11,-15,1.40625,1.057463,1.1021
121,12,0,2.125,1.54509325,1.1619
121,13,15,1.40625,1.05664725,1.1027
121,14,30,1.03125,0.898078,0.9144
121,15,45,0.8125,0.82547625,0.7692
121,16,60,0.78125,0.8183855,0.7055
121,17,75,0.90625,0.880508,0.5365
121,18,90,1.1875,1.047674,0.5797
121,19,105,0.0625,0.04122675,0
121,20,120,0,0,0.1676
121,21,135,0.21875,0.15743975,0.4167
121,22,150,0.5625,0.440254,0.7289
121,23,165,1.125,0.805961,1.0467
121,24,180,1.71875,1.04334425,1.0046
122,1,-165,0.28125,0.12380575,0.1
122,2,-150,1.40625,1.15303125,1.1754
122,3,-135,2.40625,2.0666085,2.2102
122,4,-120,2.84375,2.389269,2.6178
