mol_id,conf_id,scan,b3lyp_relative_energy,wb97m_relative_energy,resff_relative_energy
144,14,30,0,0.334081,0.24316406
144,15,45,0.125,0.00558475,0.047851562
144,16,60,0.90625,0.376249,0.95214844
144,17,75,1.75,0.93353175,1.9023438
144,18,90,2.09375,1.1938815,2.3242188
144,19,105,1.71875,0.92223675,1.8652344
144,20,120,0.84375,0.34004225,0.8720703
144,21,135,0.09375,0.0006275,0
144,22,150,0,0.41898175,0.3564453
144,23,165,0.625,1.502737,1.4482422
144,24,180,1.03125,2.1609845,1.9101562
145,1,-165,3.90625,4.13039325,3.9492188
145,2,-150,2.46875,2.7932535,2.546875
145,3,-135,1.5625,1.9860375,1.7158203
145,4,-120,1.0625,1.51246325,1.3964844
145,5,-105,0.90625,1.2807275,1.0498047
145,6,-90,1.1875,1.43452775,0.99609375
145,7,-75,2.15625,2.31704375,2.0439453
145,8,-60,3.65625,3.78024825,3.3984375
145,9,-45,4.9375,4.93836225,4.1210938
145,10,-30,5.1875,5.26892925,4.4492188
145,11,-15,4.34375,4.2944845,4.0839844
145,12,0,3.09375,2.923899,3.0097656
145,13,15,1.875,1.6150595,1.7861328
145,14,30,0.9375,0.67738625,0.7451172
145,15,45,0.40625,0.20600825,0.2734375
145,16,60,0,0.052961,0.20214844
145,17,75,0,0,0
145,18,90,0.46875,0.347635,0.4111328
145,19,105,1.21875,0.94878,1.2167969
145,20,120,1.8125,1.56191025,1.7529297
145,21,135,2.46875,2.154584,2.084961
145,22,150,3.3125,3.03377425,2.671875
145,23,165,4.46875,4.4337895,3.7509766
145,24,180,5.03125,5.2058655,4.546875
146,1,-165,0,0.043423,0.15234375
146,2,-150,0.0625,0.000502,0
146,3,-135,0.71875,0.50632975,0.41601562
146,4,-120,1.875,1.46778525,1.2646484
146,5,-105,3.09375,2.43902975,1.9941406
146,6,-90,3.625,2.85857625,2.1328125
146,7,-75,3.0625,2.4340725,2.0351562
146,8,-60,1.875,1.46113375,1.3027344
146,9,-45,0.71875,0.5023765,0.44433594
146,10,-30,0.0625,0.0008785,0.009765625
146,11,-15,0,0.0360185,0.14257812
146,12,0,0.09375,0.20688675,0.3671875
146,13,15,0,0.03683425,0.14648438
146,14,30,0.0625,0,0.009765625
146,15,45,0.71875,0.50068225,0.4423828
146,16,60,1.875,1.46113375,1.3007812
146,17,75,3.0625,2.433947,2.0351562
146,18,90,3.625,2.85895275,2.1357422
146,19,105,3.09375,2.439971,1.9960938
146,20,120,1.875,1.46690675,1.2675781
146,21,135,0.71875,0.50632975,0.42285156
146,22,150,0.0625,0.00043925,0
146,23,165,0,0.043423,0.15234375
146,24,180,0.09375,0.20324725,0.3642578
147,1,-165,8.40625,8.43830625,9.43457
147,2,-150,8.03125,7.89727575,8.860352
147,3,-135,8.3125,7.99905625,8.636719
147,4,-120,8.96875,8.54648725,8.689453
147,5,-105,9.5625,8.9748815,8.080078
147,6,-90,9.0625,8.46466125,7.6777344
147,7,-75,7.5625,7.06721875,6.796875
147,8,-60,5.4375,5.02696525,5.2558594
147,9,-45,3.1875,2.85167375,3.209961
147,10,-30,1.3125,1.11098875,1.4716797
147,11,-15,0.1875,0.104667,0.35839844
147,12,0,0,0,0
147,13,15,0.1875,0.10542,0.35546875
147,14,30,1.3125,1.11023575,1.4765625
147,15,45,3.1875,2.855627,3.2128906
147,16,60,5.4375,5.02934975,5.2646484
147,17,75,7.5625,7.067909,6.796875
147,18,90,9.0625,8.46177475,7.6757812
147,19,105,9.5625,8.97933675,8.088867
147,20,120,8.96875,8.53996125,8.68457
147,21,135,8.3125,8.00583325,8.640625
147,22,150,8.03125,7.89451475,8.852539
147,23,165,8.40625,8.439875,9.457031
147,24,180,9.3125,9.38168975,8.990234
148,1,-165,0,0,0.029296875
148,2,-150,0.65625,0.46152625,0.6308594
148,3,-135,1.96875,1.75241925,1.7939453
148,4,-120,3.34375,3.2455555,3.006836
148,5,-105,1.8125,1.5779115,1.6582031
148,6,-90,0.5625,0.3926895,0.5751953
148,7,-75,0,0.018574,0.020507812
148,8,-60,0.71875,1.004502,0.84277344
148,9,-45,2.90625,3.3421905,3.1171875
148,10,-30,5.53125,6.102814,6.151367
148,11,-15,2.71875,3.127711,2.8066406
148,12,0,0.78125,1.00971025,0.8330078
148,13,15,0,0.06456975,0.005859375
148,14,30,0.34375,0.252255,0.49023438
148,15,45,1.46875,1.322268,1.5302734
148,16,60,2.90625,2.850858,2.734375
148,17,75,1.34375,1.18917525,1.4111328
148,18,90,0.28125,0.20437675,0.43847656
148,19,105,0.03125,0.0970115,0
148,20,120,0.9375,1.19168525,1.0126953
148,21,135,3.125,3.537845,3.3652344
148,22,150,5.4375,5.99180925,5.8320312
148,23,165,2.53125,2.944983,2.665039
148,24,180,0.59375,0.8336965,0.6845703
149,1,-165,6.375,5.6719725,5.6347656
149,2,-150,4.4375,3.73739,4.4194336
149,3,-135,2.4375,1.8630475,3.0512695
149,4,-120,1,0.53463,1.4814453
149,5,-105,0.25,0.03012,0.54052734
149,6,-90,0,0,0
149,7,-75,0.125,0.23845,0.18798828
149,8,-60,0.5625,0.6431875,1.2026367
149,9,-45,1.125,1.073025,2.102539
149,10,-30,1.625,1.344105,2.746582
149,11,-15,2,1.5016075,3.3515625
149,12,0,2.1875,1.564985,3.784668
149,13,15,2,1.5016075,3.3496094
149,14,30,1.625,1.344105,2.7524414
149,15,45,1.125,1.0723975,2.102539
149,16,60,0.5625,0.6431875,1.2026367
149,17,75,0.125,0.23845,0.18847656
149,18,90,0,0.0006275,0
149,19,105,0.25,0.0282375,0.5395508
149,20,120,1,0.5340025,1.4824219
149,21,135,2.4375,1.863675,3.0498047
149,22,150,4.4375,3.73739,4.4194336
149,23,165,6.375,5.6719725,5.6347656
149,24,180,7.25,6.617615,5.9467773
150,1,-165,0.34375,0.38308875,0.26367188
150,2,-150,0.0625,0.0719115,0.1484375
150,3,-135,0.6875,0.4940935,0.89160156
150,4,-120,1.6875,1.33513175,2.1503906
150,5,-105,2.59375,2.1903515,3.3652344
150,6,-90,3,2.85644275,3.7841797
150,7,-75,2.03125,2.29232025,2.3623047
150,8,-60,0.875,1.02728025,1.2529297
150,9,-45,0.125,0.16434225,0.46777344
150,10,-30,0.09375,0.1188485,0.2939453
150,11,-15,0.875,1.026088,0.92578125
150,12,0,2.5,2.831782,2.4580078
150,13,15,0.78125,0.88684575,0.6015625
150,14,30,0,0.10460425,0
150,15,45,0.03125,0.1815985,0.22265625
150,16,60,0.875,1.027092,1.1445312
150,17,75,2.125,2.2531015,2.3886719
150,18,90,3,2.78189575,3.7949219
150,19,105,2.59375,2.147556,3.2929688
150,20,120,1.5625,1.2895125,1.9638672
150,21,135,0.59375,0.43454375,0.84472656
150,22,150,0.125,0,0.25683594
150,23,165,0.34375,0.3889245,0.45996094
150,24,180,1.78125,1.67912725,1.3710938
151,1,-165,4.75,4.58608375,4.682617
151,2,-150,3.96875,3.8449435,4.1503906
151,3,-135,3.65625,3.52899725,3.7851562
151,4,-120,3.21875,3.088053,3.1699219
151,5,-105,1.21875,1.60621175,1.6767578
151,6,-90,0.6875,0.987434,1.2587891
151,7,-75,0.21875,0.454561,0.8330078
151,8,-60,0,0.0018825,0.001953125
151,9,-45,0.59375,0.36024775,0.4873047
151,10,-30,1.78125,1.585065,1.7021484
151,11,-15,3.09375,2.87551875,2.890625
151,12,0,5.4375,5.34987675,4.5009766
151,13,15,3.09375,2.8750795,2.8896484
151,14,30,1.78125,1.58186475,1.6992188
151,15,45,0.59375,0.3615655,0.47753906
151,16,60,0,0,0
151,17,75,0.21875,0.45361975,0.8310547
151,18,90,0.6875,0.990948,1.2392578
151,19,105,1.21875,1.607404,1.6757812
151,20,120,3.21875,3.03452725,3.1328125
151,21,135,3.65625,3.5301895,3.7822266
151,22,150,3.96875,3.84688875,4.147461
151,23,165,4.75,4.58633475,4.676758
151,24,180,6.125,5.97662375,6.0029297
152,1,-165,2.53125,2.236661,2.3222656
152,2,-150,1.78125,1.45259975,1.6201172
152,3,-135,1.109375,0.743964,0.82714844
152,4,-120,0.90625,0.525594,0.46972656
152,5,-105,1.234375,0.81455775,0.87109375
152,6,-90,1.859375,1.414385,1.7402344
152,7,-75,2.1875,1.979386,1.9462891
152,8,-60,2.359375,2.16832625,2.1503906
152,9,-45,2.25,2.0535565,2.116211
152,10,-30,2,1.68389625,1.8183594
152,11,-15,2.046875,1.550678,1.6992188
152,12,0,2.078125,1.54471675,1.6523438
152,13,15,2.109375,1.651831,1.7929688
152,14,30,2.46875,2.1381435,2.2011719
152,15,45,2.609375,2.3848765,2.4980469
152,16,60,2.234375,2.094846,2.2363281
152,17,75,1.546875,1.49250875,1.6464844
152,18,90,0.59375,0.468115,0.95214844
152,19,105,0.015625,0,0.17773438
152,20,120,0,0.056475,0
152,21,135,0.5,0.53582225,0.58691406
152,22,150,1.34375,1.320511,1.6210938
152,23,165,2.25,2.103631,2.3388672
152,24,180,2.75,2.50880775,2.5634766
153,1,-165,3.03125,3.030072,2.805664
153,2,-150,1.671875,1.70698825,1.5703125
153,3,-135,0.75,0.40662,0.3154297
153,4,-120,0.1875,0.0008785,0
153,5,-105,0,0.27741775,0.2109375
153,6,-90,0.34375,0.617711,0.8154297
153,7,-75,1.046875,1.32484075,1.6796875
153,8,-60,2.03125,1.86913425,2.0908203
153,9,-45,2.109375,2.010259,1.9814453
153,10,-30,1.28125,1.40880025,1.6015625
153,11,-15,0.640625,0.65780825,0.81152344
153,12,0,0.390625,0.34757225,0.43359375
153,13,15,0.640625,0.65893775,0.8173828
153,14,30,1.28125,1.40792175,1.5996094
153,15,45,2.109375,2.010761,1.9775391
153,16,60,2.03125,1.869197,2.0927734
153,17,75,1.046875,1.324276,1.6806641
153,18,90,0.34375,0.619217,0.8203125
153,19,105,0,0.27616275,0.2109375
153,20,120,0.1875,0,0.005859375
153,21,135,0.75,0.40668275,0.31640625
153,22,150,1.671875,1.70698825,1.5693359
153,23,165,3.03125,3.03026025,2.8085938
153,24,180,3.765625,3.78006,3.4189453
154,1,-165,4.875,4.91928625,5.151367
154,2,-150,4.375,4.17557325,4.0146484
154,3,-135,3.5625,3.361894,2.9238281
154,4,-120,2.96875,2.76821625,2.1904297
154,5,-105,3.15625,2.842826,1.9042969
154,6,-90,3.6875,3.233131,2.2285156
154,7,-75,4.21875,3.71398425,3.1601562
154,8,-60,5.3125,5.1114895,4.1777344
154,9,-45,7.3125,7.55177425,6.2539062
154,10,-30,8.8125,9.31530025,8.264648
154,11,-15,7.78125,8.32686225,7.7822266
154,12,0,4.125,4.8629995,5.3515625
154,13,15,2.09375,2.43727275,2.9814453
154,14,30,1.09375,1.022323,1.4306641
154,15,45,0.28125,0.2094595,0.2890625
154,16,60,0,0,0
154,17,75,0.84375,0.79083825,0.5595703
154,18,90,2.09375,2.1075215,1.2558594
154,19,105,4.28125,3.76493725,3.2998047
154,20,120,5.125,4.9179685,4.198242
154,21,135,6.71875,6.94498175,5.7226562
154,22,150,8.53125,9.10056975,7.751953
154,23,165,8.28125,8.74339675,8.185547
154,24,180,6.15625,6.47372925,6.71875
155,1,-165,2.375,1.716087,1.5380859
155,2,-150,4.53125,3.21574925,3.8720703
155,3,-135,5.15625,3.77987175,4.40625
155,4,-120,5.5,4.1222985,4.8535156
155,5,-105,5.4375,3.82040825,4.7304688
155,6,-90,3.40625,2.5234285,2.4990234
155,7,-75,2.1875,1.38897125,1.0146484
155,8,-60,2,1.3025645,0.7470703
155,9,-45,2.78125,1.7603885,1.6474609
155,10,-30,4,2.95859975,3.1591797
155,11,-15,5.53125,3.96887475,4.8085938
155,12,0,5.4375,4.14331975,4.7216797
155,13,15,5.0625,3.6993635,4.3320312
155,14,30,4.375,3.09439075,3.7861328
155,15,45,2.15625,1.542144,1.3525391
155,16,60,0.84375,0.33627725,0.002929688
155,17,75,0.0625,0.15882025,0.14550781
155,18,90,0.09375,0.04185425,0.04296875
155,19,105,0.5625,0.488948,0.44140625
155,20,120,0.75,0.70210975,0.47460938
155,21,135,0.4375,0.33885,0.35839844
155,22,150,0,0,0
155,23,165,0.21875,0.31933475,0.2998047
155,24,180,0.96875,0.410636,0.053710938
156,1,-165,0.71875,0.49026575,0.6035156
156,2,-150,2.34375,1.87603675,2.1738281
156,3,-135,4.8125,4.24572775,5.470703
156,4,-120,7.8125,6.859579,8.324219
156,5,-105,11.0625,9.3365725,10.200195
156,6,-90,11.375,9.3121,9.40918
156,7,-75,8.625,7.5584885,7.5078125
156,8,-60,5.75,5.69487625,5.495117
156,9,-45,3.21875,4.164592,3.6933594
156,10,-30,1.21875,2.75390925,3.5898438
156,11,-15,0,1.757502,3.3251953
156,12,0,2.03125,3.51556875,4.375
156,13,15,0,1.75449,3.3125
156,14,30,1.21875,2.7400415,3.6425781
156,15,45,3.21875,4.167102,3.7148438
156,16,60,5.75,5.683644,5.501953
156,17,75,8.65625,7.54336575,7.508789
156,18,90,11.375,9.30764475,9.405273
156,19,105,11.0625,9.334188,10.268555
156,20,120,7.8125,6.84395425,8.28125
156,21,135,4.8125,4.2465435,5.466797
156,22,150,2.40625,1.93615125,2.243164
156,23,165,0.78125,0.5272255,0.64746094
156,24,180,0.21875,0,0
157,1,-165,1.78125,1.73183725,1.8134766
157,2,-150,0.40625,0.42462925,0.4638672
157,3,-135,0,0.00232175,0.00390625
157,4,-120,0.34375,0.2732135,0.234375
157,5,-105,0.96875,0.85973775,0.6767578
157,6,-90,1.3125,1.21138875,0.8144531
157,7,-75,0.9375,0.8763665,0.7158203
157,8,-60,0.3125,0.2717075,0.23730469
157,9,-45,0,0.0061495,0.002929688
157,10,-30,0.46875,0.477402,0.51953125
157,11,-15,1.84375,1.8223855,1.9443359
157,12,0,3.96875,3.9071915,4.116211
157,13,15,1.84375,1.82207175,1.9443359
157,14,30,0.46875,0.477402,0.51953125
157,15,45,0,0.0061495,0.002929688
157,16,60,0.3125,0.27202125,0.23632812
157,17,75,0.9375,0.8763665,0.7158203
157,18,90,1.3125,1.206557,0.8017578
157,19,105,0.96875,0.86011425,0.67871094
157,20,120,0.34375,0.27453125,0.23144531
157,21,135,0,0,0
157,22,150,0.40625,0.42111525,0.4580078
157,23,165,1.78125,1.73208825,1.8125
157,24,180,3.96875,3.896022,3.9921875
158,1,-165,0.53125,0.4453995,0.5371094
158,2,-150,2.09375,1.86925975,2.038086
158,3,-135,4.65625,4.16465475,4.416992
158,4,-120,7.90625,7.08453775,7.3408203
158,5,-105,11.34375,10.1919805,10.333008
158,6,-90,11.5,10.4725985,11.480469
158,7,-75,8.90625,7.63397675,8.072266
158,8,-60,7.03125,5.57339225,5.3398438
158,9,-45,6.03125,4.476083,3.7441406
158,10,-30,5.78125,4.18962925,3.1738281
158,11,-15,6.09375,4.4887585,3.2910156
158,12,0,6.84375,5.24088,3.8623047
158,13,15,6.09375,4.4945315,3.296875
158,14,30,5.78125,4.1895665,3.1728516
158,15,45,6.03125,4.47514175,3.7402344
158,16,60,7.03125,5.570945,5.3378906
158,17,75,8.90625,7.63585925,8.069336
158,18,90,11.5,10.4720965,11.473633
158,19,105,11.34375,10.1862075,10.323242
158,20,120,7.90625,7.085981,7.3447266
158,21,135,4.65625,4.1637135,4.4140625
158,22,150,2.09375,1.86913425,2.0429688
158,23,165,0.53125,0.44521125,0.5371094
158,24,180,0,0,0
159,1,-165,0,0.08126125,0.16015625
159,2,-150,0.28125,0.4732605,0.7578125
159,3,-135,0.96875,1.08802225,1.6933594
159,4,-120,1.96875,1.87151875,2.7441406
159,5,-105,3.15625,2.6198125,3.4394531
159,6,-90,4.21875,3.136747,3.7304688
159,7,-75,2.59375,1.457055,1.6914062
159,8,-60,2.125,1.1574865,1.2382812
159,9,-45,2.4375,1.709812,1.4980469
159,10,-30,3.34375,2.84062975,2.2011719
159,11,-15,4.53125,4.16911,3.1230469
159,12,0,5.6875,5.28022425,3.9238281
159,13,15,4.53125,4.1694865,3.1230469
159,14,30,3.34375,2.84062975,2.1953125
159,15,45,2.4375,1.71000025,1.4980469
159,16,60,2.125,1.1572355,1.2363281
159,17,75,2.59375,1.4576825,1.6914062
159,18,90,4.21875,3.1371235,3.7363281
159,19,105,3.15625,2.6190595,3.4335938
159,20,120,1.96875,1.871958,2.7480469
159,21,135,0.96875,1.08764575,1.6933594
159,22,150,0.28125,0.47257025,0.7558594
159,23,165,0,0.081575,0.16015625
159,24,180,0.21875,0,0
160,1,-165,0,0.00144325,0.8408203
160,2,-150,1.6875,1.21051025,1.9189453
160,3,-135,4.03125,2.91542775,3.4970703
160,4,-120,6.6875,4.826981,5.5273438
160,5,-105,8.90625,6.423592,7.666992
160,6,-90,9.90625,7.194413,8.890625
160,7,-75,9.1875,6.941907,7.90625
160,8,-60,7.15625,5.62685525,5.5166016
160,9,-45,4.53125,3.74385325,3.1367188
160,10,-30,2.25,1.908604,1.2128906
160,11,-15,0.78125,0.661636,0.001953125
160,12,0,2.625,1.40453325,0.41308594
160,13,15,0.78125,0.6617615,0
160,14,30,2.25,1.9109885,1.2109375
160,15,45,4.53125,3.7367625,3.1191406
160,16,60,7.15625,5.62685525,5.517578
160,17,75,9.1875,6.936887,7.9033203
160,18,90,9.90625,7.19573075,8.888672
160,19,105,8.90625,6.42277625,7.6660156
160,20,120,6.6875,4.82829875,5.5273438
160,21,135,4.03125,2.92007125,3.4960938
160,22,150,1.6875,1.21051025,1.9189453
160,23,165,0,0,0.8408203
160,24,180,1.6875,0.7260175,1.3408203
161,1,-165,2.46875,2.79268875,3.1640625
161,2,-150,1.5625,1.95886675,1.7949219
161,3,-135,0.6875,0.8613065,0.98828125
161,4,-120,0.09375,0.14250525,0.4267578
161,5,-105,0.03125,0.000753,0.27246094
161,6,-90,0.375,0.35893,0.001953125
161,7,-75,0,0.040913,0.21777344
161,8,-60,0.1875,0.0711585,0.421875
161,9,-45,1.21875,1.014793,1.3564453
161,10,-30,2.5,2.35406625,2.6865234
161,11,-15,3.40625,3.1471635,3.6552734
161,12,0,3.5,3.1795425,3.852539
161,13,15,3.40625,3.153815,3.663086
161,14,30,2.5,2.367181,2.7001953
161,15,45,1.21875,1.01033775,1.3535156
161,16,60,0.1875,0.104416,0.4736328
161,17,75,0,0.044929,0.21386719
161,18,90,0.375,0.359683,0
161,19,105,0.03125,0,0.25683594
161,20,120,0.09375,0.14250525,0.4267578
161,21,135,0.6875,0.85735325,0.9814453
161,22,150,1.5625,1.99450875,1.8388672
161,23,165,2.46875,2.75089725,3.0966797
161,24,180,2.6875,3.42520875,3.8164062
162,1,-165,1.40625,1.87465625,2.0390625
162,2,-150,2.15625,2.5723735,2.5449219
162,3,-135,3.09375,3.3426925,3.1152344
162,4,-120,0.09375,0.21767975,0.59765625
162,5,-105,0,0,0
162,6,-90,0.40625,0.28921475,0.119140625
162,7,-75,1.25,1.115946,1.1201172
162,8,-60,1.09375,0.958067,0.79589844
162,9,-45,2.75,2.45823125,1.8857422
162,10,-30,4.125,3.6541835,3.7353516
162,11,-15,5.4375,4.85427725,5.196289
162,12,0,9.4375,8.75481725,8.089844
162,13,15,5.4375,4.84862975,5.1904297
162,14,30,4.125,3.633476,3.7314453
162,15,45,2.75,2.4598,1.8876953
162,16,60,1.09375,0.94783875,0.76953125
162,17,75,1.25,1.11437725,1.1181641
162,18,90,0.40625,0.282877,0.12207031
162,19,105,0,0.00018825,0.000976563
162,20,120,0.09375,0.21642475,0.5986328
162,21,135,3.09375,3.342567,3.1171875
162,22,150,2.15625,2.575762,2.5507812
162,23,165,1.40625,1.8843825,2.046875
162,24,180,1.1875,1.69142625,1.8193359
163,1,-165,2.78125,2.559447,2.3427734
163,2,-150,1.40625,0.93453575,1.2773438
163,3,-135,0.78125,0.30201575,1.0595703
163,4,-120,0.25,0,0.5439453
163,5,-105,0,0.08113575,0
163,6,-90,2.15625,2.42246375,3.1875
163,7,-75,3.625,3.61019575,3.9990234
163,8,-60,5.4375,5.09762175,7.642578
163,9,-45,5.25,4.9362915,7.5166016
163,10,-30,5.1875,4.850575,6.669922
163,11,-15,5.25,4.69727675,5.7978516
163,12,0,5.375,4.6937,5.1015625
163,13,15,3.625,3.088053,3.9541016
163,14,30,1.90625,1.3748525,2.1992188
163,15,45,1.3125,0.77552725,0.9980469
163,16,60,1.25,0.97921375,0.5488281
163,17,75,2.03125,2.00730975,1.2216797
163,18,90,3.6875,3.847077,2.8388672
163,19,105,5.46875,5.79879025,4.736328
163,20,120,7.15625,7.7311765,6.6328125
163,21,135,8.625,8.36338275,7.2158203
163,22,150,7.0625,6.92578025,6.1054688
163,23,165,5.15625,4.35441075,4.370117
163,24,180,3.8125,2.891269,3.3535156
164,1,-165,1.75,2.6326135,2.1425781
164,2,-150,1.0625,1.72104425,1.5537109
164,3,-135,0.4375,0.93478675,0.84375
164,4,-120,0,0.3726095,0.3798828
164,5,-105,0.0625,0.0018825,0
164,6,-90,0.90625,0.456569,0.57714844
164,7,-75,1.65625,1.124982,1.0556641
164,8,-60,3.21875,2.62000075,2.6445312
164,9,-45,4.84375,4.0161255,4.1103516
164,10,-30,6.5,5.74093475,5.5429688
164,11,-15,6,5.36355625,4.6152344
164,12,0,5.59375,5.11431325,4.095703
164,13,15,6,5.36405825,4.6191406
164,14,30,6.5,5.73578925,5.5341797
164,15,45,4.84375,4.01618825,4.111328
164,16,60,3.21875,2.620691,2.6396484
164,17,75,1.65625,1.12554675,1.0585938
164,18,90,0.90625,0.45412175,0.5751953
164,19,105,0.0625,0,0.002929688
164,20,120,0,0.3726095,0.37304688
164,21,135,0.4375,0.93579075,0.83691406
164,22,150,1.0625,1.722111,1.5556641
164,23,165,1.75,2.63330375,2.1503906
164,24,180,2.09375,3.06088225,2.3730469
165,1,-165,1.6875,2.33059775,2.7353516
165,2,-150,0.9375,1.5126515,1.8583984
165,3,-135,0.28125,0.57660975,0.7636719
165,4,-120,0,0.05001175,0.22949219
165,5,-105,0.1875,0,0
165,6,-90,0.8125,0.2817475,0.026367188
165,7,-75,1.40625,0.6369125,0.3095703
165,8,-60,1.625,0.7937875,0.39453125
165,9,-45,1.46875,0.68290825,0.35253906
165,10,-30,0.875,0.33401825,0.07519531
165,11,-15,0.21875,0.02792375,0.028320312
165,12,0,0,0.03357125,0.20410156
165,13,15,0.25,0.51059675,0.67089844
165,14,30,0.90625,1.435469,1.7304688
165,15,45,1.6875,2.286861,2.65625
165,16,60,2.15625,2.541626,2.8925781
165,17,75,2,2.0917085,2.4716797
165,18,90,1.25,1.19758375,1.4101562
165,19,105,0.40625,0.35861625,0.5917969
165,20,120,0.125,0.116715,0.15039062
165,21,135,0.34375,0.309232,0.5214844
165,22,150,1.15625,1.12454275,1.3125
165,23,165,1.96875,2.0540585,2.4121094
165,24,180,2.15625,2.54332025,2.899414
166,1,-165,8.0625,9.225505,9.186523
166,2,-150,4.1875,4.92211,5.0498047
166,3,-135,1.625,2.082045,2.1357422
166,4,-120,0.375,0.616205,0.57714844
166,5,-105,0.0625,0.09538,0.053710938
166,6,-90,0,0,0.000976563
166,7,-75,0.0625,0.0834575,0.048828125
166,8,-60,0.375,0.6093025,0.58496094
166,9,-45,1.5625,2.06824,2.1552734
166,10,-30,4,4.780295,5.0371094
166,11,-15,7.6875,8.7366825,8.991211
166,12,0,12.0625,13.495015,13.234375
166,13,15,7.6875,8.743585,8.966797
166,14,30,4,4.77402,5.0283203
166,15,45,1.5625,2.0663575,2.1503906
166,16,60,0.375,0.6067925,0.58691406
166,17,75,0.0625,0.08283,0.046875
166,18,90,0,0,0
166,19,105,0.0625,0.0897325,0.044921875
166,20,120,0.375,0.6193425,0.5830078
166,21,135,1.625,2.0826725,2.1376953
166,22,150,4.1875,4.920855,5.046875
166,23,165,8.1875,9.22174,9.15918
166,24,180,12.375,13.9386575,13.40918
167,1,-165,0,0,0
167,2,-150,0.5625,0.631014,0.5517578
167,3,-135,1.25,1.3841395,1.0146484
167,4,-120,1.71875,1.88206075,1.1601562
167,5,-105,1.875,1.9647025,1.1679688
167,6,-90,1.875,1.7162125,0.9042969
167,7,-75,2.09375,1.6225895,0.6347656
167,8,-60,3.0625,2.39673625,1.1494141
167,9,-45,4.625,3.888743,2.7363281
167,10,-30,6.15625,5.1790085,4.3378906
167,11,-15,7.53125,6.43143575,5.5664062
167,12,0,8.53125,7.33014125,6.166992
167,13,15,7.53125,6.4357655,5.5654297
167,14,30,6.15625,5.1770005,4.336914
167,15,45,4.625,3.89068825,2.7421875
167,16,60,3.0625,2.39334775,1.1523438
167,17,75,2.09375,1.639783,0.6533203
167,18,90,1.875,1.717593,0.9140625
167,19,105,1.875,1.9624435,1.1640625
167,20,120,1.71875,1.88281375,1.1640625
167,21,135,1.25,1.38395125,1.0136719
167,22,150,0.5625,0.63107675,0.55371094
167,23,165,0,0.001255,0.002929688
167,24,180,0.21875,0.414903,0.9560547
168,1,-165,1.9375,1.61895,1.6503906
168,2,-150,2.8125,2.3223775,2.3466797
168,3,-135,4.3125,3.52655,3.6201172
168,4,-120,6.1875,5.01749,5.3046875
168,5,-105,7.875,6.361595,7
168,6,-90,8.5625,6.8930875,7.9746094
168,7,-75,7.5625,6.2204075,7.1347656
168,8,-60,5.625,4.6830325,5.0126953
168,9,-45,3.375,2.840065,2.7705078
168,10,-30,1.125,0.967605,0.9824219
168,11,-15,0,0.001255,0
168,12,0,1.75,0.8603025,0.8330078
168,13,15,0,0,0.005859375
168,14,30,1.125,0.9707425,0.98828125
168,15,45,3.375,2.8356725,2.758789
168,16,60,5.625,4.674875,5.0009766
168,17,75,7.625,6.21978,7.129883
168,18,90,8.5625,6.89246,7.975586
168,19,105,7.875,6.361595,7.0029297
168,20,120,6.1875,5.018745,5.3027344
168,21,135,4.3125,3.52906,3.602539
168,22,150,2.8125,2.3223775,2.3564453
168,23,165,1.9375,1.6195775,1.6445312
168,24,180,3.6875,2.553925,2.4560547
169,1,-165,0.84375,1.508008,2.8144531
169,2,-150,1.9375,2.8110745,4.0566406
169,3,-135,3.21875,4.26756475,5.3789062
169,4,-120,3.125,2.92571875,3.7109375
169,5,-105,2.0625,2.02500525,3.040039
169,6,-90,1.0625,1.04359525,1.8076172
169,7,-75,0.25,0.1881245,1.1142578
169,8,-60,0,0,0.70996094
169,9,-45,0.78125,0.909624,1.3720703
169,10,-30,1.8125,1.92447975,2.96875
169,11,-15,3.0625,2.874703,4.0029297
169,12,0,3.625,3.03490375,4.2128906
169,13,15,3.28125,2.47216175,3.4648438
169,14,30,2.03125,1.57395825,2.1816406
169,15,45,0.59375,0.5104085,0.7519531
169,16,60,0.1875,0.05540825,0
169,17,75,0.40625,0.04574475,0.6826172
169,18,90,1.84375,1.20159975,2.0527344
169,19,105,3.5,2.62552275,3.3232422
169,20,120,4.5625,3.78125225,4.022461
169,21,135,4.5,4.04612,4.154297
169,22,150,3.375,3.1323545,3.305664
169,23,165,1.6875,1.9483875,3.3085938
169,24,180,0.65625,1.04058325,2.3730469
170,1,-165,0.46875,0.59342675,0.6489258
170,2,-150,0,0.0056475,0.012207031
170,3,-135,0.21875,0.14099925,0.07421875
170,4,-120,1.09375,0.9644675,0.94384766
170,5,-105,2.1875,1.997709,2.0952148
170,6,-90,2.71875,2.507239,2.5322266
170,7,-75,2.21875,2.00643125,2.083496
170,8,-60,1.125,0.99967025,0.9404297
170,9,-45,0.25,0.1602635,0.079589844
170,10,-30,0,0,0
170,11,-15,0.46875,0.57479,0.61572266
170,12,0,1.03125,1.212832,1.3227539
170,13,15,0.46875,0.575543,0.6176758
170,14,30,0,0,0
170,15,45,0.25,0.1602635,0.079589844
170,16,60,1.125,0.99967025,0.94091797
170,17,75,2.21875,2.00643125,2.083496
170,18,90,2.71875,2.507239,2.5322266
170,19,105,2.1875,1.99814825,2.099121
170,20,120,1.09375,0.9644675,0.94384766
