scan,b3lyp_energy,mm_energy,b3lyp_relative_energy,mm_relative_energy
120,-393416.03,-3.020533,5.439999999944121,2.6198088
135,-393418.38,-4.700973,3.089999999967404,0.9393687999999996
150,-393420.16,-5.571896,1.3099999999976717,0.06844580000000011
165,-393421.2,-5.6403418,0.2699999999604188,0
180,-393421.47,-5.434446,0,0.20589579999999952
-165,-501707.66,-88.5404,6.309999999997672,13.700389999999999
-150,-501711.22,-97.29712,2.75,4.943669999999997
-135,-501713.22,-101.14088,0.75,1.0999100000000084
-120,-501713.94,-102.23921,0.029999999969732,0.0015800000000041337
-105,-501713.97,-102.12661,0,0.11418000000000461
-90,-501713.9,-101.94719,0.0699999999487772,0.29359999999999786
-75,-501713.97,-102.11797,0,0.12282000000000437
-60,-501713.94,-102.24079,0.029999999969732,0
-45,-501713.22,-101.12499,0.75,1.1158000000000072
-30,-501711.3,-97.35821,2.669999999983702,4.882580000000004
-15,-501708.2,-89.60364,5.769999999960419,12.637150000000005
0,-501705.1,-78.13972,8.869999999995343,24.101070000000007
15,-501708.2,-89.5998,5.769999999960419,12.640990000000002
30,-501711.3,-97.35821,2.669999999983702,4.882580000000004
45,-501713.22,-101.12499,0.75,1.1158000000000072
60,-501713.94,-102.24079,0.029999999969732,0
75,-501713.97,-102.11797,0,0.12282000000000437
90,-501713.9,-101.950424,0.0699999999487772,0.2903660000000059
105,-501713.97,-102.126595,0,0.11419500000000937
120,-501713.94,-102.23923,0.029999999969732,0.0015599999999977854
135,-501713.22,-101.14115,0.75,1.099640000000008
150,-501711.22,-97.29712,2.75,4.943669999999997
165,-501707.66,-88.58654,6.309999999997672,13.654250000000005
180,-501704.72,-74.61076,9.25,27.630030000000005
-165,-463943.3,-40.400345,0.4500000000116415,0.47385500000000036
-150,-463941.94,-38.470066,1.809999999997672,2.404133999999999
-135,-463939.62,-35.43903,4.130000000004657,5.435169999999999
-120,-463936.56,-31.713907,7.190000000002328,9.160293000000003
-105,-463932.97,-27.519094,10.78000000002794,13.355106000000003
-90,-463930.5,-19.3129,13.25,21.561300000000003
-75,-463932.8,-22.993269,10.950000000011642,17.880931
-60,-463934.47,-26.386658,9.28000000002794,14.487542000000001
-45,-463935.34,-29.09732,8.409999999974389,11.776880000000002
-30,-463935.6,-30.844564,8.150000000023283,10.029636000000004
-15,-463935.3,-31.361101,8.450000000011642,9.513099
0,-463934.62,-30.519423,9.130000000004657,10.354777000000002
15,-463935.3,-31.36733,8.450000000011642,9.506870000000003
30,-463935.6,-30.838547,8.150000000023283,10.035653000000003
45,-463935.34,-29.105913,8.409999999974389,11.768287
60,-463934.5,-26.415365,9.25,14.458835
75,-463932.8,-23.00464,10.950000000011642,17.869560000000003
90,-463930.5,-19.31104,13.25,21.563160000000003
105,-463932.97,-27.47574,10.78000000002794,13.398460000000004
120,-463936.56,-31.708212,7.190000000002328,9.165988000000002
135,-463939.62,-35.43591,4.130000000004657,5.438290000000002
150,-463941.94,-38.461758,1.809999999997672,2.4124419999999986
165,-463943.3,-40.394337,0.4500000000116415,0.4798630000000017
180,-463943.75,-40.8742,0,0
-165,-229197.62,-1.3610482,2.1000000000058208,3.0899143000000002
-150,-229198.1,-2.5210638,1.6199999999953434,1.9298987000000003
-135,-229199.14,-3.3895607,0.5799999999871943,1.0614018
-120,-229199.72,-3.858705,0,0.5922575000000001
-105,-229199.7,-3.7102413,0.0199999999895226,0.7407212000000003
-90,-229197.02,-2.9322922,2.700000000011641,1.5186703000000001
-75,-229196.08,-2.6403027,3.64000000001397,1.8106598000000003
-60,-229196.81,-2.6810453,2.9100000000034925,1.7699172
-45,-229197.33,-2.7683198,2.39000000001397,1.6826427000000002
-30,-229197.27,-3.4292636,2.450000000011641,1.0216989
-15,-229197.19,-4.0621815,2.529999999998836,0.3887809999999998
0,-229196.98,-4.4509625,2.7399999999906868,0
15,-229197.19,-4.059536,2.529999999998836,0.39142650000000057
30,-229197.27,-3.4286869,2.450000000011641,1.0222756
45,-229196.92,-2.9170141,2.7999999999883585,1.5339484000000003
60,-229197.62,-2.3472142,2.1000000000058208,2.1037483000000003
75,-229196.08,-2.6304986,3.64000000001397,1.8204639
90,-229199.14,-3.0984256,0.5799999999871943,1.3525369
105,-229199.7,-3.7102404,0.0199999999895226,0.7407221000000002
120,-229199.72,-3.857124,0,0.5938384999999999
135,-229199.14,-3.3979378,0.5799999999871943,1.0530247000000004
150,-229198.1,-2.53425,1.6199999999953434,1.9167125
165,-229196.86,-1.7607179,2.860000000015134,2.6902446
180,-229195.94,-1.4683664,3.779999999998836,2.9825961000000003
-165,-444299.28,-150.53035,5.159999999974389,2.5385899999999992
-150,-444299.72,-152.07695,4.720000000030268,0.991989999999987
-135,-444299.8,-153.06583,4.64000000001397,0.0031099999999923966
-120,-444299.34,-152.78162,5.099999999976717,0.287319999999994
-105,-444298.12,-151.57884,6.320000000006985,1.490099999999984
-90,-444295.84,-149.07303,8.599999999976717,3.995910000000009
-75,-444293.7,-147.84102,10.739999999990689,5.227920000000012
-60,-444292.97,-146.71445,11.470000000030268,6.354489999999998
-45,-444301.16,-150.77147,3.28000000002794,2.297470000000004
-30,-444303.16,-151.92946,1.2800000000279397,1.1394799999999918
-15,-444304.25,-152.6616,0.1900000000023283,0.4073400000000049
0,-444304.44,-153.03299,0,0.035949999999985494
15,-444304.25,-152.65456,0.1900000000023283,0.4143799999999942
30,-444303.12,-151.92215,1.320000000006985,1.14679000000001
45,-444301.16,-150.78676,3.28000000002794,2.282180000000011
60,-444292.97,-146.71478,11.470000000030268,6.354160000000007
75,-444293.7,-147.84087,10.739999999990689,5.228070000000002
90,-444295.84,-149.06706,8.599999999976717,4.00188
105,-444298.12,-151.57912,6.320000000006985,1.4898200000000088
120,-444299.34,-152.78159,5.099999999976717,0.28735000000000355
135,-444299.8,-153.06894,4.64000000001397,0
150,-444299.72,-152.07646,4.720000000030268,0.9924800000000005
165,-444299.28,-150.5331,5.159999999974389,2.5358400000000074
180,-444299.25,-150.43256,5.190000000002328,2.6363800000000026
-165,-309464.6,15.437737,0.3000000000465661,0.2243410000000008
-150,-309463.7,16.136992,1.2000000000116415,0.9235959999999999
-135,-309462.25,17.293056,2.650000000023283,2.0796600000000005
-120,-309460.44,18.738478,4.460000000020955,3.525082000000001
-105,-309458.75,20.096033,6.150000000023283,4.882636999999999
-90,-309458.03,20.714893,6.869999999995343,5.5014970000000005
-75,-309458.75,20.137337,6.150000000023283,4.923940999999999
-60,-309460.38,18.780045,4.5200000000186265,3.5666490000000017
-45,-309462.2,17.312975,2.700000000011641,2.099579000000002
-30,-309463.66,16.139496,1.2400000000488944,0.9261000000000017
-15,-309464.6,15.435528,0.3000000000465661,0.22213200000000022
0,-309464.9,15.215884,0,0.002488000000001378
15,-309464.6,15.435528,0.3000000000465661,0.22213200000000022
30,-309463.66,16.139496,1.2400000000488944,0.9261000000000017
45,-309462.2,17.313545,2.700000000011641,2.100149000000002
60,-309460.38,18.78,4.5200000000186265,3.5666040000000017
75,-309458.75,20.139635,6.150000000023283,4.926238999999999
90,-309458.03,20.72399,6.869999999995343,5.510594000000001
105,-309458.75,20.096033,6.150000000023283,4.882636999999999
120,-309460.44,18.738478,4.460000000020955,3.525082000000001
135,-309462.25,17.293056,2.650000000023283,2.0796600000000005
150,-309463.7,16.136992,1.2000000000116415,0.9235959999999999
165,-309464.6,15.437737,0.3000000000465661,0.2243410000000008
180,-309464.9,15.213396,0,0
-165,-512307.78,-65.27818,0.3399999999674037,2.15146
-150,-512306.28,-62.868668,1.839999999967404,4.560972000000007
-135,-512303.9,-58.536552,4.21999999997206,8.893088000000006
-120,-512301.03,-52.588905,7.089999999967404,14.84073500000001
-105,-512295.4,-41.969048,12.71999999997206,25.460592000000005
-90,-512294.44,-39.57339,13.679999999993017,27.856250000000003
-75,-512295.47,-38.093372,12.650000000023285,29.336268000000004
-60,-512296.78,-43.058064,11.339999999967404,24.371576000000005
-45,-512298.72,-47.75643,9.400000000023285,19.673210000000005
-30,-512300.44,-51.643158,7.679999999993015,15.786482000000007
-15,-512301.4,-54.60437,6.71999999997206,12.825270000000003
0,-512301.3,-54.734413,6.820000000006985,12.695227000000003
15,-512301.4,-54.71582,6.71999999997206,12.713820000000005
30,-512300.44,-51.631,7.679999999993015,15.798640000000006
45,-512298.72,-47.74745,9.400000000023285,19.682190000000006
60,-512296.78,-42.95116,11.339999999967404,24.478480000000005
75,-512295.47,-37.969517,12.650000000023285,29.460123000000003
90,-512294.44,-39.589146,13.679999999993017,27.840494000000007
105,-512295.4,-41.904457,12.71999999997206,25.525183000000006
120,-512301.03,-52.59822,7.089999999967404,14.831420000000008
135,-512303.9,-58.539818,4.21999999997206,8.88982200000001
150,-512306.28,-62.868668,1.839999999967404,4.560972000000007
165,-512307.78,-65.323746,0.3399999999674037,2.1058940000000064
180,-512308.12,-67.42964,0,0
-165,-373440.78,9.307703,2.8199999999487773,2.9939294
-150,-373439.75,10.695703,3.849999999976717,4.3819294
-135,-373438,13.3964815,5.599999999976717,7.0827079
-120,-373436.16,18.231552,7.440000000002328,11.9177784
-105,-373434.5,21.351978,9.099999999976715,15.038204399999998
-90,-373433.9,22.743668,9.699999999953434,16.4298944
-75,-373435.4,19.197521,8.199999999953434,12.883747399999997
-60,-373437.72,15.036288,5.880000000004657,8.722514400000001
-45,-373440.2,9.984621,3.3999999999650754,3.6708474000000004
-30,-373442.22,7.512582,1.3800000000046566,1.1988083999999999
-15,-373443.28,6.493564,0.3199999999487772,0.1797903999999999
0,-373443.6,6.3137736,0,0
15,-373443.28,6.4922166,0.3199999999487772,0.17844299999999969
30,-373442.22,7.503364,1.3800000000046566,1.1895904000000002
45,-373440.22,10.003516,3.3800000000046566,3.689742399999999
60,-373437.72,15.02305,5.880000000004657,8.7092764
75,-373435.4,19.127892,8.199999999953434,12.814118399999998
90,-373433.9,22.724575,9.699999999953434,16.4108014
105,-373434.5,21.337143,9.099999999976715,15.0233694
120,-373436.16,18.259007,7.440000000002328,11.9452334
135,-373438,13.346766,5.599999999976717,7.0329924
150,-373439.75,10.678449,3.849999999976717,4.3646754
165,-373440.78,9.310086,2.8199999999487773,2.9963124
180,-373441.06,9.146867,2.539999999979045,2.8330934
-165,-408138.34,-19.432344,1.4099999999743886,0.09479599999999877
-150,-408137.6,-18.849726,2.150000000023283,0.6774139999999989
-135,-408136.62,-17.242985,3.1300000000046566,2.2841549999999984
-120,-408137.47,-17.450901,2.28000000002794,2.0762389999999975
-105,-408138.56,-18.138056,1.1900000000023283,1.3890840000000004
-90,-408139.47,-18.797596,0.2800000000279397,0.7295440000000006
-75,-408139.75,-19.26882,0,0.25831999999999766
-60,-408139.25,-19.525063,0.5,0.0020769999999998845
-45,-408138.06,-19.435024,1.6900000000023283,0.09211600000000075
-30,-408136.25,-18.518206,3.5,1.008934
-15,-408134.28,-17.635897,5.46999999997206,1.8912429999999993
0,-408132.56,-17.043953,7.190000000002328,2.483187000000001
15,-408134.28,-17.631552,5.46999999997206,1.895588
30,-408136.25,-18.643208,3.5,0.8839319999999979
45,-408138.06,-19.434729,1.6900000000023283,0.09241099999999847
60,-408139.25,-19.52714,0.5,0
75,-408139.75,-19.294783,0,0.23235700000000037
90,-408139.47,-18.798325,0.2800000000279397,0.7288150000000009
105,-408138.56,-18.131464,1.1900000000023283,1.3956759999999981
120,-408137.47,-17.496094,2.28000000002794,2.031046
135,-408136.62,-17.19518,3.1300000000046566,2.3319599999999987
150,-408137.6,-18.857992,2.150000000023283,0.6691479999999999
165,-408138.34,-19.433922,1.4099999999743886,0.09321800000000025
180,-408138.66,-19.516436,1.0900000000256114,0.010704000000000491
-165,-311616.9,34.480453,0.0399999999790452,2.262568999999999
-150,-311616.94,32.886646,0,0.668762000000001
-135,-311616.4,32.217884,0.5399999999790452,0
-120,-311615.3,32.49599,1.6400000000139698,0.2781060000000011
-105,-311614.3,33.005226,2.64000000001397,0.7873420000000024
-90,-311613.9,33.15726,3.039999999979045,0.9393760000000029
-75,-311614.34,32.87855,2.599999999976717,0.6606659999999991
-60,-311615.3,32.413788,1.6400000000139698,0.19590399999999875
-45,-311616.38,32.24064,0.5599999999976717,0.02275600000000111
-30,-311616.94,32.855873,0,0.6379890000000046
-15,-311616.9,34.393623,0.0399999999790452,2.175739
0,-311616.72,35.55886,0.2200000000302679,3.340976000000005
15,-311616.9,34.39363,0.0399999999790452,2.1757460000000037
30,-311616.94,32.855877,0,0.6379930000000016
45,-311616.38,32.240643,0.5599999999976717,0.02275900000000064
60,-311615.3,32.430214,1.6400000000139698,0.21233000000000146
75,-311614.34,32.874084,2.599999999976717,0.6562000000000054
90,-311613.9,33.157257,3.039999999979045,0.9393730000000033
105,-311614.3,33.005222,2.64000000001397,0.7873380000000054
120,-311615.3,32.489273,1.6400000000139698,0.2713889999999992
135,-311616.4,32.217884,0.5399999999790452,0
150,-311616.94,32.886646,0,0.668762000000001
165,-311616.9,34.480453,0.0399999999790452,2.262568999999999
180,-311616.72,35.561707,0.2200000000302679,3.3438230000000004
-165,-462154.06,-390.31458,0.9400000000023284,0.21716000000003532
-150,-462153.66,-389.70453,1.3400000000256114,0.8272100000000364
-135,-462152.78,-388.7103,2.2199999999720603,1.8214399999999955
-120,-462151.44,-387.42847,3.559999999997672,3.103270000000009
-105,-462149.66,-385.87927,5.340000000025611,4.652469999999994
-90,-462147.9,-384.80698,7.099999999976717,5.724760000000003
-75,-462149.75,-386.4807,5.25,4.05104
-60,-462151.62,-387.7629,3.3800000000046566,2.7688400000000115
-45,-462153.16,-388.645,1.8400000000256116,1.8867400000000316
-30,-462154.16,-389.23227,0.8400000000256114,1.2994699999999852
-15,-462154.8,-389.5609,0.2000000000116415,0.9708400000000097
0,-462155,-389.66223,0,0.8695099999999911
15,-462154.8,-389.5609,0.2000000000116415,0.9708400000000097
30,-462154.22,-389.21637,0.7800000000279397,1.31537000000003
45,-462153.16,-388.6454,1.8400000000256116,1.8863400000000183
60,-462151.62,-387.7629,3.3800000000046566,2.7688400000000115
75,-462149.75,-386.4807,5.25,4.05104
90,-462147.88,-384.74292,7.119999999995343,5.788819999999987
105,-462149.66,-385.89316,5.340000000025611,4.63857999999999
120,-462151.44,-387.4264,3.559999999997672,3.1053400000000124
135,-462152.78,-388.7034,2.2199999999720603,1.8283400000000256
150,-462153.66,-389.7047,1.3400000000256114,0.8270400000000109
165,-462154.06,-390.31458,0.9400000000023284,0.21716000000003532
180,-462154.16,-390.53174,0.8400000000256114,0
-165,-261822.2,-129.33109,6.049999999988359,8.536370000000005
-150,-261821.7,-127.12788,6.549999999988359,10.73957999999999
-135,-261820.55,-123.828,7.7000000000116415,14.039459999999991
-120,-261818.75,-120.14203,9.5,17.72542999999999
-105,-261816.69,-116.22476,11.559999999997672,21.64269999999999
-90,-261818.88,-113.868744,9.369999999995343,23.998715999999988
-75,-261822.06,-118.94703,6.190000000002328,18.920429999999996
-60,-261824.6,-123.23237,3.6499999999941792,14.635089999999991
-45,-261826.44,-127.63013,1.809999999997672,10.23733
-30,-261827.64,-131.63599,0.6099999999860302,6.231470000000002
-15,-261828.25,-134.20636,0,3.6611000000000047
0,-261828.1,-137.86746,0.1499999999941792,0
15,-261828.25,-134.20134,0,3.6661200000000065
30,-261827.64,-131.72188,0.6099999999860302,6.145579999999995
45,-261826.44,-127.53944,1.809999999997672,10.328019999999995
60,-261824.6,-123.22853,3.6499999999941792,14.638929999999988
75,-261822.06,-118.96801,6.190000000002328,18.899449999999987
90,-261818.88,-113.93394,9.369999999995343,23.933519999999987
105,-261816.69,-116.21557,11.559999999997672,21.651889999999995
120,-261818.75,-120.206604,9.5,17.660855999999995
135,-261820.55,-123.92624,7.7000000000116415,13.941219999999987
150,-261821.7,-127.13816,6.549999999988359,10.729299999999995
165,-261822.2,-129.22594,6.049999999988359,8.641519999999986
180,-261821.39,-134.3386,6.85999999998603,3.5288599999999803
-165,-300930.03,66.29502,0.2199999999720603,0.5113739999999893
-150,-300929.3,67.2306,0.9500000000116416,1.446953999999991
-135,-300928.2,68.39947,2.0499999999883585,2.6158239999999893
-120,-300926.62,69.834946,3.6300000000046566,4.051299999999998
-105,-300924.9,71.230804,5.349999999976717,5.447158000000002
-90,-300923.97,71.81041,6.28000000002794,6.026764
-75,-300924.44,71.19122,5.809999999997672,5.407573999999997
-60,-300925.97,69.72285,4.28000000002794,3.9392039999999895
-45,-300927.62,68.00649,2.6300000000046566,2.222843999999995
-30,-300929.03,66.57571,1.2199999999720603,0.7920639999999963
-15,-300929.94,65.82478,0.3099999999976717,0.04113399999999956
0,-300930.25,65.788,0,0.0043539999999921974
15,-300930.03,66.29556,0.2199999999720603,0.5119139999999902
30,-300929.34,67.20431,0.9099999999743886,1.4206640000000021
45,-300928.25,68.315605,2,2.5319590000000005
60,-300926.7,69.75258,3.5499999999883585,3.96893399999999
75,-300924.97,71.1841,5.28000000002794,5.400453999999996
90,-300923.97,71.807175,6.28000000002794,6.023528999999996
105,-300924.44,71.20552,5.809999999997672,5.4218740000000025
120,-300925.9,69.763275,4.349999999976717,3.9796289999999885
135,-300927.6,68.05635,2.650000000023283,2.2727039999999903
150,-300929,66.61997,1.25,0.8363239999999905
165,-300929.94,65.84519,0.3099999999976717,0.06154399999999782
180,-300930.25,65.783646,0,0
-165,-358815.03,-5.4967237,0.25,0.6427124999999991
-150,-358814.34,-6.0647635,0.9400000000023284,0.07467269999999981
-135,-358813.22,-6.1344705,2.06000000005588,0.004965699999999629
-120,-358811.94,-5.5852838,3.340000000025612,0.5541523999999995
-105,-358810.97,-4.8268747,4.310000000055879,1.3125614999999993
-90,-358810.7,-4.463217,4.580000000016298,1.6762191999999994
-75,-358811.34,-4.7530546,3.940000000002328,1.3863816
-60,-358812.44,-5.321183,2.840000000025612,0.8182531999999991
-45,-358813.3,-5.713006,1.9800000000395808,0.42643019999999954
-30,-358813.66,-5.543286,1.620000000053551,0.5961501999999994
-15,-358813.62,-4.895803,1.6600000000325963,1.2436331999999997
0,-358813.56,-4.501508,1.720000000030268,1.6379281999999993
15,-358813.62,-4.887131,1.6600000000325963,1.2523051999999995
30,-358813.66,-5.5432878,1.620000000053551,0.5961483999999997
45,-358813.3,-5.712112,1.9800000000395808,0.42732419999999927
60,-358812.44,-5.324074,2.840000000025612,0.8153621999999991
75,-358811.34,-4.757496,3.940000000002328,1.3819401999999998
90,-358810.7,-4.463214,4.580000000016298,1.6762221999999998
105,-358810.97,-4.829809,4.310000000055879,1.3096271999999995
120,-358811.94,-5.5886297,3.340000000025612,0.5508064999999993
135,-358813.22,-6.1394362,2.06000000005588,0
150,-358814.34,-6.0615025,0.9400000000023284,0.0779337
165,-358815.03,-5.496727,0.25,0.6427091999999996
180,-358815.28,-5.14947,0,0.9899661999999996
-165,-371154.5,22.33697,0.75,3.094971000000001
-150,-371153.28,25.856113,1.9699999999720603,6.614114000000001
-135,-371152.3,26.403925,2.950000000011641,7.161926000000001
-120,-371153.56,21.71709,1.6900000000023283,2.475090999999999
-105,-371154.3,21.410011,0.9500000000116416,2.168012000000001
-90,-371154.3,21.710936,0.9500000000116416,2.4689370000000004
-75,-371153.6,22.360693,1.650000000023283,3.1186940000000014
-60,-371152.28,23.016632,2.9699999999720603,3.7746330000000015
-45,-371153.62,22.645237,1.6300000000046566,3.4032380000000018
-30,-371154.3,21.786953,0.9500000000116416,2.5449540000000006
-15,-371154.3,21.313349,0.9500000000116416,2.071349999999999
0,-371153.6,21.384115,1.650000000023283,2.1421160000000015
15,-371152.2,26.228487,3.0499999999883585,6.986488000000001
30,-371153.1,26.442219,2.150000000023283,7.200220000000002
45,-371154.4,22.915815,0.8499999999767169,3.6738159999999986
60,-371155.22,20.326591,0.0300000000279396,1.0845920000000007
75,-371155.25,19.401112,0,0.1591130000000014
90,-371154.3,19.241999,0.9500000000116416,0
105,-371152.97,20.049778,2.28000000002794,0.807779
120,-371151.47,21.63821,3.78000000002794,2.396211000000001
135,-371152.8,20.39628,2.450000000011641,1.154281000000001
150,-371154.25,19.470282,1,0.22828300000000112
165,-371155.22,19.487429,0.0300000000279396,0.24542999999999893
180,-371155.25,20.25158,0,1.0095810000000007
-165,-477873.03,-7.3536296,0.4099999999743886,3.700590400000001
-150,-477873.2,-8.159325,0.2399999999906867,2.894895
-135,-477873.2,-9.177946,0.2399999999906867,1.8762740000000004
-120,-477873.4,-10.11416,0.0399999999790452,0.9400600000000008
-105,-477873.44,-10.917378,0,0.13684200000000146
-90,-477873.34,-11.049122,0.0999999999767169,0.005098000000000269
-75,-477873.16,-10.927743,0.2800000000279397,0.12647700000000128
-60,-477872.56,-10.348899,0.8800000000046566,0.7053210000000014
-45,-477871.97,-9.576656,1.470000000030268,1.477564000000001
-30,-477871.34,-9.184919,2.099999999976717,1.869301
-15,-477870.78,-8.967186,2.6599999999743886,2.087034000000001
0,-477870.5,-8.827434,2.9400000000023283,2.2267860000000006
15,-477870.78,-8.968925,2.6599999999743886,2.0852950000000003
30,-477871.34,-9.190134,2.099999999976717,1.8640860000000004
45,-477871.97,-9.579997,1.470000000030268,1.4742230000000003
60,-477872.56,-10.348903,0.8800000000046566,0.7053170000000009
75,-477873.16,-10.931896,0.2800000000279397,0.12232400000000077
90,-477873.34,-11.05422,0.0999999999767169,0
105,-477873.44,-10.919873,0,0.134347
120,-477873.4,-10.11416,0.0399999999790452,0.9400600000000008
135,-477873.2,-9.207336,0.2399999999906867,1.846884000000001
150,-477873.16,-8.180816,0.2800000000279397,2.8734040000000007
165,-477873.03,-7.3536296,0.4099999999743886,3.700590400000001
180,-477872.97,-6.8358636,0.470000000030268,4.218356400000001
-165,-522211.88,83.54461,5.919999999983702,7.572890000000001
-150,-522211.8,83.53732,6,7.565599999999989
-135,-522211.4,83.7179,6.399999999965075,7.746179999999995
-120,-522210.66,84.01631,7.14000000001397,8.04459
-105,-522210,84.074234,7.7999999999883585,8.102514
-90,-522210,83.38032,7.7999999999883585,7.408599999999993
-75,-522211,81.80038,6.799999999988359,5.828659999999999
-60,-522212.8,79.92185,5,3.9501300000000015
-45,-522214.75,78.21373,3.0499999999883585,2.2420099999999934
-30,-522216.38,76.95464,1.419999999983702,0.9829199999999929
-15,-522217.44,76.21757,0.3599999999860301,0.24584999999999013
0,-522217.8,75.97172,0,0
15,-522217.44,76.21714,0.3599999999860301,0.24541999999999575
30,-522216.38,76.95464,1.419999999983702,0.9829199999999929
45,-522214.75,78.21373,3.0499999999883585,2.2420099999999934
60,-522212.8,79.925835,5,3.9541150000000016
75,-522211,81.79545,6.799999999988359,5.823729999999998
90,-522210,83.40051,7.7999999999883585,7.428789999999992
105,-522210,84.074234,7.7999999999883585,8.102514
120,-522210.66,84.01631,7.14000000001397,8.04459
135,-522211.4,83.717896,6.399999999965075,7.746175999999991
150,-522211.8,83.53732,6,7.565599999999989
165,-522211.88,83.54461,5.919999999983702,7.572890000000001
180,-522211.84,83.58032,5.959999999962747,7.608599999999996
-165,-354260.7,70.96723,0.2399999999906867,0.15542399999999645
-150,-354259.97,71.48475,0.970000000030268,0.6729440000000011
-135,-354258.84,72.39203,2.099999999976717,1.5802240000000012
-120,-354257.56,73.56832,3.3800000000046566,2.7565139999999957
-105,-354256.56,74.61809,4.380000000004657,3.806283999999991
-90,-354256.25,75.034676,4.690000000002328,4.22287
-75,-354256.88,74.67592,4.059999999997672,3.8641140000000007
-60,-354258,73.854546,2.9400000000023283,3.042739999999995
-45,-354259.16,73.01121,1.7800000000279397,2.1994040000000012
-30,-354259.94,72.36661,1,1.55480399999999
-15,-354260.28,71.99661,0.6599999999743886,1.1848039999999997
0,-354260.38,71.87075,0.5599999999976717,1.0589439999999968
15,-354260.28,71.99661,0.6599999999743886,1.1848039999999997
30,-354259.94,72.36352,1,1.5517139999999898
45,-354259.16,73.01068,1.7800000000279397,2.1988739999999893
60,-354258,73.852615,2.9400000000023283,3.040808999999996
75,-354256.88,74.67288,4.059999999997672,3.861074000000002
90,-354256.25,75.03653,4.690000000002328,4.224723999999995
105,-354256.56,74.6181,4.380000000004657,3.806293999999994
120,-354257.56,73.56832,3.3800000000046566,2.7565139999999957
135,-354258.84,72.37642,2.099999999976717,1.5646139999999917
150,-354259.97,71.47698,0.970000000030268,0.6651739999999933
165,-354260.7,70.966095,0.2399999999906867,0.15428899999999146
180,-354260.94,70.811806,0,0
-165,-456621.56,-29.557959,0.8200000000069849,1.1241829999999986
-150,-456620.75,-27.916338,1.6300000000046566,2.7658039999999993
-135,-456620.84,-29.184576,1.5399999999790452,1.497565999999999
-120,-456619.62,-27.304495,2.760000000009313,3.3776469999999996
-105,-456618.28,-25.505781,4.099999999976717,5.176361
-90,-456617.56,-24.548754,4.820000000006985,6.133388
-75,-456618.66,-25.83092,3.720000000030268,4.851222
-60,-456620,-27.641361,2.3800000000046566,3.040780999999999
-45,-456621.12,-29.465014,1.2600000000093132,1.2171279999999989
-30,-456621.97,-30.587633,0.4100000000325963,0.09450899999999862
-15,-456622.38,-30.682142,0,0
0,-456621.97,-30.456886,0.4100000000325963,0.22525599999999812
15,-456621.6,-29.470726,0.7800000000279397,1.2114159999999998
30,-456620.84,-27.906408,1.5399999999790452,2.775734
45,-456619.88,-25.778961,2.5,4.903181
60,-456618.53,-23.18175,3.849999999976717,7.500391999999998
75,-456616.62,-20.174068,5.760000000009313,10.508074
90,-456617.56,-24.54824,4.820000000006985,6.133901999999999
105,-456618.28,-25.504301,4.099999999976717,5.177840999999997
120,-456619.62,-27.313381,2.760000000009313,3.3687609999999992
135,-456620.88,-29.198412,1.5,1.4837299999999978
150,-456620.75,-27.94499,1.6300000000046566,2.7371519999999983
165,-456621.56,-29.570814,0.8200000000069849,1.1113280000000003
180,-456621.97,-30.511972,0.4100000000325963,0.17016999999999882
-165,-489322.94,7.1281557,4.5,4.3707527
-150,-489323.7,4.566525,3.739999999990687,1.8091220000000003
-135,-489323.78,2.8670738,3.6599999999743886,0.10967079999999996
-120,-489323.4,2.757403,4.039999999979045,0
-105,-489322.94,4.084126,4.5,1.3267230000000003
-90,-489322.8,5.7400937,4.64000000001397,2.9826907
-75,-489323.3,6.6338224,4.14000000001397,3.8764193999999996
-60,-489324.47,7.028587,2.970000000030268,4.271184
-45,-489325.72,7.1167045,1.720000000030268,4.3593015
-30,-489326.7,6.8672647,0.7399999999906868,4.1098617
-15,-489327.25,6.3879933,0.1900000000023283,3.6305902999999997
0,-489327.44,5.5132265,0,2.7558235
15,-489327.25,6.3905406,0.1900000000023283,3.6331375999999995
30,-489326.7,6.872533,0.7399999999906868,4.11513
45,-489325.7,6.985247,1.7399999999906868,4.227844
60,-489324.47,7.022624,2.970000000030268,4.265221
75,-489323.3,6.6237426,4.14000000001397,3.8663396
90,-489322.8,5.7196946,4.64000000001397,2.9622916000000004
105,-489322.94,4.089527,4.5,1.3321240000000003
120,-489323.4,2.7596347,4.039999999979045,0.0022316999999998366
135,-489323.78,2.868445,3.6599999999743886,0.11104199999999986
150,-489323.7,4.514606,3.739999999990687,1.7572029999999996
165,-489322.94,7.1281576,4.5,4.3707546
180,-489321.94,10.977687,5.5,8.220284
-165,-393426.53,-37.97451,0.629999999946449,3.2644499999999965
-150,-393427.16,-40.418743,0,0.8202169999999995
-135,-393427.03,-41.19045,0.1299999999464489,0.048510000000000275
-120,-393426.34,-41.094975,0.8199999999487773,0.1439850000000007
-105,-393425.5,-40.66508,1.6599999999743886,0.5738799999999955
-90,-393425.1,-40.374454,2.059999999997672,0.8645059999999987
-75,-393425.47,-40.646614,1.6900000000023283,0.5923459999999992
-60,-393426.3,-41.110275,0.8599999999860302,0.12868499999999727
-45,-393427,-41.23896,0.1599999999743886,0
-30,-393427.16,-40.47898,0,0.7599799999999988
-15,-393426.6,-38.20113,0.5599999999976717,3.0378299999999996
