smile,scan,Reference Energy,MACE_relative_energy,wb97m_relative_energy
CC(=O)c1nccs1,90,10.617,7.290750212,8.044612749999374
CC(=O)c1nccs1,100,10.899,7.258986532,8.262919999968972
CC(=O)c1nccs1,110,10.441,7.064100405,8.096820749967435
CC(=O)c1nccs1,120,9.556,6.737744738,7.671940499991479
CC(=O)c1nccs1,130,8.516,6.280939598,7.106437499963931
CC(=O)c1nccs1,140,7.505,5.758797015,6.523740999994061
CC(=O)c1nccs1,150,6.653,5.273794012,6.030651499983435
CC(=O)c1nccs1,160,6.052,4.896952343,5.681071249960041
CC(=O)c1nccs1,170,5.735,4.636300135,5.487110999971776
CC(=O)c1nccs1,180,5.645,4.506032015,5.429631999959952
CC(=O)c1ccccn1,-170,6.203,5.283740606,5.923725499982311
CC(=O)c1ccccn1,-160,6.345,5.351509314,6.008877250009874
CC(=O)c1ccccn1,-150,6.631,5.519587415,6.194491750012077
CC(=O)c1ccccn1,-140,7.055,5.762679225,6.457916249996174
CC(=O)c1ccccn1,-130,7.488,5.996722631,6.704523750015596
CC(=O)c1ccccn1,-120,7.917,6.1768672,6.9206347499907395
CC(=O)c1ccccn1,-110,8.286,6.317483054,7.084537749997821
CC(=O)c1ccccn1,-100,8.405,6.315770024,7.064269500006191
CC(=O)c1ccccn1,-90,8.079,6.046005646,6.717826750010545
CC(=O)c1ccccn1,-80,7.239,5.458087993,6.030525999990886
CC(=O)c1ccccn1,-70,6.021,4.553645156,5.036377749996888
CC(=O)c1ccccn1,-60,4.639,3.515849557,3.916478500013625
CC(=O)c1ccccn1,-50,3.288,2.494124061,2.813270750002488
CC(=O)c1ccccn1,-40,2.121,1.613145352,1.8422144999929913
CC(=O)c1ccccn1,-30,1.192,0.91685878,1.0572120000131235
CC(=O)c1ccccn1,-20,0.526,0.413445129,0.48010025001488543
CC(=O)c1ccccn1,-10,0.135,0.111462554,0.12863749999624474
CC(=O)c1ccccn1,0,0,0,0
CC(=O)c1ccccn1,10,0.135,0.112967825,0.1302690000063933
CC(=O)c1ccccn1,20,0.526,0.412792167,0.4793472499882512
CC(=O)c1ccccn1,30,1.192,0.916040153,1.0562080000013907
CC(=O)c1ccccn1,40,2.121,1.613058819,1.8422772500071005
CC(=O)c1ccccn1,50,3.29,2.494772989,2.813709999994245
CC(=O)c1ccccn1,60,4.639,3.516011989,3.916980499983822
CC(=O)c1ccccn1,70,6.021,4.554006574,5.036628749981986
CC(=O)c1ccccn1,80,7.239,5.457390381,6.02983575001403
CC(=O)c1ccccn1,90,8.081,6.045819641,6.717701249982326
CC(=O)c1ccccn1,100,8.407,6.316255902,7.064897000004606
CC(=O)c1ccccn1,110,8.284,6.3162721,7.0831572500084405
CC(=O)c1ccccn1,120,7.917,6.176740877,6.92050924999819
CC(=O)c1ccccn1,130,7.49,5.99815821,6.705841499990868
CC(=O)c1ccccn1,140,7.055,5.763490793,6.458732000001248
CC(=O)c1ccccn1,150,6.631,5.516832974,6.191605250005097
CC(=O)c1ccccn1,160,6.343,5.348200944,6.005677000003686
CC(=O)c1ccccn1,170,6.203,5.286076983,5.926172749997534
CC(=O)c1ccccn1,180,6.16,5.264438156,5.887330500002861
COCc1ccccn1,-170,0.1,0.068402804,0.09512899998810553
COCc1ccccn1,-160,0.316,0.219005033,0.31186749999733365
COCc1ccccn1,-150,0.433,0.602331179,0.3109889999781501
COCc1ccccn1,-140,0.543,0.702666509,0.4775275000071133
COCc1ccccn1,-130,0.693,0.900282231,0.6733075000121858
COCc1ccccn1,-120,0.854,1.138231692,0.8810099999871568
COCc1ccccn1,-110,1.033,1.395517007,1.1040862499946513
COCc1ccccn1,-100,1.254,1.695311968,1.3671969999795408
COCc1ccccn1,-90,1.551,1.985170694,1.685778749988458
COCc1ccccn1,-80,1.955,2.215076053,2.0754562500033558
COCc1ccccn1,-70,2.396,2.314624798,2.4852137500032256
COCc1ccccn1,-60,2.632,2.723982108,2.6147297499829847
COCc1ccccn1,-50,2.791,2.871428857,2.7520894999786094
COCc1ccccn1,-40,2.967,2.953150828,2.8895119999883434
COCc1ccccn1,-30,3.13,3.010648122,3.0263069999996617
COCc1ccccn1,-20,3.312,3.050731197,3.1624745000125642
COCc1ccccn1,-10,3.538,3.072921005,3.277683499985642
COCc1ccccn1,0,3.744,3.067772294,3.372561499988649
COCc1ccccn1,10,3.54,3.073088728,3.277683499985642
COCc1ccccn1,20,3.314,3.051976644,3.1637295000093957
COCc1ccccn1,30,3.13,3.009542522,3.0254912499945874
COCc1ccccn1,40,2.967,2.95205303,2.888194250013072
COCc1ccccn1,50,2.791,2.873087816,2.753658250010318
COCc1ccccn1,60,2.632,2.725413909,2.6164240000072425
COCc1ccccn1,70,2.396,2.315264064,2.485778499987532
COCc1ccccn1,80,1.955,2.216235061,2.0764602499794194
COCc1ccccn1,90,1.551,1.984739058,1.6854022500108101
COCc1ccccn1,100,1.254,1.694362779,1.3663812500101358
COCc1ccccn1,110,1.033,1.395846921,1.1046509999789578
COCc1ccccn1,120,0.854,1.137804984,0.8805707499953996
COCc1ccccn1,130,0.693,0.899416398,0.6723662499788929
COCc1ccccn1,140,0.543,0.70331211,0.478155000005529
COCc1ccccn1,150,0.433,0.602838936,0.3116792499906751
COCc1ccccn1,160,0.316,0.219209538,0.31199299998988295
COCc1ccccn1,170,0.1,0.067957786,0.09462699998223911
COCc1ccccn1,180,0,0,0
CC(=O)c1ccc[nH]1,-170,5.032,4.550669215,4.5880289999874435
CC(=O)c1ccc[nH]1,-160,5.589,5.074466374,5.086389500006163
CC(=O)c1ccc[nH]1,-150,6.479,5.922569393,5.887644250002069
CC(=O)c1ccc[nH]1,-140,7.672,7.03951197,6.948495749977468
CC(=O)c1ccc[nH]1,-130,9.12,8.360875757,8.240016249991129
CC(=O)c1ccc[nH]1,-120,10.757,9.761810604,9.69424749999348
CC(=O)c1ccc[nH]1,-110,12.502,11.1067826,11.195603999998127
CC(=O)c1ccc[nH]1,-100,14.215,12.2045581,12.513416750002477
CC(=O)c1ccc[nH]1,-90,14.982,12.97434886,13.13062574999222
CC(=O)c1ccc[nH]1,-80,12.569,11.83877393,11.473147249982247
CC(=O)c1ccc[nH]1,-70,9.873,9.787051671,9.172920499982808
CC(=O)c1ccc[nH]1,-60,7.303,7.511207369,6.84345225000726
CC(=O)c1ccc[nH]1,-50,5.078,5.365512015,4.769815749985042
CC(=O)c1ccc[nH]1,-40,3.242,3.503487968,3.0481439999873317
CC(=O)c1ccc[nH]1,-30,1.825,2.004516017,1.7135769999967465
CC(=O)c1ccc[nH]1,-20,0.826,0.91710107,0.7737075000083848
CC(=O)c1ccc[nH]1,-10,0.219,0.238701441,0.1997332500022253
CC(=O)c1ccc[nH]1,0,0,0,0
CC(=O)c1ccc[nH]1,10,0.217,0.238701441,0.1997332500022253
CC(=O)c1ccc[nH]1,20,0.826,0.91710107,0.7737075000083848
CC(=O)c1ccc[nH]1,30,1.825,2.004516017,1.7135769999967465
CC(=O)c1ccc[nH]1,40,3.242,3.503487968,3.0481439999873317
CC(=O)c1ccc[nH]1,50,5.078,5.365512015,4.769753000006602
CC(=O)c1ccc[nH]1,60,7.303,7.511207369,6.84345225000726
CC(=O)c1ccc[nH]1,70,9.873,9.787051671,9.172920499982808
CC(=O)c1ccc[nH]1,80,12.569,11.83877393,11.473147249982247
CC(=O)c1ccc[nH]1,90,14.982,12.97434886,13.13062574999222
CC(=O)c1ccc[nH]1,100,14.217,12.2045581,12.513416750002477
CC(=O)c1ccc[nH]1,110,12.5,11.1067826,11.195603999998127
CC(=O)c1ccc[nH]1,120,10.757,9.761810604,9.69424749999348
CC(=O)c1ccc[nH]1,130,9.12,8.360875757,8.240016249991129
CC(=O)c1ccc[nH]1,140,7.672,7.03951197,6.948495749977468
CC(=O)c1ccc[nH]1,150,6.479,5.922569393,5.887706999980509
CC(=O)c1ccc[nH]1,160,5.589,5.074466374,5.086389500006163
CC(=O)c1ccc[nH]1,170,5.032,4.550669215,4.5880289999874435
CC(=O)c1ccc[nH]1,180,4.835,4.368962277,4.410446500007765
c1ccc(cc1)c2ncco2,-170,0.143,0.131650152,0.12355474999480975
c1ccc(cc1)c2ncco2,-160,0.455,0.426768144,0.40059600000873274
c1ccc(cc1)c2ncco2,-150,0.993,0.938221681,0.9033490000163624
c1ccc(cc1)c2ncco2,-140,1.749,1.649195518,1.6279860000130952
c1ccc(cc1)c2ncco2,-130,2.675,2.482569867,2.5160867500251527
c1ccc(cc1)c2ncco2,-120,3.689,3.332500638,3.498438000006132
c1ccc(cc1)c2ncco2,-110,4.714,4.039982832,4.424188749994471
c1ccc(cc1)c2ncco2,-100,5.504,4.479734561,5.0922880000126725
c1ccc(cc1)c2ncco2,-90,5.799,4.634627932,5.346174500027985
c1ccc(cc1)c2ncco2,-80,5.522,4.497259297,5.108854000027918
c1ccc(cc1)c2ncco2,-70,4.769,4.057757558,4.469243249994861
c1ccc(cc1)c2ncco2,-60,3.761,3.364835047,3.572169249998325
c1ccc(cc1)c2ncco2,-50,2.766,2.532408738,2.605756499998506
c1ccc(cc1)c2ncco2,-40,1.82,1.686835977,1.6955049999995708
c1ccc(cc1)c2ncco2,-30,1.035,0.967200373,0.9467720000066038
c1ccc(cc1)c2ncco2,-20,0.471,0.439966796,0.4180405000074927
c1ccc(cc1)c2ncco2,-10,0.186,0.176954383,0.16471875001215608
c1ccc(cc1)c2ncco2,0,0,0,0
c1ccc(cc1)c2ncco2,10,0.186,0.176954383,0.16471875001215608
c1ccc(cc1)c2ncco2,20,0.471,0.439966796,0.418103250021602
c1ccc(cc1)c2ncco2,30,1.035,0.967200373,0.9469602500132623
c1ccc(cc1)c2ncco2,40,1.82,1.686835977,1.6955049999995708
c1ccc(cc1)c2ncco2,50,2.766,2.532408738,2.605756499998506
c1ccc(cc1)c2ncco2,60,3.761,3.364835047,3.572232000012434
c1ccc(cc1)c2ncco2,70,4.769,4.057757558,4.469243249994861
c1ccc(cc1)c2ncco2,80,5.522,4.497259297,5.108854000027918
c1ccc(cc1)c2ncco2,90,5.799,4.634627932,5.3461117500138755
c1ccc(cc1)c2ncco2,100,5.504,4.479734561,5.0922880000126725
c1ccc(cc1)c2ncco2,110,4.714,4.039982832,4.424188749994471
c1ccc(cc1)c2ncco2,120,3.689,3.332500638,3.498438000006132
c1ccc(cc1)c2ncco2,130,2.675,2.482569867,2.5160867500251527
c1ccc(cc1)c2ncco2,140,1.749,1.649195518,1.6279860000130952
c1ccc(cc1)c2ncco2,150,0.993,0.938221681,0.9034745000089117
c1ccc(cc1)c2ncco2,160,0.455,0.426768144,0.40072150000128204
c1ccc(cc1)c2ncco2,170,0.143,0.131650152,0.12355474999480975
c1ccc(cc1)c2ncco2,180,0.003,0.001859174,0.001945250009356414
c1ccnc(c1)c2cccs2,-170,0.057,0.049102905,0.023719499982917114
c1ccnc(c1)c2cccs2,-160,0.34,0.328826691,0.2403324999639267
c1ccnc(c1)c2cccs2,-150,0.818,0.825667699,0.6438150000153087
c1ccnc(c1)c2cccs2,-140,1.511,1.564010113,1.2757702499678203
c1ccnc(c1)c2cccs2,-130,2.372,2.459506394,2.0929007500021157
c1ccnc(c1)c2cccs2,-120,3.457,3.36766613,3.004595500004541
c1ccnc(c1)c2cccs2,-110,4.519,4.11930793,3.865274499985958
c1ccnc(c1)c2cccs2,-100,5.321,4.6413655,4.532118750007328
c1ccnc(c1)c2cccs2,-90,5.672,4.824369055,4.815560499997957
c1ccnc(c1)c2cccs2,-80,5.472,4.692990363,4.630950000007488
c1ccnc(c1)c2cccs2,-70,4.796,4.279589325,4.084020999947313
c1ccnc(c1)c2cccs2,-60,3.849,3.597078406,3.3126980000113804
c1ccnc(c1)c2cccs2,-50,2.847,2.769693092,2.482138999953918
c1ccnc(c1)c2cccs2,-40,1.98,1.962234749,1.748716999979365
c1ccnc(c1)c2cccs2,-30,1.325,1.263955532,1.1775664999660762
c1ccnc(c1)c2cccs2,-20,0.949,0.801696611,0.8609299999665154
c1ccnc(c1)c2cccs2,-10,0.877,0.624295209,0.8112319999921169
c1ccnc(c1)c2cccs2,0,0.947,0.60230337,0.8675187499855497
c1ccnc(c1)c2cccs2,10,0.877,0.624295209,0.8112319999921169
c1ccnc(c1)c2cccs2,20,0.949,0.801696611,0.8609927499449554
c1ccnc(c1)c2cccs2,30,1.325,1.263955532,1.1775664999660762
c1ccnc(c1)c2cccs2,40,1.98,1.962234749,1.748716999979365
c1ccnc(c1)c2cccs2,50,2.847,2.769693092,2.482138999953918
c1ccnc(c1)c2cccs2,60,3.849,3.597078406,3.3126980000113804
c1ccnc(c1)c2cccs2,70,4.796,4.279589325,4.084083749997092
c1ccnc(c1)c2cccs2,80,5.472,4.692990363,4.630824499979269
c1ccnc(c1)c2cccs2,90,5.672,4.824369055,4.815685999954837
c1ccnc(c1)c2cccs2,100,5.321,4.6413655,4.532055999957549
c1ccnc(c1)c2cccs2,110,4.517,4.11930793,3.865337249964398
c1ccnc(c1)c2cccs2,120,3.457,3.36766613,3.004595500004541
c1ccnc(c1)c2cccs2,130,2.372,2.459506394,2.0929007500021157
c1ccnc(c1)c2cccs2,140,1.511,1.564010113,1.2757702499678203
c1ccnc(c1)c2cccs2,150,0.818,0.825667699,0.6438150000153087
c1ccnc(c1)c2cccs2,160,0.34,0.328826691,0.2403952500137052
c1ccnc(c1)c2cccs2,170,0.057,0.049102905,0.023719499982917114
c1ccnc(c1)c2cccs2,180,0,0,0
CC(=O)Nc1nccs1,-170,0.209,0.280849747,0.23342999998135383
CC(=O)Nc1nccs1,-160,0.74,0.676540324,0.71484800000718
CC(=O)Nc1nccs1,-150,1.562,1.429114125,1.526456500012614
CC(=O)Nc1nccs1,-140,2.59,2.388345011,2.553423000002226
CC(=O)Nc1nccs1,-130,3.717,3.432912312,3.686060499996131
CC(=O)Nc1nccs1,-120,4.808,4.420912256,4.770756999982666
CC(=O)Nc1nccs1,-110,5.749,5.270313789,5.71746625001083
CC(=O)Nc1nccs1,-100,6.506,5.959072017,6.491738500003521
CC(=O)Nc1nccs1,-90,6.822,6.306406603,6.467579750028847
CC(=O)Nc1nccs1,-80,6.681,6.401044497,6.323191999986761
CC(=O)Nc1nccs1,-70,6.427,6.389730152,6.091017000002239
CC(=O)Nc1nccs1,-60,6.161,6.336569311,5.835687249983437
CC(=O)Nc1nccs1,-50,5.812,6.115603371,5.494766499980983
CC(=O)Nc1nccs1,-40,5.417,5.707311649,5.086765999983811
CC(=O)Nc1nccs1,-30,5.132,5.311988948,4.777094750016602
CC(=O)Nc1nccs1,-20,5.341,5.020647304,4.592923500017889
CC(=O)Nc1nccs1,-10,5.794,4.678546192,4.3715415000346525
CC(=O)Nc1nccs1,0,5.794,4.775007345,4.488444750031988
CC(=O)Nc1nccs1,10,5.794,4.678546192,4.3715415000346525
CC(=O)Nc1nccs1,20,5.341,5.020647304,4.592923500017889
CC(=O)Nc1nccs1,30,5.132,5.311988948,4.777032000038162
CC(=O)Nc1nccs1,40,5.417,5.707311649,5.086765999983811
CC(=O)Nc1nccs1,50,5.812,6.115603371,5.494766499980983
CC(=O)Nc1nccs1,60,6.161,6.336569311,5.835687249983437
CC(=O)Nc1nccs1,70,6.427,6.389730152,6.091017000002239
CC(=O)Nc1nccs1,80,6.681,6.401044497,6.323191999986761
CC(=O)Nc1nccs1,90,6.822,6.306406603,6.467579750028847
CC(=O)Nc1nccs1,100,6.506,5.959072017,6.491738500003521
CC(=O)Nc1nccs1,110,5.749,5.270313789,5.71746625001083
CC(=O)Nc1nccs1,120,4.808,4.420912256,4.770756999982666
CC(=O)Nc1nccs1,130,3.717,3.432912312,3.686060499996131
CC(=O)Nc1nccs1,140,2.59,2.388345011,2.553423000002226
CC(=O)Nc1nccs1,150,1.562,1.429114125,1.526456500012614
CC(=O)Nc1nccs1,160,0.74,0.676540324,0.7147852500287399
CC(=O)Nc1nccs1,170,0.209,0.280849747,0.23342999998135383
CC(=O)Nc1nccs1,180,0,0,0
CNc1ccccc1,-170,0.149,0.136829913,0.13302999998515475
CNc1ccccc1,-160,0.031,0.031580976,0.04800374998580992
CNc1ccccc1,-150,0.284,0.274696821,0.3136872499784715
CNc1ccccc1,-140,0.803,0.802287664,0.9069257500001981
CNc1ccccc1,-130,1.428,1.384926882,1.5733307499941418
CNc1ccccc1,-120,2.007,2.016000256,2.2074822499767777
CNc1ccccc1,-110,2.549,2.668936172,2.8211144999826843
CNc1ccccc1,-100,3.138,3.327659932,3.464490250006236
CNc1ccccc1,-90,3.759,3.928043078,4.124243750002705
CNc1ccccc1,-80,3.11,3.30581915,3.425334249976686
CNc1ccccc1,-70,2.456,2.571444295,2.729311249993316
CNc1ccccc1,-60,1.867,1.875536327,2.0944067499840457
CNc1ccccc1,-50,1.285,1.266283539,1.4832845000074713
CNc1ccccc1,-40,0.723,0.712682841,0.8489447499825076
CNc1ccccc1,-30,0.25,0.246558723,0.3057807499841658
CNc1ccccc1,-20,0,0,0
CNc1ccccc1,-10,0.135,0.06924566,0.0301199999952928
CNc1ccccc1,0,0.649,0.534547478,0.5132949999881475
CNc1ccccc1,10,0.133,0.067992137,0.02886499999846137
CNc1ccccc1,20,0,0.000280727,0.0003137499992078574
CNc1ccccc1,30,0.25,0.246313878,0.30546699998495797
CNc1ccccc1,40,0.723,0.71316091,0.8495095000024833
CNc1ccccc1,50,1.287,1.266938461,1.483912000005887
CNc1ccccc1,60,1.867,1.875678783,2.0942812499914965
CNc1ccccc1,70,2.456,2.570671171,2.7284327500098016
CNc1ccccc1,80,3.11,3.304492819,3.423953749987305
CNc1ccccc1,90,3.757,3.927380317,4.123616250004289
CNc1ccccc1,100,3.136,3.327192967,3.464176500007028
CNc1ccccc1,110,2.551,2.670135973,2.8224950000077342
CNc1ccccc1,120,2.007,2.016201574,2.207607750004996
CNc1ccccc1,130,1.43,1.386566512,1.574899499990181
CNc1ccccc1,140,0.807,0.804181639,0.9089965000021039
CNc1ccccc1,150,0.284,0.274692263,0.31381275000669007
CNc1ccccc1,160,0.031,0.032889643,0.04925874998264135
CNc1ccccc1,170,0.149,0.135180284,0.1313984999750062
CNc1ccccc1,180,0.593,0.547053156,0.5511959999851967
c1ccc(cc1)c2ccco2,-170,0.158,0.200446719,0.13855200001401613
c1ccc(cc1)c2ccco2,-160,0.23,0.337264225,0.16496974999725467
c1ccc(cc1)c2ccco2,-150,0.497,0.68043891,0.3828377500107649
c1ccc(cc1)c2ccco2,-140,0.97,1.216738317,0.8158755000017948
c1ccc(cc1)c2ccco2,-130,1.633,1.908517722,1.45159574998047
c1ccc(cc1)c2ccco2,-120,2.432,2.6718701,2.2306997499894976
c1ccc(cc1)c2ccco2,-110,3.383,3.386004548,3.022353750002509
c1ccc(cc1)c2ccco2,-100,4.163,3.904698715,3.630150249980346
c1ccc(cc1)c2ccco2,-90,4.482,4.090729404,3.8603172500127414
c1ccc(cc1)c2ccco2,-80,4.189,3.928035501,3.6475947500147754
c1ccc(cc1)c2ccco2,-70,3.454,3.417813555,3.0724282499902245
c1ccc(cc1)c2ccco2,-60,2.519,2.713422899,2.3102039999956503
c1ccc(cc1)c2ccco2,-50,1.71,1.960555256,1.5378770000123154
c1ccc(cc1)c2ccco2,-40,1.018,1.253247765,0.8716602499893611
c1ccc(cc1)c2ccco2,-30,0.513,0.695589208,0.4004704999805142
c1ccc(cc1)c2ccco2,-20,0.233,0.347466844,0.16572274998821968
c1ccc(cc1)c2ccco2,-10,0.205,0.271269327,0.18605374999395963
c1ccc(cc1)c2ccco2,0,0,0,0
c1ccc(cc1)c2ccco2,10,0.205,0.271269327,0.1859910000155196
c1ccc(cc1)c2ccco2,20,0.233,0.347466844,0.16572274998821968
c1ccc(cc1)c2ccco2,30,0.513,0.695589208,0.4004704999805142
c1ccc(cc1)c2ccco2,40,1.018,1.253247765,0.8718484999960197
c1ccc(cc1)c2ccco2,50,1.71,1.960555256,1.5378770000123154
c1ccc(cc1)c2ccco2,60,2.519,2.713422899,2.3102039999956503
c1ccc(cc1)c2ccco2,70,3.454,3.417813555,3.0723655000117844
c1ccc(cc1)c2ccco2,80,4.189,3.928035501,3.6477829999857647
c1ccc(cc1)c2ccco2,90,4.482,4.090729404,3.8603172500127414
c1ccc(cc1)c2ccco2,100,4.163,3.904698715,3.630150249980346
c1ccc(cc1)c2ccco2,110,3.383,3.386004548,3.022353750002509
c1ccc(cc1)c2ccco2,120,2.432,2.6718701,2.230825249982047
c1ccc(cc1)c2ccco2,130,1.633,1.908517722,1.45159574998047
c1ccc(cc1)c2ccco2,140,0.97,1.216738317,0.8160009999943441
c1ccc(cc1)c2ccco2,150,0.497,0.68043891,0.38302599998175424
c1ccc(cc1)c2ccco2,160,0.23,0.337264225,0.1649069999831454
c1ccc(cc1)c2ccco2,170,0.158,0.200446719,0.13855200001401613
c1ccc(cc1)c2ccco2,180,0.244,0.259853793,0.25463950000627733
CC(=O)c1ncco1,-170,3.029,2.245461394,2.709043000001685
CC(=O)c1ncco1,-160,3.415,2.436046331,2.981001499978504
CC(=O)c1ncco1,-150,4.071,2.762512398,3.4381352500014373
CC(=O)c1ncco1,-140,4.975,3.219477691,4.053022499968506
CC(=O)c1ncco1,-130,6.075,3.777558403,4.774898499986477
CC(=O)c1ncco1,-120,7.267,4.393474445,5.54747649999058
CC(=O)c1ncco1,-110,8.422,4.95903272,6.240675749981079
CC(=O)c1ncco1,-100,9.264,5.336711904,6.681431749995426
CC(=O)c1ncco1,-90,9.367,5.571656561,6.760433999995712
CC(=O)c1ncco1,-80,8.506,5.638750925,6.34226799999567
CC(=O)c1ncco1,-70,7.063,5.188478892,5.44004849998359
CC(=O)c1ncco1,-60,5.418,4.315610256,4.295300249977458
CC(=O)c1ncco1,-50,3.834,3.22533975,3.093323999980271
CC(=O)c1ncco1,-40,2.458,2.154069065,2.005364499973439
CC(=O)c1ncco1,-30,1.366,1.245140633,1.1283077499834349
CC(=O)c1ncco1,-20,0.594,0.568160649,0.49967824999399113
CC(=O)c1ncco1,-10,0.143,0.145723781,0.12292724999639404
CC(=O)c1ncco1,0,0,0,0
CC(=O)c1ncco1,10,0.143,0.145723781,0.12292724999639404
CC(=O)c1ncco1,20,0.594,0.568160649,0.49967824999399113
CC(=O)c1ncco1,30,1.366,1.245140633,1.1283077499834349
CC(=O)c1ncco1,40,2.458,2.154069065,2.005364499973439
CC(=O)c1ncco1,50,3.834,3.22533975,3.093323999980271
CC(=O)c1ncco1,60,5.418,4.315610256,4.295300249977458
CC(=O)c1ncco1,70,7.063,5.188478892,5.44004849998359
CC(=O)c1ncco1,80,8.506,5.638750925,6.34233074997411
CC(=O)c1ncco1,90,9.367,5.571656561,6.760371249981603
CC(=O)c1ncco1,100,9.264,5.336711904,6.681431749995426
CC(=O)c1ncco1,110,8.424,4.95903272,6.240738499995189
CC(=O)c1ncco1,120,7.267,4.393474445,5.54747649999058
CC(=O)c1ncco1,130,6.075,3.777558403,4.774898499986477
CC(=O)c1ncco1,140,4.975,3.219477691,4.053022499968506
CC(=O)c1ncco1,150,4.071,2.762512398,3.4381352500014373
CC(=O)c1ncco1,160,3.415,2.436046331,2.981064249992613
CC(=O)c1ncco1,170,3.029,2.245461394,2.709043000001685
CC(=O)c1ncco1,180,2.907,2.171367804,2.6091449999756833
CC(=O)Nc1ccc[nH]1,-170,0.21,0.148991628,0.1741312499883918
CC(=O)Nc1ccc[nH]1,-160,0.721,0.479459263,0.5537060000145289
CC(=O)Nc1ccc[nH]1,-150,1.444,1.008976505,1.1274292499999206
CC(=O)Nc1ccc[nH]1,-140,2.327,1.712658077,1.8703265000004876
CC(=O)Nc1ccc[nH]1,-130,3.222,2.535688776,2.693292749991514
CC(=O)Nc1ccc[nH]1,-120,3.951,3.384156173,3.449242000001931
CC(=O)Nc1ccc[nH]1,-110,3.954,5.202667421,3.4597212500040087
CC(=O)Nc1ccc[nH]1,-100,3.734,4.967865625,3.22422049998508
CC(=O)Nc1ccc[nH]1,-90,3.605,4.942972167,3.096900749999776
CC(=O)Nc1ccc[nH]1,-80,3.556,5.010634592,3.074373499999581
CC(=O)Nc1ccc[nH]1,-70,3.64,5.211139963,3.1876372499989714
CC(=O)Nc1ccc[nH]1,-60,3.884,5.544452547,3.460850750008291
CC(=O)Nc1ccc[nH]1,-50,4.283,5.968764614,3.890688249993133
CC(=O)Nc1ccc[nH]1,-40,4.826,6.448472549,4.460144500017833
CC(=O)Nc1ccc[nH]1,-30,5.478,6.922861205,5.115317250018734
CC(=O)Nc1ccc[nH]1,-20,6.197,7.338570932,5.823074500001013
CC(=O)Nc1ccc[nH]1,-10,7.051,5.716865142,6.493809250005427
CC(=O)Nc1ccc[nH]1,0,7.214,5.653941314,6.575321499999376
CC(=O)Nc1ccc[nH]1,10,7.051,5.716865142,6.493809250005427
CC(=O)Nc1ccc[nH]1,20,6.197,7.338268,5.821694000011632
CC(=O)Nc1ccc[nH]1,30,5.478,6.922861205,5.115317250018734
CC(=O)Nc1ccc[nH]1,40,4.826,6.448472549,4.460144500017833
CC(=O)Nc1ccc[nH]1,50,4.283,5.968764614,3.890688249993133
CC(=O)Nc1ccc[nH]1,60,3.884,5.544452547,3.460850750008291
CC(=O)Nc1ccc[nH]1,70,3.64,5.211139963,3.1876372499989714
CC(=O)Nc1ccc[nH]1,80,3.556,5.010634592,3.074373499999581
CC(=O)Nc1ccc[nH]1,90,3.605,4.942972167,3.096900749999776
CC(=O)Nc1ccc[nH]1,100,3.734,4.967865625,3.22422049998508
CC(=O)Nc1ccc[nH]1,110,3.954,5.202667421,3.4597212500040087
CC(=O)Nc1ccc[nH]1,120,3.951,3.384156173,3.449242000001931
CC(=O)Nc1ccc[nH]1,130,3.222,2.535688776,2.693292749991514
CC(=O)Nc1ccc[nH]1,140,2.327,1.712658077,1.8703265000004876
CC(=O)Nc1ccc[nH]1,150,1.444,1.008976505,1.1273664999858113
CC(=O)Nc1ccc[nH]1,160,0.721,0.479459263,0.5537060000145289
CC(=O)Nc1ccc[nH]1,170,0.21,0.148991628,0.1741312499883918
CC(=O)Nc1ccc[nH]1,180,0,0,0
c1ccnc(c1)c2nccs2,-170,0.231,0.20231329,0.1965330000317067
c1ccnc(c1)c2nccs2,-160,0.835,0.733978376,0.7127772500052743
c1ccnc(c1)c2nccs2,-150,1.79,1.572626917,1.5196794999869212
c1ccnc(c1)c2nccs2,-140,3.043,2.661203624,2.5648435000019276
c1ccnc(c1)c2nccs2,-130,4.479,3.865998657,3.750818500003845
c1ccnc(c1)c2nccs2,-120,5.988,5.025010217,4.9667880000441755
c1ccnc(c1)c2nccs2,-110,7.379,5.959532374,6.053492500054176
c1ccnc(c1)c2nccs2,-100,8.473,6.620136734,6.903378500034307
c1ccnc(c1)c2nccs2,-90,9.126,6.983504225,7.389942000004339
c1ccnc(c1)c2nccs2,-80,9.245,7.085760475,7.486388750039055
c1ccnc(c1)c2nccs2,-70,8.892,6.984578223,7.267014750007945
c1ccnc(c1)c2nccs2,-60,8.284,6.713727433,6.890389250002897
c1ccnc(c1)c2nccs2,-50,7.678,6.369368203,6.515395250007998
c1ccnc(c1)c2nccs2,-40,7.217,6.077430552,6.265273750054519
c1ccnc(c1)c2nccs2,-30,6.989,5.910153305,6.203904250023982
c1ccnc(c1)c2nccs2,-20,6.991,5.878107187,6.324133250020054
c1ccnc(c1)c2nccs2,-10,7.118,5.903911786,6.500398000024461
c1ccnc(c1)c2nccs2,0,7.015,5.662295391,6.372576249997621
c1ccnc(c1)c2nccs2,10,7.118,5.903911786,6.500398000024461
c1ccnc(c1)c2nccs2,20,6.991,5.878107187,6.324133250020054
c1ccnc(c1)c2nccs2,30,6.989,5.910153305,6.203904250023982
c1ccnc(c1)c2nccs2,40,7.217,6.077430552,6.265273750054519
