mol_id,conf_id,scan,ResFF Energy,Reference Energy,scan_group_id,u_qm_rel,wb97m
198.0,11.0,-15.0,4.616211,3.625,125,3.625,3.28264075
198.0,12.0,0.0,4.6591797,3.59375,125,3.59375,3.3078035
198.0,13.0,15.0,4.616211,3.625,125,3.625,3.282578
198.0,14.0,30.0,4.5566406,3.84375,125,3.84375,3.32669125
198.0,15.0,45.0,4.5966797,4.28125,125,4.28125,3.632472
198.0,16.0,60.0,4.9536133,5.03125,125,5.03125,4.22263575
198.0,17.0,75.0,5.4345703,5.78125,125,5.78125,4.86193275
198.0,18.0,90.0,5.3916016,6.09375,125,6.09375,5.16062275
198.0,19.0,105.0,4.5947266,5.625,125,5.625,4.832252
198.0,20.0,120.0,3.3891602,4.40625,125,4.40625,3.85743075
198.0,21.0,135.0,2.1860352,2.875,125,2.875,2.5224245
198.0,22.0,150.0,1.1035156,1.4375,125,1.4375,1.2485995
198.0,23.0,165.0,0.296875,0.375,125,0.375,0.330065
198.0,24.0,180.0,0.0,0.0,125,0.0,0.0
175.0,1.0,-165.0,0.0029296875,0.09375,126,0.09375,0.01085575
175.0,2.0,-150.0,0.25585938,0.5,126,0.5,0.2885245
175.0,3.0,-135.0,0.98046875,1.375,126,1.375,1.0317355
175.0,4.0,-120.0,2.0273438,2.65625,126,2.65625,2.13381375
175.0,5.0,-105.0,2.9697266,3.90625,126,3.90625,3.20332475
175.0,6.0,-90.0,3.3125,4.40625,126,4.40625,3.666608
175.0,7.0,-75.0,3.0029297,3.9375,126,3.9375,3.20232075
175.0,8.0,-60.0,2.0859375,2.71875,126,2.71875,2.1436655
175.0,9.0,-45.0,1.0214844,1.40625,126,1.40625,1.04485025
175.0,10.0,-30.0,0.2626953,0.5,126,0.5,0.288399
175.0,11.0,-15.0,0.0029296875,0.09375,126,0.09375,0.009789
175.0,12.0,0.0,0.005859375,0.0,126,0.0,0.0
175.0,13.0,15.0,0.0068359375,0.09375,126,0.09375,0.01675425
175.0,14.0,30.0,0.26367188,0.5,126,0.5,0.288399
175.0,15.0,45.0,1.0175781,1.40625,126,1.40625,1.04271675
175.0,16.0,60.0,2.0839844,2.71875,126,2.71875,2.14485775
175.0,17.0,75.0,3.0029297,3.9375,126,3.9375,3.20219525
175.0,18.0,90.0,3.3125,4.40625,126,4.40625,3.66654525
175.0,19.0,105.0,2.9697266,3.90625,126,3.90625,3.2033875
175.0,20.0,120.0,2.0273438,2.65625,126,2.65625,2.133751
175.0,21.0,135.0,0.9794922,1.375,126,1.375,1.02916275
175.0,22.0,150.0,0.2548828,0.5,126,0.5,0.2885245
175.0,23.0,165.0,0.0,0.09375,126,0.09375,0.0106675
175.0,24.0,180.0,0.0078125,0.0,126,0.0,0.00232175
155.0,1.0,-165.0,1.5390625,2.375,127,2.375,1.716087
155.0,2.0,-150.0,3.8720703,4.53125,127,4.53125,3.21574925
155.0,3.0,-135.0,4.40625,5.15625,127,5.15625,3.77987175
155.0,4.0,-120.0,4.8535156,5.5,127,5.5,4.1222985
155.0,5.0,-105.0,4.7304688,5.4375,127,5.4375,3.82040825
155.0,6.0,-90.0,2.4990234,3.40625,127,3.40625,2.5234285
155.0,7.0,-75.0,1.0146484,2.1875,127,2.1875,1.38897125
155.0,8.0,-60.0,0.7470703,2.0,127,2.0,1.3025645
155.0,9.0,-45.0,1.6474609,2.78125,127,2.78125,1.7603885
155.0,10.0,-30.0,3.1591797,4.0,127,4.0,2.95859975
155.0,11.0,-15.0,4.8085938,5.53125,127,5.53125,3.96887475
155.0,12.0,0.0,4.720703,5.4375,127,5.4375,4.14331975
155.0,13.0,15.0,4.3320312,5.0625,127,5.0625,3.6993635
155.0,14.0,30.0,3.7861328,4.375,127,4.375,3.09439075
155.0,15.0,45.0,1.3525391,2.15625,127,2.15625,1.542144
155.0,16.0,60.0,0.00390625,0.84375,127,0.84375,0.33627725
155.0,17.0,75.0,0.14550781,0.0625,127,0.0625,0.15882025
155.0,18.0,90.0,0.04296875,0.09375,127,0.09375,0.04185425
155.0,19.0,105.0,0.4404297,0.5625,127,0.5625,0.488948
155.0,20.0,120.0,0.4736328,0.75,127,0.75,0.70210975
155.0,21.0,135.0,0.35839844,0.4375,127,0.4375,0.33885
155.0,22.0,150.0,0.0,0.0,127,0.0,0.0
155.0,23.0,165.0,0.2998047,0.21875,127,0.21875,0.31933475
155.0,24.0,180.0,0.053710938,0.96875,127,0.96875,0.410636
142.0,1.0,-165.0,0.4609375,0.5625,128,0.5625,0.49817225
142.0,2.0,-150.0,1.5244141,1.96875,128,1.96875,1.5590865
142.0,3.0,-135.0,3.8320312,4.875,128,4.875,4.1569365
142.0,4.0,-120.0,6.383789,8.25,128,8.25,6.79111875
142.0,5.0,-105.0,8.749023,11.5,128,11.5,9.26472375
142.0,6.0,-90.0,10.581055,13.34375,128,13.34375,10.21074275
142.0,7.0,-75.0,10.098633,11.78125,128,11.78125,9.41996725
142.0,8.0,-60.0,8.369141,9.1875,128,9.1875,7.58779275
142.0,9.0,-45.0,6.6757812,6.8125,128,6.8125,5.824204
142.0,10.0,-30.0,5.7089844,5.25,128,5.25,4.6647095
142.0,11.0,-15.0,5.5146484,4.5,128,4.5,4.17984025
142.0,12.0,0.0,5.607422,4.40625,128,4.40625,4.16390175
142.0,13.0,15.0,5.6914062,4.8125,128,4.8125,4.499426
142.0,14.0,30.0,5.9902344,5.78125,128,5.78125,5.2379935
142.0,15.0,45.0,6.9179688,7.5,128,7.5,6.54212675
142.0,16.0,60.0,8.347656,9.1875,128,9.1875,7.58271
142.0,17.0,75.0,10.046875,12.5625,128,12.5625,10.207919
142.0,18.0,90.0,10.469727,13.25,128,13.25,10.13330925
142.0,19.0,105.0,8.925781,11.125,128,11.125,8.817128
142.0,20.0,120.0,6.533203,7.8125,128,7.8125,6.30480625
142.0,21.0,135.0,3.7597656,4.5,128,4.5,3.6328485
142.0,22.0,150.0,1.5185547,1.96875,128,1.96875,1.55362725
142.0,23.0,165.0,0.29589844,0.46875,128,0.46875,0.35158825
142.0,24.0,180.0,0.0,0.0,128,0.0,0.0
413.0,1.0,-165.0,1.2138672,0.625,129,0.625,1.162632
413.0,2.0,-150.0,0.14648438,0.0,129,0.0,0.1266295
413.0,3.0,-135.0,0.0048828125,0.34375,129,0.34375,0.0279865
413.0,4.0,-120.0,0.73046875,1.53125,129,1.53125,0.7634165
413.0,5.0,-105.0,1.7265625,2.84375,129,2.84375,1.728888
413.0,6.0,-90.0,2.118164,3.375,129,3.375,2.18150375
413.0,7.0,-75.0,1.7548828,2.78125,129,2.78125,1.73058225
413.0,8.0,-60.0,0.72265625,1.4375,129,1.4375,0.72896675
413.0,9.0,-45.0,0.0,0.28125,129,0.28125,0.0
413.0,10.0,-30.0,0.19921875,0.0,129,0.0,0.17099375
413.0,11.0,-15.0,1.2568359,0.625,129,0.625,1.2046745
413.0,12.0,0.0,1.9091797,1.28125,129,1.28125,2.09101825
413.0,13.0,15.0,1.2568359,0.625,129,0.625,1.2044235
413.0,14.0,30.0,0.19921875,0.0,129,0.0,0.17701775
413.0,15.0,45.0,0.0,0.28125,129,0.28125,0.0
413.0,16.0,60.0,0.7294922,1.4375,129,1.4375,0.73448875
413.0,17.0,75.0,1.7529297,2.78125,129,2.78125,1.731147
413.0,18.0,90.0,2.1220703,3.375,129,3.375,2.18225675
413.0,19.0,105.0,1.7246094,2.84375,129,2.84375,1.731398
413.0,20.0,120.0,0.7314453,1.53125,129,1.53125,0.7634165
413.0,21.0,135.0,0.0048828125,0.34375,129,0.34375,0.0279865
413.0,22.0,150.0,0.15136719,0.0,129,0.0,0.13070825
413.0,23.0,165.0,1.2119141,0.625,129,0.625,1.16394975
413.0,24.0,180.0,1.9091797,1.28125,129,1.28125,2.09051625
295.0,1.0,-165.0,1.5302734,3.90625,130,3.90625,3.033586
295.0,2.0,-150.0,2.0449219,4.3125,130,4.3125,3.1124
295.0,3.0,-135.0,2.9609375,4.96875,130,4.96875,3.40500325
295.0,4.0,-120.0,3.633789,5.78125,130,5.78125,3.7508185
295.0,5.0,-105.0,4.2041016,6.53125,130,6.53125,4.132966
295.0,6.0,-90.0,4.0117188,6.46875,130,6.46875,4.01204675
295.0,7.0,-75.0,3.0166016,5.3125,130,5.3125,3.24047275
295.0,8.0,-60.0,1.8496094,3.65625,130,3.65625,2.18903375
295.0,9.0,-45.0,0.9140625,2.25,130,2.25,1.3126045
295.0,10.0,-30.0,0.22558594,1.0,130,1.0,0.45675725
295.0,11.0,-15.0,0.025390625,0.25,130,0.25,0.083081
295.0,12.0,0.0,0.0,0.0,130,0.0,0.0
295.0,13.0,15.0,0.02734375,0.25,130,0.25,0.08552825
295.0,14.0,30.0,0.2265625,1.0,130,1.0,0.45751025
295.0,15.0,45.0,0.9169922,2.25,130,2.25,1.31279275
295.0,16.0,60.0,1.8662109,3.65625,130,3.65625,2.18815525
295.0,17.0,75.0,3.0263672,5.3125,130,5.3125,3.24543
295.0,18.0,90.0,4.013672,6.46875,130,6.46875,4.01355275
295.0,19.0,105.0,4.2041016,6.53125,130,6.53125,4.13315425
295.0,20.0,120.0,3.6347656,5.78125,130,5.78125,3.753956
295.0,21.0,135.0,2.961914,4.96875,130,4.96875,3.4049405
295.0,22.0,150.0,2.0458984,4.3125,130,4.3125,3.11221175
295.0,23.0,165.0,1.5302734,3.90625,130,3.90625,3.033586
295.0,24.0,180.0,1.4072266,3.8125,130,3.8125,3.0741225
75.0,1.0,-165.0,0.23828125,0.28125,131,0.28125,0.2282845
75.0,2.0,-150.0,0.8544922,1.1875,131,1.1875,0.95938475
75.0,3.0,-135.0,1.7080078,2.65625,131,2.65625,2.17987225
75.0,4.0,-120.0,2.7304688,4.4375,131,4.4375,3.70733275
75.0,5.0,-105.0,3.6357422,6.125,131,6.125,5.08808375
75.0,6.0,-90.0,3.9169922,6.875,131,6.875,5.6857775
75.0,7.0,-75.0,3.6289062,6.0625,131,6.0625,5.05934425
75.0,8.0,-60.0,2.7294922,4.34375,131,4.34375,3.627452
75.0,9.0,-45.0,1.6923828,2.53125,131,2.53125,2.08662575
75.0,10.0,-30.0,0.8251953,1.125,131,1.125,0.89858
75.0,11.0,-15.0,0.22460938,0.28125,131,0.28125,0.2119695
75.0,12.0,0.0,0.0,0.0,131,0.0,0.0
75.0,13.0,15.0,0.22460938,0.28125,131,0.28125,0.2119695
75.0,14.0,30.0,0.828125,1.125,131,1.125,0.8982035
75.0,15.0,45.0,1.6884766,2.53125,131,2.53125,2.08511975
75.0,16.0,60.0,2.7314453,4.34375,131,4.34375,3.62695
75.0,17.0,75.0,3.6279297,6.0625,131,6.0625,5.05934425
75.0,18.0,90.0,3.9160156,6.875,131,6.875,5.68496175
75.0,19.0,105.0,3.6357422,6.125,131,6.125,5.088021
75.0,20.0,120.0,2.7304688,4.4375,131,4.4375,3.70733275
75.0,21.0,135.0,1.7050781,2.65625,131,2.65625,2.18024875
75.0,22.0,150.0,0.8564453,1.1875,131,1.1875,0.9599495
75.0,23.0,165.0,0.24609375,0.28125,131,0.28125,0.23110825
75.0,24.0,180.0,0.00390625,0.0,131,0.0,0.00251
264.0,1.0,-165.0,0.001953125,0.15625,132,0.15625,0.12801
264.0,2.0,-150.0,0.375,0.71875,132,0.71875,0.628755
264.0,3.0,-135.0,1.3066406,1.5625,132,1.5625,1.30269
264.0,4.0,-120.0,2.2949219,2.4375,132,2.4375,2.035108
264.0,5.0,-105.0,2.9824219,3.28125,132,3.28125,2.662608
264.0,6.0,-90.0,3.4863281,3.90625,132,3.90625,3.108384
264.0,7.0,-75.0,3.8164062,4.5,132,4.5,3.4885235
264.0,8.0,-60.0,4.1523438,4.15625,132,4.15625,3.45206575
264.0,9.0,-45.0,4.595703,4.34375,132,4.34375,3.964294
264.0,10.0,-30.0,5.0390625,4.875,132,4.875,4.87197275
264.0,11.0,-15.0,5.392578,5.5,132,5.5,5.7981
264.0,12.0,0.0,5.638672,5.90625,132,5.90625,6.31710525
264.0,13.0,15.0,5.3945312,5.5,132,5.5,5.79879025
264.0,14.0,30.0,5.0703125,4.875,132,4.875,4.85703825
264.0,15.0,45.0,4.5996094,4.34375,132,4.34375,3.964294
264.0,16.0,60.0,4.169922,4.15625,132,4.15625,3.459282
264.0,17.0,75.0,3.8203125,4.5,132,4.5,3.48820975
264.0,18.0,90.0,3.5019531,3.90625,132,3.90625,3.11246275
264.0,19.0,105.0,2.9765625,3.28125,132,3.28125,2.660349
264.0,20.0,120.0,2.296875,2.4375,132,2.4375,2.03692775
264.0,21.0,135.0,1.2265625,1.5625,132,1.5625,1.31354575
264.0,22.0,150.0,0.37109375,0.71875,132,0.71875,0.62593125
264.0,23.0,165.0,0.0,0.15625,132,0.15625,0.1281355
264.0,24.0,180.0,0.02734375,0.0,132,0.0,0.0
279.0,1.0,-165.0,1.4765625,0.625,133,0.625,1.56705575
279.0,2.0,-150.0,0.7636719,0.25,133,0.25,0.69872125
279.0,3.0,-135.0,0.421875,0.0,133,0.0,0.2169895
279.0,4.0,-120.0,0.21386719,0.03125,133,0.03125,0.01863675
279.0,5.0,-105.0,0.041992188,0.09375,133,0.09375,0.0
279.0,6.0,-90.0,0.0009765625,0.125,133,0.125,0.025602
279.0,7.0,-75.0,0.11425781,0.0625,133,0.0625,0.00533375
279.0,8.0,-60.0,0.2939453,0.0,133,0.0,0.063754
279.0,9.0,-45.0,0.49902344,0.0625,133,0.0625,0.34531325
279.0,10.0,-30.0,0.9013672,0.34375,133,0.34375,0.918158
279.0,11.0,-15.0,1.6962891,0.65625,133,0.65625,1.8171145
279.0,12.0,0.0,1.9931641,0.75,133,0.75,2.1524505
279.0,13.0,15.0,1.6923828,0.65625,133,0.65625,1.815734
279.0,14.0,30.0,0.9013672,0.34375,133,0.34375,0.918158
279.0,15.0,45.0,0.5,0.0625,133,0.0625,0.34531325
279.0,16.0,60.0,0.2939453,0.0,133,0.0,0.063754
279.0,17.0,75.0,0.11425781,0.0625,133,0.0625,0.00533375
279.0,18.0,90.0,0.0,0.125,133,0.125,0.02604125
279.0,19.0,105.0,0.04296875,0.09375,133,0.09375,0.0
279.0,20.0,120.0,0.21386719,0.03125,133,0.03125,0.01863675
279.0,21.0,135.0,0.41992188,0.0,133,0.0,0.2169895
279.0,22.0,150.0,0.7636719,0.25,133,0.25,0.69859575
279.0,23.0,165.0,1.4794922,0.625,133,0.625,1.56793425
279.0,24.0,180.0,1.9902344,0.75,133,0.75,2.15100725
342.0,1.0,-165.0,0.35058594,0.5,134,0.5,0.44470925
342.0,2.0,-150.0,1.2695312,1.875,134,1.875,1.67962925
342.0,3.0,-135.0,2.5976562,4.0,134,4.0,3.48745675
342.0,4.0,-120.0,4.053711,6.375,134,6.375,5.49181725
342.0,5.0,-105.0,5.241211,8.3125,134,8.3125,7.061383
342.0,6.0,-90.0,5.790039,9.0625,134,9.0625,7.663532
342.0,7.0,-75.0,5.291992,8.25,134,8.25,7.026494
342.0,8.0,-60.0,4.120117,6.3125,134,6.3125,5.4606305
342.0,9.0,-45.0,2.6708984,4.0625,134,4.0625,3.5219065
342.0,10.0,-30.0,1.3144531,2.0,134,2.0,1.77864875
342.0,11.0,-15.0,0.375,0.6875,134,0.6875,0.6138205
342.0,12.0,0.0,0.0,0.1875,134,0.1875,0.1858655
342.0,13.0,15.0,0.38085938,0.6875,134,0.6875,0.617711
342.0,14.0,30.0,1.3144531,2.0,134,2.0,1.77864875
342.0,15.0,45.0,2.6708984,4.0625,134,4.0625,3.5219065
342.0,16.0,60.0,4.116211,6.3125,134,6.3125,5.46006575
342.0,17.0,75.0,5.2910156,8.25,134,8.25,7.02655675
342.0,18.0,90.0,5.790039,9.0625,134,9.0625,7.663281
342.0,19.0,105.0,5.241211,8.3125,134,8.3125,7.061383
342.0,20.0,120.0,4.0527344,6.375,134,6.375,5.49188
342.0,21.0,135.0,2.6015625,4.0,134,4.0,3.488649
342.0,22.0,150.0,1.2685547,1.875,134,1.875,1.67950375
342.0,23.0,165.0,0.35058594,0.5,134,0.5,0.44470925
342.0,24.0,180.0,0.0048828125,0.0,134,0.0,0.0
172.0,1.0,-165.0,0.36914062,0.125,135,0.125,0.247235
172.0,2.0,-150.0,0.8808594,0.9375,135,0.9375,0.929704
172.0,3.0,-135.0,1.5107422,1.4375,135,1.4375,1.41683225
172.0,4.0,-120.0,2.2138672,1.65625,135,1.65625,2.0688675
172.0,5.0,-105.0,2.9833984,2.09375,135,2.09375,2.73269975
172.0,6.0,-90.0,3.1328125,2.59375,135,2.59375,3.246434
172.0,7.0,-75.0,2.5498047,2.40625,135,2.40625,2.941218
172.0,8.0,-60.0,0.4814453,1.5,135,1.5,0.7641695
172.0,9.0,-45.0,0.5361328,1.6875,135,1.6875,0.707569
172.0,10.0,-30.0,1.421875,2.78125,135,2.78125,1.5836845
172.0,11.0,-15.0,2.8291016,4.125,135,4.125,2.85343075
172.0,12.0,0.0,3.8417969,4.90625,135,4.90625,3.7530775
172.0,13.0,15.0,2.8300781,4.125,135,4.125,2.85343075
172.0,14.0,30.0,1.4384766,2.78125,135,2.78125,1.5919675
172.0,15.0,45.0,0.53515625,1.6875,135,1.6875,0.70750625
172.0,16.0,60.0,0.4814453,1.5,135,1.5,0.76398125
172.0,17.0,75.0,2.5458984,2.40625,135,2.40625,2.9410925
172.0,18.0,90.0,3.1298828,2.59375,135,2.59375,3.243673
172.0,19.0,105.0,2.9814453,2.09375,135,2.09375,2.7327625
172.0,20.0,120.0,2.2138672,1.65625,135,1.65625,2.06880475
172.0,21.0,135.0,1.5351562,1.4375,135,1.4375,1.42611925
172.0,22.0,150.0,0.8808594,0.9375,135,0.9375,0.930457
172.0,23.0,165.0,0.36914062,0.125,135,0.125,0.247235
172.0,24.0,180.0,0.0,0.0,135,0.0,0.0
281.0,1.0,-165.0,0.49121094,0.5,136,0.5,0.3708525
281.0,2.0,-150.0,1.8291016,1.90625,136,1.90625,1.4611965
281.0,3.0,-135.0,3.6455078,4.0,136,4.0,3.1233185
281.0,4.0,-120.0,5.4375,6.40625,136,6.40625,4.97136875
281.0,5.0,-105.0,6.857422,8.40625,136,8.40625,6.45716325
281.0,6.0,-90.0,7.680664,9.28125,136,9.28125,7.08679675
281.0,7.0,-75.0,7.5302734,8.6875,136,8.6875,6.6912835
281.0,8.0,-60.0,6.364258,7.0625,136,7.0625,5.5173565
281.0,9.0,-45.0,4.791992,5.25,136,5.25,4.10491675
281.0,10.0,-30.0,3.2861328,3.8125,136,3.8125,2.937704
281.0,11.0,-15.0,2.3066406,2.96875,136,2.96875,2.294391
281.0,12.0,0.0,1.9726562,2.75,136,2.75,2.111914
281.0,13.0,15.0,2.3066406,2.96875,136,2.96875,2.294391
281.0,14.0,30.0,3.2861328,3.8125,136,3.8125,2.93764125
281.0,15.0,45.0,4.790039,5.25,136,5.25,4.10504225
281.0,16.0,60.0,6.3623047,7.0625,136,7.0625,5.516729
281.0,17.0,75.0,7.53125,8.6875,136,8.6875,6.6912835
281.0,18.0,90.0,7.6796875,9.28125,136,9.28125,7.08667125
281.0,19.0,105.0,6.8583984,8.40625,136,8.40625,6.45716325
281.0,20.0,120.0,5.435547,6.40625,136,6.40625,4.9714315
281.0,21.0,135.0,3.6396484,4.03125,136,4.03125,3.11723175
281.0,22.0,150.0,1.8300781,1.90625,136,1.90625,1.4611965
281.0,23.0,165.0,0.49804688,0.5,136,0.5,0.37116625
281.0,24.0,180.0,0.0,0.0,136,0.0,0.0
182.0,1.0,-165.0,2.5390625,3.375,137,3.375,2.8306525
182.0,2.0,-150.0,0.578125,0.75,137,0.75,0.4607105
182.0,3.0,-135.0,0.09765625,0.0,137,0.0,0.0
182.0,4.0,-120.0,0.37304688,0.34375,137,0.34375,0.6908775
182.0,5.0,-105.0,0.6621094,0.5625,137,0.5625,0.994713
182.0,6.0,-90.0,0.0,0.09375,137,0.09375,0.2917875
182.0,7.0,-75.0,0.3203125,0.03125,137,0.03125,0.0197035
182.0,8.0,-60.0,1.6679688,0.78125,137,0.78125,0.71905225
182.0,9.0,-45.0,3.609375,2.375,137,2.375,2.3565135
182.0,10.0,-30.0,6.0664062,4.65625,137,4.65625,4.6207845
182.0,11.0,-15.0,8.978516,7.65625,137,7.65625,7.40694725
182.0,12.0,0.0,8.824219,7.90625,137,7.90625,7.5845925
182.0,13.0,15.0,5.015625,4.03125,137,4.03125,3.9159765
182.0,14.0,30.0,2.9472656,1.75,137,1.75,1.83481
182.0,15.0,45.0,2.2910156,0.90625,137,0.90625,1.15692175
182.0,16.0,60.0,2.125,1.0,137,1.0,1.4084865
182.0,17.0,75.0,1.8710938,1.03125,137,1.03125,1.3206365
182.0,18.0,90.0,2.3261719,1.0,137,1.0,1.41833825
182.0,19.0,105.0,2.3125,0.90625,137,0.90625,1.1845945
182.0,20.0,120.0,2.4355469,1.15625,137,1.15625,1.26936975
182.0,21.0,135.0,3.3203125,2.21875,137,2.21875,2.232645
182.0,22.0,150.0,4.890625,4.21875,137,4.21875,4.15461475
182.0,23.0,165.0,7.1035156,6.9375,137,6.9375,6.67051325
182.0,24.0,180.0,6.3671875,7.4375,137,7.4375,6.72849425
114.0,1.0,-165.0,2.7490234,2.75,138,2.75,3.482123
114.0,2.0,-150.0,2.2451172,2.0,138,2.0,2.51382775
114.0,3.0,-135.0,1.640625,1.21875,138,1.21875,1.6002505
114.0,4.0,-120.0,1.0869141,0.53125,138,0.53125,0.88069625
114.0,5.0,-105.0,0.41210938,0.0625,138,0.0625,0.15856925
114.0,6.0,-90.0,0.005859375,0.0,138,0.0,0.003765
114.0,7.0,-75.0,0.51464844,0.125,138,0.125,0.256522
114.0,8.0,-60.0,1.1855469,0.71875,138,0.71875,1.095615
114.0,9.0,-45.0,1.7333984,1.375,138,1.375,1.75957275
114.0,10.0,-30.0,2.3359375,2.15625,138,2.15625,2.68864925
114.0,11.0,-15.0,2.7734375,2.8125,138,2.8125,3.5535325
114.0,12.0,0.0,2.90625,3.0625,138,3.0625,3.903301
114.0,13.0,15.0,2.7685547,2.8125,138,2.8125,3.552403
114.0,14.0,30.0,2.3388672,2.15625,138,2.15625,2.69002975
114.0,15.0,45.0,1.7373047,1.375,138,1.375,1.75982375
114.0,16.0,60.0,1.1816406,0.71875,138,0.71875,1.092101
114.0,17.0,75.0,0.515625,0.125,138,0.125,0.25853
114.0,18.0,90.0,0.0,0.0,138,0.0,0.0
114.0,19.0,105.0,0.40820312,0.0625,138,0.0625,0.1575025
114.0,20.0,120.0,1.0859375,0.53125,138,0.53125,0.87919025
114.0,21.0,135.0,1.6416016,1.21875,138,1.21875,1.6010035
114.0,22.0,150.0,2.2539062,2.0,138,2.0,2.5136395
114.0,23.0,165.0,2.741211,2.75,138,2.75,3.4814955
114.0,24.0,180.0,2.90625,3.0625,138,3.0625,3.90261075
26.0,1.0,-165.0,0.0009765625,0.71875,139,0.71875,0.001757
26.0,2.0,-150.0,0.44140625,0.875,139,0.875,0.1891285
26.0,3.0,-135.0,1.3925781,1.25,139,1.25,0.70022725
26.0,4.0,-120.0,2.2802734,1.875,139,1.875,1.42938225
26.0,5.0,-105.0,3.3271484,2.625,139,2.625,2.277574
26.0,6.0,-90.0,4.229492,3.21875,139,3.21875,2.942473
26.0,7.0,-75.0,3.8388672,2.875,139,2.875,2.646795
26.0,8.0,-60.0,2.2695312,1.71875,139,1.71875,1.49677575
26.0,9.0,-45.0,1.2539062,0.625,139,0.625,0.52026025
26.0,10.0,-30.0,0.62402344,0.0,139,0.0,0.03570475
26.0,11.0,-15.0,0.44921875,0.03125,139,0.03125,0.12631575
26.0,12.0,0.0,0.38085938,0.375,139,0.375,0.535885
26.0,13.0,15.0,0.4345703,0.03125,139,0.03125,0.12443325
26.0,14.0,30.0,0.625,0.0,139,0.0,0.0360185
26.0,15.0,45.0,1.2539062,0.625,139,0.625,0.52703725
26.0,16.0,60.0,2.272461,1.71875,139,1.71875,1.50016425
26.0,17.0,75.0,3.8613281,2.875,139,2.875,2.65438775
26.0,18.0,90.0,4.2314453,3.21875,139,3.21875,2.94266125
26.0,19.0,105.0,3.3486328,2.625,139,2.625,2.27500125
26.0,20.0,120.0,2.2832031,1.875,139,1.875,1.427939
26.0,21.0,135.0,1.3867188,1.25,139,1.25,0.6946425
26.0,22.0,150.0,0.43847656,0.875,139,0.875,0.18831275
26.0,23.0,165.0,0.0,0.71875,139,0.71875,0.0
26.0,24.0,180.0,0.35058594,0.96875,139,0.96875,0.33050425
118.0,1.0,-165.0,0.033203125,0.0625,140,0.0625,0.32121725
118.0,2.0,-150.0,0.111328125,0.125,140,0.125,0.0
118.0,3.0,-135.0,0.6777344,0.5625,140,0.5625,0.01223625
118.0,4.0,-120.0,1.7363281,1.75,140,1.75,0.762287
118.0,5.0,-105.0,2.9140625,3.25,140,3.25,1.96903225
118.0,6.0,-90.0,3.4589844,4.625,140,4.625,3.126456
118.0,7.0,-75.0,3.6484375,5.625,140,5.625,4.105105
118.0,8.0,-60.0,4.076172,6.75,140,6.75,5.38263225
118.0,9.0,-45.0,5.2070312,8.25,140,8.25,7.17251325
118.0,10.0,-30.0,7.0371094,9.9375,140,9.9375,9.38809025
118.0,11.0,-15.0,8.931641,11.5,140,11.5,11.6076205
118.0,12.0,0.0,9.863281,12.1875,140,12.1875,12.65887125
118.0,13.0,15.0,8.921875,11.5,140,11.5,11.59814525
118.0,14.0,30.0,7.0390625,9.9375,140,9.9375,9.3965615
118.0,15.0,45.0,5.2128906,8.25,140,8.25,7.17163475
118.0,16.0,60.0,4.076172,6.75,140,6.75,5.38275775
118.0,17.0,75.0,3.6445312,5.625,140,5.625,4.10466575
118.0,18.0,90.0,3.453125,4.625,140,4.625,3.1248245
118.0,19.0,105.0,2.9160156,3.25,140,3.25,1.9689695
118.0,20.0,120.0,1.7285156,1.75,140,1.75,0.762287
118.0,21.0,135.0,0.671875,0.5625,140,0.5625,0.0126755
118.0,22.0,150.0,0.115234375,0.125,140,0.125,0.00031375
118.0,23.0,165.0,0.0390625,0.0625,140,0.0625,0.3201505
118.0,24.0,180.0,0.0,0.0,140,0.0,0.3695975
14.0,1.0,-165.0,2.2402344,1.5625,141,1.5625,1.199278
14.0,2.0,-150.0,2.8896484,2.125,141,2.125,1.5269585
14.0,3.0,-135.0,3.9335938,3.1875,141,3.1875,2.257996
14.0,4.0,-120.0,5.232422,4.625,141,4.625,3.3502225
14.0,5.0,-105.0,6.4648438,6.0625,141,6.0625,4.4091915
14.0,6.0,-90.0,7.2089844,6.75,141,6.75,4.891488
14.0,7.0,-75.0,6.588867,6.1875,141,6.1875,4.5128545
14.0,8.0,-60.0,4.977539,4.6875,141,4.6875,3.44240225
14.0,9.0,-45.0,3.0615234,2.875,141,2.875,2.11084725
14.0,10.0,-30.0,1.4365234,1.375,141,1.375,0.972625
14.0,11.0,-15.0,0.37695312,0.375,141,0.375,0.252506
14.0,12.0,0.0,0.0,0.0,141,0.0,0.0
14.0,13.0,15.0,0.37402344,0.375,141,0.375,0.250498
14.0,14.0,30.0,1.4375,1.375,141,1.375,0.97306425
14.0,15.0,45.0,3.0595703,2.875,141,2.875,2.1148005
14.0,16.0,60.0,4.9853516,4.6875,141,4.6875,3.44566525
14.0,17.0,75.0,6.584961,6.1875,141,6.1875,4.512227
14.0,18.0,90.0,7.203125,6.75,141,6.75,4.89067225
14.0,19.0,105.0,6.4648438,6.0625,141,6.0625,4.4091915
14.0,20.0,120.0,5.232422,4.625,141,4.625,3.350348
14.0,21.0,135.0,3.9316406,3.1875,141,3.1875,2.2593765
14.0,22.0,150.0,2.8896484,2.125,141,2.125,1.5269585
14.0,23.0,165.0,2.241211,1.5625,141,1.5625,1.1991525
14.0,24.0,180.0,1.9951172,1.375,141,1.375,1.1045255
